,Date,NOAA Number,Latest Position,Hale Class,McIntosh Class,Sunspot Area [millionths],Number of Spots,Recent Flares
44,2017.01.25,12628,"N13W17(278"",307"")",β/β,Eao/Dso,0210/0220,06/08,-
45,2017.01.25,12629,"N15E47(-690"",313"")",β/-,Cao/---,0070/----,03/--,-
46,2017.01.26,12627,"N06W51(754"",161"")",β/β,Bxo/Cro,0010/0030,02/04,-
47,2017.01.26,12628,"N12W34(534"",280"")",β/β,Cao/Eao,0180/0210,07/06,-
48,2017.01.26,12629,"N15E32(-500"",330"")",β/β,Dao/Cao,0180/0070,07/03,-
49,2017.01.26,12626,"N08W91(964"",133"")",/α,/Axx,/0010,/02,-
50,2017.01.27,12628,"N11W46(689"",251"")",β/β,Cao/Cao,0120/0180,05/07,-
51,2017.01.27,12629,"N15E19(-307"",340"")",β/β,Dao/Dao,0150/0180,06/07,-
52,2017.01.27,12627,"N04W62(859"",113"")",/β,/Bxo,/0010,/02,-
53,2017.01.28,12628,"N12W60(826"",250"")",β/β,Cso/Cao,0110/0120,05/05,-
54,2017.01.28,12629,"N15E06(-98"",346"")",β/β,Dao/Dao,0160/0150,08/06,-
55,2017.01.28,12627,"N04W77(947"",89"")",/,/,/,/,-
56,2017.01.29,12628,"N12W76(924"",225"")",α/β,Hsx/Cso,0110/0110,03/05,-
57,2017.01.29,12629,"N15W07(115"",347"")",β/β,Dso/Dao,0130/0160,05/08,-
58,2017.01.29,12627,"N04W90(971"",67"")",/,/,/,/,- / C2.8(20:56)
59,2017.01.30,12628,"N11W91(955"",182"")",α/α,Hsx/Hsx,0110/0110,01/03,-
60,2017.01.30,12629,"N15W22(353"",342"")",β/β,Cso/Dso,0120/0130,03/05,-
61,2017.01.31,12629,"N15W34(527"",333"")",α/β,Hsx/Cso,0060/0120,01/03,-
62,2017.01.31,12630,"N16E42(-628"",340"")",α/-,Axx/---,0010/----,01/--,-
63,2017.01.31,12631,"S04W36(572"",14"")",β/-,Bxo/---,0010/----,03/--,-
64,2017.02.01,12629,"N15W50(722"",315"")",α/α,Hax/Hsx,0040/0060,01/01,-
65,2017.02.01,12631,"S05W50(744"",-18"")",β/β,Bxo/Bxo,0010/0010,05/03,-
66,2017.02.01,12632,"N14W20(324"",329"")",β/-,Bxo/---,0010/----,06/--,-
67,2017.02.01,12630,"N16E27(-426"",356"")",/α,/Axx,/0010,/01,-
68,2017.02.02,12629,"N15W59(807"",302"")",α/α,Hax/Hax,0040/0040,01/01,-
69,2017.02.02,12632,"N14W30(473"",322"")",β/β,Dao/Bxo,0050/0010,07/06,-
70,2017.02.02,12630,"N16E17(-274"",363"")",/,/,/,/,-
71,2017.02.02,12631,"S04W60(842"",-15"")",/β,/Bxo,/0010,/05,-
72,2017.02.03,12629,"N16W77(911"",289"")",α/α,Hax/Hax,0040/0040,01/01,-
73,2017.02.03,12632,"N14W48(703"",303"")",β/β,Dao/Dao,0060/0050,06/07,-
74,2017.02.03,12633,"N14W63(842"",280"")",β/-,Bxo/---,0010/----,03/--,-
75,2017.02.03,12630,"N16W01(16"",369"")",/,/,/,/,-
76,2017.02.03,12631,"S04W79(953"",-47"")",/,/,/,/,-
77,2017.02.04,12629,"N16W90(934"",266"")",α/α,Hax/Hax,0040/0040,01/01,-
78,2017.02.04,12632,"N16W62(827"",315"")",β/β,Cao/Dao,0030/0060,06/06,-
79,2017.02.04,12633,"N15W76(912"",275"")",β/β,Bxo/Bxo,0010/0010,02/03,-
80,2017.02.04,12630,"N16W15(243"",366"")",/,/,/,/,-
81,2017.02.04,12631,"S04W91(970"",-69"")",/,/,/,/,-
82,2017.02.05,12629,"N16W91(934"",264"")",α/α,Hax/Hax,0030/0040,01/01,-
83,2017.02.05,12632,"N16W76(907"",291"")",α/β,Axx/Cao,0010/0030,01/06,-
84,2017.02.05,12630,"N16W29(454"",358"")",/,/,/,/,-
85,2017.02.05,12633,"N15W90(939"",250"")",/β,/Bxo,/0010,/02,-
86,2017.02.06,12632,"N14W88(942"",237"")",α/α,Axx/Axx,0010/0010,01/01,-
87,2017.02.06,12634,"N02E58(-826"",91"")",α/-,Axx/---,0010/----,01/--,-
88,2017.02.06,12630,"N16W43(639"",343"")",/,/,/,/,-
89,2017.02.07,12634,"N05E44(-675"",163"")",β/α,Bxo/Axx,0010/0010,05/01,-
90,2017.02.07,12630,"N16W57(785"",324"")",/,/,/,/,-
91,2017.02.07,12632,"N14W91(942"",231"")",/α,/Axx,/0010,/01,-
92,2017.02.08,12634,"N03E32(-516"",144"")",α/β,Axx/Bxo,0010/0010,01/05,-
93,2017.02.08,12630,"N16W71(884"",301"")",/,/,/,/,-
94,2017.02.09,12630,"N16W85(930"",275"")",/,/,/,/,-
95,2017.02.09,12634,"N03E17(-285"",157"")",/α,/Axx,/0010,/01,-
96,2017.02.10,12635,"N13E01(-16"",327"")",β/-,Dao/---,0070/----,05/--,-
97,2017.02.10,12630,"N16W91(933"",264"")",/,/,/,/,-
98,2017.02.10,12634,"N03E04(-68"",163"")",/,/,/,/,-
99,2017.02.11,12635,"N14W12(196"",342"")",β/β,Dai/Dao,0110/0070,08/05,-
100,2017.02.11,12634,"N03W10(169"",162"")",/,/,/,/,-
101,2017.02.12,12635,"N12W27(433"",301"")",β/β,Dai/Dai,0090/0110,07/08,-
102,2017.02.12,12634,"N03W24(396"",155"")",/,/,/,/,-
103,2017.02.13,12635,"N12W39(599"",288"")",β/β,Dai/Dai,0090/0090,08/07,-
104,2017.02.13,12634,"N03W38(599"",141"")",/,/,/,/,-
105,2017.02.14,12635,"N12W52(750"",270"")",β/β,Cso/Dai,0060/0090,06/08,-
106,2017.02.14,12634,"N03W52(766"",121"")",/,/,/,/,-
107,2017.02.15,12635,"N12W65(862"",248"")",β/β,Cso/Cso,0050/0060,05/06,-
108,2017.02.15,12634,"N03W67(893"",95"")",/,/,/,/,-
109,2017.02.16,12635,"N13W78(925"",240"")",α/β,Hrx/Cso,0020/0050,01/05,-
110,2017.02.16,12636,"N11E41(-627"",271"")",α/-,Axx/---,0010/----,02/--,-
111,2017.02.16,12634,"N03W82(960"",66"")",/,/,/,/,-
112,2017.02.17,12635,"N13W91(945"",214"")",α/α,Axx/Hrx,0000/0020,01/01,-
113,2017.02.17,12636,"N11E28(-448"",286"")",α/α,Hrx/Axx,0010/0010,02/02,-
114,2017.02.17,12634,"N03W91(968"",48"")",/,/,/,/,-
115,2017.02.18,12636,"N11E15(-247"",296"")",β/α,Cro/Hrx,0020/0010,04/02,-
116,2017.02.19,12636,"N11E03(-50"",301"")",β/β,Bxo/Cro,0020/0020,03/04,-
117,2017.02.20,12636,"N11W11(182"",299"")",α/β,Axx/Bxo,0010/0020,01/03,-
118,2017.02.20,12637,"S03E49(-733"",27"")",α/-,Axx/---,0020/----,02/--,-
119,2017.02.21,12637,"S04E35(-556"",30"")",α/α,Axx/Axx,0010/0020,01/02,-
120,2017.02.21,12638,"N18E46(-665"",377"")",β/-,Dao/---,0080/----,04/--,-
121,2017.02.21,12636,"N11W25(403"",290"")",/α,/Axx,/0010,/01,-
122,2017.02.22,12638,"N18E37(-556"",389"")",β/β,Dso/Dao,0140/0080,09/04,-
123,2017.02.22,12636,"N11W39(600"",275"")",/,/,/,/,-
124,2017.02.22,12637,"S04E20(-332"",45"")",/α,/Axx,/0010,/01,-
125,2017.02.23,12638,"N19E23(-359"",419"")",β/β,Dso/Dso,0150/0140,07/09,- / C4.1(13:03)
126,2017.02.23,12636,"N11W53(761"",255"")",/,/,/,/,-
127,2017.02.23,12637,"S04E05(-84"",52"")",/,/,/,/,-
128,2017.02.24,12638,"N18E08(-128"",412"")",βγ/β,Cso/Dso,0150/0150,08/07,C1.1(00:04)/ C1.3(20:36)
129,2017.02.24,12636,"N11W67(876"",230"")",/,/,/,/,-
130,2017.02.24,12637,"S04W10(168"",51"")",/,/,/,/,-
131,2017.02.25,12638,"N18W04(64"",413"")",β/βγ,Cso/Cso,0120/0150,05/08,- / C1.1(00:04)
132,2017.02.25,12639,"S09W46(690"",-67"")",α/-,Hrx/---,0020/----,02/--,-
133,2017.02.25,12636,"N11W81(939"",202"")",/,/,/,/,-
134,2017.02.25,12637,"S04W25(410"",42"")",/,/,/,/,-
135,2017.02.26,12638,"N18W15(239"",409"")",β/β,Cso/Cso,0100/0120,02/05,-
136,2017.02.26,12639,"S08W60(832"",-73"")",β/α,Cro/Hrx,0020/0020,03/02,-
137,2017.02.26,12636,"N11W91(950"",181"")",/,/,/,/,-
138,2017.02.26,12637,"S04W40(623"",25"")",/,/,/,/,-
139,2017.02.27,12638,"N18W28(433"",400"")",α/β,Hsx/Cso,0100/0100,01/02,-
140,2017.02.27,12639,"S08W73(918"",-98"")",β/β,Bxo/Cro,0010/0020,02/03,-
141,2017.02.27,12640,"N11E12(-198"",301"")",β/-,Bxo/---,0010/----,02/--,-
142,2017.02.27,12637,"S04W55(793"",2"")",/,/,/,/,-
143,2017.02.28,12638,"N16W41(612"",354"")",α/α,Hsx/Hsx,0090/0100,01/01,-
144,2017.02.28,12640,"N09W01(16"",271"")",β/β,Bxo/Bxo,0020/0010,04/02,-
145,2017.02.28,12641,"N15E34(-524"",347"")",β/-,Cro/---,0040/----,05/--,-
146,2017.02.28,12637,"S04W70(908"",-25"")",/,/,/,/,-
147,2017.02.28,12639,"S08W86(956"",-125"")",/β,/Bxo,/0010,/02,-
148,2017.03.01,12638,"N16W55(763"",332"")",α/α,Hsx/Hsx,0080/0090,01/01,-
149,2017.03.01,12640,"N08W16(265"",250"")",α/β,Axx/Bxo,0030/0020,02/04,-
150,2017.03.01,12641,"N15E14(-227"",364"")",β/β,Cao/Cro,0100/0040,06/05,-
151,2017.03.01,12637,"S04W85(962"",-56"")",/,/,/,/,-
152,2017.03.01,12639,"S08W91(958"",-135"")",/,/,/,/,-
153,2017.03.02,12638,"N16W67(857"",310"")",α/α,Hsx/Hsx,0080/0080,01/01,-
154,2017.03.02,12640,"N09W30(479"",255"")",α/α,Axx/Axx,0010/0030,02/02,-
155,2017.03.02,12641,"N14E07(-114"",351"")",β/β,Dro/Cao,0060/0100,07/06,-
156,2017.03.02,12642,"N14W01(16"",351"")",β/-,Cro/---,0040/----,05/--,-
157,2017.03.02,12637,"S04W91(964"",-69"")",/,/,/,/,-
158,2017.03.03,12638,"N16W81(918"",282"")",α/α,Hsx/Hsx,0080/0080,01/01,-
159,2017.03.03,12640,"N08W45(679"",219"")",α/α,Axx/Axx,0010/0010,01/02,-
160,2017.03.03,12641,"N15W08(130"",366"")",β/β,Bxo/Dro,0030/0060,07/07,-
161,2017.03.03,12642,"N15W15(242"",363"")",β/β,Bxo/Cro,0020/0040,03/05,-
162,2017.03.04,12638,"N16W91(929"",262"")",α/α,Hsx/Hsx,0080/0080,01/01,-
163,2017.03.04,12641,"N15W22(351"",358"")",β/β,Bxo/Bxo,0010/0030,03/07,-
164,2017.03.04,12642,"N15W29(454"",352"")",β/β,Bxo/Bxo,0010/0020,02/03,-
165,2017.03.04,12640,"N08W59(822"",196"")",/α,/Axx,/0010,/01,-
166,2017.03.05,12640,"N08W73(916"",168"")",/,/,/,/,-
167,2017.03.05,12641,"N15W36(550"",344"")",/β,/Bxo,/0010,/03,-
168,2017.03.05,12642,"N15W43(638"",335"")",/β,/Bxo,/0010,/02,-
169,2017.03.06,12641,"N15W50(717"",324"")",α/,Axx/,0010/,01/,-
170,2017.03.06,12640,"N08W87(955"",139"")",/,/,/,/,-
171,2017.03.06,12642,"N15W57(784"",313"")",/,/,/,/,-
172,2017.03.07,12640,"N08W91(956"",131"")",/,/,/,/,-
173,2017.03.07,12641,"N15W61(817"",305"")",/α,/Axx,/0010,/01,-
174,2017.03.07,12642,"N15W71(883"",286"")",/,/,/,/,-
175,2017.03.08,12641,"N15W75(902"",278"")",/,/,/,/,-
176,2017.03.08,12642,"N15W85(929"",258"")",/,/,/,/,-
177,2017.03.09,12641,"N15W89(932"",249"")",/,/,/,/,-
178,2017.03.09,12642,"N15W91(932"",245"")",/,/,/,/,-
179,2017.03.22,12643,"N09E60(-824"",207"")",α/-,Hrx/---,0020/----,01/--,-
180,2017.03.23,12643,"N08E44(-663"",216"")",α/α,Hsx/Hrx,0030/0020,02/01,-
181,2017.03.24,12643,"N08E30(-478"",232"")",α/α,Hrx/Hsx,0020/0030,02/02,-
182,2017.03.25,12643,"N08E17(-279"",242"")",α/α,Hrx/Hrx,0010/0020,02/02,-
183,2017.03.26,12643,"N08E04(-66"",246"")",α/α,Axx/Hrx,0010/0010,01/02,-
184,2017.03.27,12644,"N12E18(-291"",304"")",β/-,Dao/---,0050/----,10/--,-
185,2017.03.27,12643,"N08W10(165"",244"")",/α,/Axx,/0010,/01,-
186,2017.03.28,12644,"N13E05(-81"",324"")",βγ/β,Dai/Dao,0150/0050,15/10,C1.1(00:19) C1.2(00:16) / -
187,2017.03.28,12645,"S09E47(-696"",-73"")",β/-,Cso/---,0030/----,03/--,C1.0(09:55) C1.1(07:12)C3.2(04:47)C3.1(03:20)C3.1(03:18) / -
188,2017.03.28,12646,"N06W72(909"",134"")",α/-,Hrx/---,0020/----,01/--,-
189,2017.03.28,12643,"N08W24(388"",235"")",/,/,/,/,-
190,2017.03.29,12644,"N12W08(131"",307"")",β/βγ,Dsi/Dai,0240/0150,12/15,-
191,2017.03.29,12645,"S09E32(-504"",-56"")",βγ/β,Dai/Cso,0070/0030,08/03,- / C1.0(09:55) C1.1(07:12)C3.2(04:47)
192,2017.03.29,12646,"N07W86(951"",123"")",α/α,Axx/Hrx,0010/0020,01/01,-
193,2017.03.29,12643,"N08W38(587"",220"")",/,/,/,/,-
194,2017.03.30,12644,"N12W21(337"",300"")",β/β,Eso/Dsi,0220/0240,10/12,-
195,2017.03.30,12645,"S10E17(-277"",-61"")",β/βγ,Dsi/Dai,0180/0070,12/08,-
196,2017.03.30,12646,"N06W91(954"",97"")",α/α,Axx/Axx,0000/0010,01/01,-
197,2017.03.30,12643,"N08W52(751"",200"")",/,/,/,/,-
198,2017.03.31,12644,"N12W35(540"",287"")",β/β,Eso/Eso,0190/0220,03/10,-
199,2017.03.31,12645,"S10E04(-66"",-58"")",β/β,Dki/Dsi,0260/0180,10/12,C1.8(17:28)  / -
200,2017.03.31,12643,"N08W66(869"",177"")",/,/,/,/,-
201,2017.04.01,12644,"N12W49(710"",268"")",β/β,Eao/Eso,0190/0190,04/03,-
202,2017.04.01,12645,"S10W11(181"",-60"")",βγ/β,Ekc/Dki,0380/0260,29/10,- / C1.1(22:54) C1.2(22:40)C1.8(17:28)
203,2017.04.01,12647,"N11W11(180"",287"")",β/-,Bxo/---,0010/----,02/--,-
204,2017.04.01,12643,"N08W80(936"",151"")",/,/,/,/,-
205,2017.04.02,12644,"N12W64(844"",244"")",β/β,Eao/Eao,0200/0190,08/04,C3.0(16:20)M2.3(12:52)M5.4(07:50)C1.2(04:55)/ M4.4(21:35) C3.7(19:30)
206,2017.04.02,12645,"S11W25(399"",-86"")",βγ/βγ,Ekc/Ekc,0520/0380,25/29,C8.0(02:41)  / -
207,2017.04.02,12647,"N11W25(399"",278"")",β/β,Bxo/Bxo,0010/0010,04/02,-
208,2017.04.02,12648,"S03E60(-831"",3"")",β/-,Bxo/---,0010/----,02/--,-
209,2017.04.02,12643,"N08W91(949"",130"")",/,/,/,/,-
210,2017.04.03,12644,"N12W77(914"",221"")",βγ/β,Fkc/Eao,0450/0200,19/08,-
211,2017.04.03,12645,"S10W38(583"",-83"")",βγδ/βγ,Ehc/Ekc,0600/0520,23/25,-
212,2017.04.03,12648,"S03E49(-724"",20"")",β/β,Cro/Bxo,0020/0010,03/02,-
213,2017.04.03,12647,"N11W39(594"",264"")",/β,/Bxo,/0010,/04,-
214,2017.04.04,12644,"N13W91(933"",212"")",βγδ/βγ,Fkc/Fkc,0520/0450,12/19,C2.3(13:31)C1.9(12:12)C2.3(09:46)C3.7(07:02)C1.7(23:43)C2.3(22:51)C1.6(21:13)C5.0(20:07)C2.5(19:06)/ M5.8(14:19) C7.3(13:18)C2.6(12:16)
215,2017.04.04,12645,"S10W52(746"",-101"")",βγδ/βγδ,Ekc/Ehc,0700/0600,35/23,C1.0(16:14)C1.1(06:09)C1.4(00:35)/ C3.4(13:01) C2.6(11:40)C3.9(11:07)
216,2017.04.04,12648,"S03E38(-591"",33"")",β/β,Dro/Cro,0030/0020,06/03,C1.9(01:28)  / -
217,2017.04.04,12649,"N15W70(871"",281"")",β/-,Cro/---,0020/----,04/--,-
218,2017.04.04,12647,"N11W53(753"",244"")",/,/,/,/,-
219,2017.04.05,12644,"N13W91(933"",212"")",β/βγδ,Eao/Fkc,0150/0520,07/12,-
220,2017.04.05,12645,"S10W65(857"",-122"")",βγδ/βγδ,Ekc/Ekc,0680/0700,16/35,-
221,2017.04.05,12648,"S03E25(-406"",44"")",β/β,Cro/Dro,0030/0030,08/06,-
222,2017.04.05,12649,"N14W82(921"",244"")",β/β,Cro/Cro,0030/0020,04/04,-
223,2017.04.05,12647,"N11W67(867"",222"")",/,/,/,/,-
224,2017.04.06,12645,"S10W79(927"",-146"")",βγδ/βγδ,Fkc/Ekc,0500/0680,12/16,C5.5(12:01)C1.1(10:15)/ C1.0(08:37) C1.1(04:51)
225,2017.04.06,12648,"S02E10(-167"",68"")",β/β,Bxo/Cro,0050/0030,05/08,-
226,2017.04.06,12647,"N11W81(929"",197"")",/,/,/,/,-
227,2017.04.06,12649,"N14W91(929"",228"")",/β,/Cro,/0030,/04,-
228,2017.04.07,12645,"S10W91(943"",-167"")",βγ/βγδ,Ekc/Fkc,0380/0500,14/12,C2.7(00:13)/ C5.5(12:01) C1.1(10:15)
229,2017.04.07,12648,"S03W05(83"",52"")",β/β,Bxo/Bxo,0020/0050,04/05,-
230,2017.04.07,12647,"N11W91(939"",179"")",/,/,/,/,-
231,2017.04.08,12645,"S09W91(945"",-150"")",β/βγ,Cao/Ekc,0070/0380,05/14,C1.2(08:47)C1.1(02:55)/ C4.3(19:42) C2.7(00:13)
232,2017.04.08,12648,"S03W16(264"",47"")",α/β,Axx/Bxo,0000/0020,02/04,-
233,2017.04.09,12648,"S03W31(494"",35"")",/α,/Axx,/0000,/02,-
234,2017.04.10,12650,"N08E59(-814"",183"")",β/-,Cro/---,0020/----,03/--,-
235,2017.04.10,12648,"S03W46(689"",18"")",/,/,/,/,-
236,2017.04.11,12650,"N09E44(-658"",218"")",β/β,Cao/Cro,0040/0020,03/03,-
237,2017.04.11,12648,"S03W61(837"",-2"")",/,/,/,/,-
238,2017.04.12,12650,"N11E28(-442"",266"")",β/β,Cao/Cao,0040/0040,02/03,-
239,2017.04.12,12648,"S03W76(927"",-26"")",/,/,/,/,-
240,2017.04.13,12650,"N10E15(-244"",256"")",β/β,Cso/Cao,0020/0040,03/02,-
241,2017.04.13,12648,"S03W91(954"",-51"")",/,/,/,/,-
242,2017.04.14,12650,"N08E02(-33"",226"")",β/β,Cso/Cso,0020/0020,02/03,-
243,2017.04.15,12650,"N08W14(229"",222"")",α/β,Hrx/Cso,0010/0020,01/02,-
244,2017.04.16,12650,"N08W28(445"",212"")",α/α,Axx/Hrx,0010/0010,01/01,-
245,2017.04.17,12650,"N08W42(635"",198"")",/α,/Axx,/0010,/01,-
246,2017.04.18,12650,"N08W56(785"",181"")",/,/,/,/,-
247,2017.04.19,12651,"N12E55(-766"",246"")",βγ/-,Dso/---,0020/----,02/--,-
248,2017.04.19,12650,"N08W70(889"",161"")",/,/,/,/,-
249,2017.04.20,12651,"N13E49(-703"",269"")",β/βγ,Dao/Dso,0110/0020,04/02,-
250,2017.04.20,12650,"N08W80(931"",147"")",/,/,/,/,-
251,2017.04.21,12651,"N12E35(-537"",265"")",β/β,Dao/Dao,0130/0110,05/04,-
252,2017.04.21,12652,"N13E51(-724"",266"")",α/-,Hrx/---,0010/----,01/--,-
253,2017.04.21,12650,"N08W91(944"",130"")",/,/,/,/,-
254,2017.04.22,12651,"N12E18(-289"",275"")",β/β,Cao/Dao,0130/0130,07/05,-
255,2017.04.22,12652,"N13E33(-508"",282"")",α/α,Hrx/Hrx,0010/0010,01/01,-
256,2017.04.22,12653,"S09E64(-848"",-113"")",α/-,Hax/---,0040/----,01/--,-
257,2017.04.23,12651,"N12E05(-81"",277"")",β/β,Cao/Cao,0140/0130,07/07,-
258,2017.04.23,12653,"S09E45(-668"",-92"")",α/α,Hax/Hax,0100/0040,02/01,-
259,2017.04.23,12652,"N13E19(-303"",289"")",/α,/Hrx,/0010,/01,-
260,2017.04.24,12651,"N12W05(81"",276"")",β/β,Cso/Cao,0150/0140,08/07,-
261,2017.04.24,12652,"N14E08(-129"",307"")",β/,Bxo/,0010/,03/,-
262,2017.04.24,12653,"S09E36(-555"",-85"")",α/α,Hax/Hax,0100/0100,02/02,-
263,2017.04.25,12651,"N11W21(336"",253"")",α/β,Hax/Cso,0110/0150,06/08,-
264,2017.04.25,12652,"N13W11(177"",289"")",β/β,Bxo/Bxo,0010/0010,03/03,-
265,2017.04.25,12653,"S08E22(-355"",-61"")",α/α,Hax/Hax,0090/0100,02/02,-
266,2017.04.26,12651,"N11W35(538"",243"")",α/α,Hsx/Hax,0080/0110,03/06,-
267,2017.04.26,12652,"N13W25(393"",281"")",α/β,Axx/Bxo,0010/0010,01/03,-
268,2017.04.26,12653,"S11E09(-146"",-107"")",α/α,Hax/Hax,0060/0090,02/02,-
269,2017.04.27,12651,"N11W47(685"",231"")",α/α,Hsx/Hsx,0080/0080,02/03,-
270,2017.04.27,12652,"N14W38(570"",287"")",α/α,Axx/Axx,0010/0010,03/01,-
271,2017.04.27,12653,"S09W04(65"",-75"")",α/α,Hsx/Hax,0050/0060,01/02,-
272,2017.04.28,12651,"N10W62(829"",198"")",α/α,Hsx/Hsx,0070/0080,02/02,-
273,2017.04.28,12653,"S09W18(291"",-80"")",α/α,Hax/Hsx,0040/0050,01/01,-
274,2017.04.28,12652,"N14W52(730"",273"")",/α,/Axx,/0010,/03,-
275,2017.04.29,12651,"N12W75(900"",215"")",α/α,Hsx/Hsx,0060/0070,02/02,-
276,2017.04.29,12653,"S09W32(500"",-89"")",α/α,Hsx/Hax,0030/0040,01/01,-
277,2017.04.29,12654,"N10E40(-604"",219"")",α/-,Axx/---,0010/----,02/--,-
278,2017.04.29,12652,"N14W66(845"",258"")",/,/,/,/,-
279,2017.04.30,12651,"N12W88(930"",199"")",α/α,Hsx/Hsx,0040/0060,02/02,-
280,2017.04.30,12653,"S09W45(666"",-100"")",α/α,Hsx/Hsx,0030/0030,01/01,-
281,2017.04.30,12654,"N11E26(-411"",243"")",α/α,Axx/Axx,0010/0010,01/02,-
282,2017.04.30,12652,"N14W80(910"",241"")",/,/,/,/,-
283,2017.05.01,12651,"N13W91(926"",212"")",α/α,Hsx/Hsx,0030/0040,01/02,-
284,2017.05.01,12653,"S09W58(799"",-113"")",α/α,Hrx/Hsx,0020/0030,01/01,-
285,2017.05.01,12654,"N11E13(-211"",247"")",α/α,Axx/Axx,0010/0010,01/01,-
286,2017.05.01,12652,"N14W91(923"",228"")",/,/,/,/,-
287,2017.05.02,12653,"S08W73(902"",-113"")",α/α,Hrx/Hrx,0020/0020,01/01,-
288,2017.05.02,12654,"N11W03(49"",246"")",/α,/Axx,/0010,/01,-
