,Date,NOAA Number,Latest Position,Hale Class,McIntosh Class,Sunspot Area [millionths],Number of Spots,Recent Flares
289,2017.05.03,12653,"S08W87(940"",-128"")",α/α,Axx/Hrx,0010/0020,01/01,-
290,2017.05.03,12654,"N11W13(210"",243"")",β/,Dao/,0060/,04/,-
291,2017.05.04,12654,"N12W26(409"",253"")",β/β,Dso/Dao,0070/0060,05/04,-
292,2017.05.04,12653,"S08W91(941"",-133"")",/α,/Axx,/0010,/01,-
293,2017.05.05,12654,"N11W39(589"",228"")",β/β,Dso/Dso,0080/0070,05/05,-
294,2017.05.05,12655,"N13E23(-363"",268"")",β/-,Bxo/---,0010/----,04/--,-
295,2017.05.06,12654,"N11W52(737"",217"")",β/β,Cso/Dso,0040/0080,05/05,-
296,2017.05.06,12655,"N14E11(-176"",286"")",β/β,Dro/Bxo,0030/0010,06/04,-
297,2017.05.07,12654,"N11W67(860"",203"")",α/β,Hsx/Cso,0030/0040,01/05,-
298,2017.05.07,12655,"N13W03(48"",270"")",β/β,Cro/Dro,0020/0030,05/06,-
299,2017.05.08,12654,"N11W80(919"",190"")",α/α,Hsx/Hsx,0020/0030,01/01,-
300,2017.05.08,12655,"N14W18(286"",281"")",β/β,Bxo/Cro,0010/0020,02/05,-
301,2017.05.09,12654,"N11W91(932"",179"")",α/α,Axx/Hsx,0020/0020,01/01,-
302,2017.05.09,12655,"N16W31(471"",306"")",/β,/Bxo,/0010,/02,-
303,2017.05.10,12655,"N16W45(647"",297"")",/,/,/,/,-
304,2017.05.11,12655,"N16W59(783"",286"")",/,/,/,/,-
305,2017.05.12,12655,"N16W73(873"",275"")",/,/,/,/,-
306,2017.05.13,12655,"N16W87(911"",263"")",/,/,/,/,-
307,2017.05.14,12655,"N16W91(911"",260"")",/,/,/,/,-
308,2017.05.17,12656,"N12E48(-691"",222"")",α/-,Hrx/---,0030/----,01/--,-
309,2017.05.17,12657,"N07E07(-115"",154"")",α/-,Axx/---,0010/----,02/--,-
310,2017.05.18,12656,"N11E36(-548"",210"")",β/α,Cso/Hrx,0030/0030,03/01,-
311,2017.05.18,12657,"N07W08(131"",152"")",/α,/Axx,/0010,/02,-
312,2017.05.19,12656,"N12E22(-348"",229"")",α/β,Hax/Cso,0020/0030,01/03,-
313,2017.05.19,12658,"S08E24(-383"",-100"")",β/-,Bxo/---,0010/----,03/--,-
314,2017.05.19,12657,"N07W22(353"",147"")",/,/,/,/,-
315,2017.05.20,12656,"N12E08(-129"",229"")",α/α,Hax/Hax,0020/0020,01/01,-
316,2017.05.20,12658,"S08E10(-163"",-100"")",β/β,Bxo/Bxo,0010/0010,03/03,-
317,2017.05.20,12657,"N07W36(554"",142"")",/,/,/,/,-
318,2017.05.21,12656,"N11W06(97"",211"")",α/α,Hax/Hax,0020/0020,01/01,-
319,2017.05.21,12658,"S07W05(82"",-85"")",α/β,Hrx/Bxo,0010/0010,01/03,-
320,2017.05.21,12657,"N07W50(722"",135"")",/,/,/,/,-
321,2017.05.22,12656,"N11W20(319"",208"")",α/α,Hax/Hax,0020/0020,01/01,-
322,2017.05.22,12658,"S07W19(307"",-88"")",α/α,Hrx/Hrx,0010/0010,01/01,-
323,2017.05.22,12659,"N14E12(-191"",257"")",β/-,Dao/---,0040/----,03/--,-
324,2017.05.22,12657,"N07W64(846"",128"")",/,/,/,/,-
325,2017.05.23,12656,"N11W30(466"",204"")",α/α,Axx/Hax,0010/0020,01/01,-
326,2017.05.23,12658,"S08W32(498"",-109"")",α/α,Hsx/Hrx,0010/0010,02/01,-
327,2017.05.23,12659,"N14W03(48"",256"")",β/β,Cro/Dao,0020/0040,02/03,-
328,2017.05.23,12660,"S11W29(452"",-158"")",β/-,Cro/---,0012/----,10/--,-
329,2017.05.23,12657,"N07W79(923"",120"")",/,/,/,/,-
330,2017.05.24,12656,"N11W42(623"",199"")",α/α,Axx/Axx,0010/0010,01/01,-
331,2017.05.24,12658,"S07W49(711"",-99"")",α/α,Axx/Hsx,0010/0010,01/02,-
332,2017.05.24,12659,"N13W20(316"",236"")",α/β,Hrx/Cro,0020/0020,02/02,-
333,2017.05.24,12660,"S11W40(599"",-162"")",β/β,Bxo/Cro,0010/0012,03/10,-
334,2017.05.24,12657,"N07W91(939"",114"")",/,/,/,/,-
335,2017.05.25,12659,"N12W32(492"",216"")",β/α,Cro/Hrx,0030/0020,05/02,-
336,2017.05.25,12656,"N11W55(763"",193"")",/α,/Axx,/0010,/01,-
337,2017.05.25,12658,"S07W64(846"",-105"")",/α,/Axx,/0010,/01,-
338,2017.05.25,12660,"S11W54(753"",-167"")",/β,/Bxo,/0010,/03,-
339,2017.05.26,12659,"N13W46(665"",227"")",β/β,Dsi/Cro,0080/0030,09/05,-
340,2017.05.26,12656,"N11W69(868"",188"")",/,/,/,/,-
341,2017.05.26,12658,"S07W79(922"",-111"")",/,/,/,/,-
342,2017.05.26,12660,"S11W68(862"",-173"")",/,/,/,/,-
343,2017.05.27,12659,"N14W59(788"",238"")",β/β,Dai/Dsi,0170/0080,12/09,-
344,2017.05.27,12656,"N11W83(922"",182"")",/,/,/,/,-
345,2017.05.27,12658,"S07W91(939"",-115"")",/,/,/,/,-
346,2017.05.27,12660,"S11W82(920"",-178"")",/,/,/,/,-
347,2017.05.28,12659,"N13W71(872"",218"")",β/β,Dai/Dai,0180/0170,11/12,-
348,2017.05.28,12656,"N11W91(928"",180"")",/,/,/,/,-
349,2017.05.28,12660,"S11W91(928"",-180"")",/,/,/,/,-
350,2017.05.29,12659,"N13W84(917"",214"")",β/β,Dao/Dai,0220/0180,10/11,-
351,2017.05.29,12660,"S11W91(928"",-180"")",/,/,/,/,-
352,2017.05.30,12659,"N13W91(921"",212"")",β/β,Dso/Dao,0180/0220,06/10,-
353,2017.06.01,12661,"N06E65(-853"",102"")",α/-,Hrx/---,0030/----,01/--,C1.0(20:22) C1.4(17:56)C1.0(17:34)C2.5(09:22)C1.4(06:52)C6.6(01:12) / -
354,2017.06.02,12661,"N05E50(-723"",87"")",β/α,Cai/Hrx,0060/0030,08/01,C8.0(17:50)C1.2(12:15)C1.1(01:42)/ C3.0(21:32) C3.0(21:31)C1.0(20:22)C1.4(17:56)C1.0(17:34)C2.5(09:22)C1.4(06:53)C1.4(06:52)
355,2017.06.03,12661,"N06E40(-606"",103"")",β/β,Dao/Cai,0200/0060,09/08,C2.5(14:47)C2.1(09:37)/ C8.0(17:50) C1.1(01:42)
356,2017.06.04,12661,"N06E25(-398"",102"")",βγ/β,Eao/Dao,0180/0200,12/09,- / C2.5(19:21) C2.5(14:47)C2.1(09:37)
357,2017.06.05,12661,"N06E12(-196"",100"")",β/βγ,Eao/Eao,0130/0180,13/12,C2.7(05:14)  / -
358,2017.06.06,12661,"N06W01(16"",98"")",βδ/β,Eao/Eao,0170/0130,12/13,-
359,2017.06.07,12661,"N06W15(244"",96"")",β/βδ,Cao/Eao,0130/0170,08/12,C1.3(02:12)  / -
360,2017.06.08,12661,"N07W25(397"",111"")",α/β,Hax/Cao,0040/0130,03/08,- / C1.3(02:12)
361,2017.06.09,12661,"N07W36(553"",110"")",α/α,Axx/Hax,0010/0040,02/03,-
362,2017.06.10,12661,"N07W51(730"",109"")",/α,/Axx,/0010,/02,-
363,2017.06.11,12661,"N07W66(857"",110"")",/,/,/,/,-
364,2017.06.12,12661,"N07W81(926"",113"")",/,/,/,/,-
365,2017.06.13,12661,"N07W91(936"",115"")",/,/,/,/,-
366,2017.06.14,12662,"N12E56(-767"",187"")",α/-,Hsx/---,0170/----,01/--,-
367,2017.06.15,12662,"N12E41(-607"",183"")",α/α,Hsx/Hsx,0160/0170,01/01,-
368,2017.06.16,12662,"N12E28(-435"",179"")",α/α,Hsx/Hsx,0100/0160,01/01,-
369,2017.06.16,12663,"N14W14(222"",209"")",βγ/-,Dso/---,0050/----,07/--,-
370,2017.06.17,12662,"N12E14(-224"",175"")",α/α,Hsx/Hsx,0050/0100,01/01,-
371,2017.06.17,12663,"N13W28(433"",193"")",β/βγ,Dso/Dso,0090/0050,07/07,-
372,2017.06.18,12662,"N11E01(-16"",156"")",α/α,Hsx/Hsx,0070/0050,01/01,-
373,2017.06.18,12663,"N12W42(619"",178"")",β/β,Dso/Dso,0100/0090,07/07,-
374,2017.06.19,12662,"N12W12(192"",171"")",α/α,Hsx/Hsx,0080/0070,01/01,-
375,2017.06.19,12663,"N12W55(758"",181"")",β/β,Dso/Dso,0080/0100,06/07,-
376,2017.06.20,12662,"N12W26(406"",171"")",α/α,Hsx/Hsx,0080/0080,02/01,-
377,2017.06.20,12663,"N13W69(859"",202"")",β/β,Cso/Dso,0060/0080,04/06,-
378,2017.06.21,12662,"N12W39(582"",173"")",α/α,Hsx/Hsx,0050/0080,02/02,-
379,2017.06.21,12663,"N14W86(913"",226"")",α/β,Hsx/Cso,0040/0060,01/04,-
380,2017.06.21,12664,"N18E58(-762"",276"")",β/-,Cso/---,0080/----,01/--,-
381,2017.06.22,12662,"N13W52(726"",193"")",α/α,Hsx/Hsx,0040/0050,03/02,-
382,2017.06.22,12663,"N14W91(915"",228"")",α/α,Hsx/Hsx,0030/0040,01/01,-
383,2017.06.22,12664,"N17E46(-651"",255"")",α/β,Hsx/Cso,0050/0080,01/01,-
384,2017.06.23,12662,"N13W65(834"",198"")",α/α,Hsx/Hsx,0030/0040,02/03,-
385,2017.06.23,12664,"N17E33(-493"",249"")",α/α,Hsx/Hsx,0050/0050,01/01,-
386,2017.06.24,12662,"N13W79(903"",205"")",α/α,Hrx/Hsx,0020/0030,01/02,-
387,2017.06.24,12664,"N18E21(-322"",260"")",α/α,Hsx/Hsx,0070/0050,01/01,-
388,2017.06.25,12662,"N13W91(919"",212"")",α/α,Axx/Hrx,0010/0020,01/01,-
389,2017.06.25,12664,"N18E07(-109"",256"")",β/α,Cso/Hsx,0070/0070,07/01,-
390,2017.06.26,12664,"N18W07(109"",254"")",β/β,Cso/Cso,0090/0070,10/07,-
391,2017.06.27,12664,"N18W21(322"",255"")",βγ/β,Dsi/Cso,0090/0090,09/10,-
392,2017.06.28,12664,"N18W33(490"",257"")",β/βγ,Dsi/Dsi,0100/0090,07/09,-
393,2017.06.29,12664,"N18W47(658"",262"")",β/β,Cso/Dsi,0060/0100,03/07,-
394,2017.06.30,12664,"N18W60(778"",269"")",β/β,Cso/Cso,0050/0060,02/03,-
395,2017.07.01,12664,"N17W72(859"",261"")",α/β,Hsx/Cso,0050/0050,01/02,-
396,2017.07.02,12664,"N18W85(894"",286"")",α/α,Hsx/Hsx,0020/0050,01/01,-
397,2017.07.03,12664,"N18W91(896"",291"")",α/α,Hsx/Hsx,0020/0020,01/01,-
398,2017.07.06,12665,"S05E64(-846"",-107"")",α/-,Hsx/---,0070/----,01/--,-
399,2017.07.07,12665,"S06E50(-720"",-136"")",β/α,Dao/Hsx,0140/0070,06/01,C1.0(13:37)  / -
400,2017.07.08,12665,"S06E38(-579"",-146"")",β/β,Ekc/Dao,0310/0140,15/06,- / C1.0(13:37)
401,2017.07.09,12665,"S06E24(-383"",-156"")",β/β,Ekc/Ekc,0480/0310,14/15,C5.3(11:44)C4.0(08:55)C1.2(07:28)C1.6(06:15)M1.3(03:09)/ C3.4(23:50)
402,2017.07.10,12665,"S06E10(-163"",-162"")",βγ/β,Ekc/Ekc,0710/0480,21/14,C1.5(00:00)/ C5.3(11:44) C4.0(08:55)C1.2(07:28)C1.6(06:15)
403,2017.07.11,12665,"S06W03(49"",-164"")",βγ/βγ,Ekc/Ekc,0690/0710,22/21,C1.2(20:18)/ C1.5(00:00)
404,2017.07.12,12665,"S06W17(275"",-163"")",βγ/βγ,Ekc/Ekc,0620/0690,17/22,- / C1.2(20:18)
405,2017.07.13,12665,"S06W31(485"",-158"")",β/βγ,Ehi/Ekc,0570/0620,17/17,-
406,2017.07.13,12666,"N13W20(315"",148"")",β/-,Cro/---,0020/----,06/--,-
407,2017.07.14,12665,"S07W44(652"",-165"")",β/β,Ehi/Ehi,0440/0570,26/17,C1.4(19:18)M2.4(01:07) C1.4(00:12) / -
408,2017.07.14,12666,"N13W34(515"",154"")",β/β,Cro/Cro,0030/0020,09/06,-
409,2017.07.15,12665,"S06W57(788"",-138"")",β/β,Ekc/Ehi,0460/0440,18/26,C5.8(19:26)C1.1(16:22)C1.4(10:50)C1.0(03:46)C1.7(00:20)C1.4(19:18)/ M2.4(01:07) C1.4(00:12)
410,2017.07.15,12666,"N12W46(665"",146"")",β/β,Bxo/Cro,0020/0030,09/09,-
411,2017.07.15,12667,"N12W91(922"",196"")",α/-,Axx/---,0010/----,01/--,-
412,2017.07.16,12665,"S05W71(890"",-106"")",β/β,Dki/Ekc,0380/0460,12/18,C1.2(17:54)C1.5(10:53)C1.3(10:32)C1.1(07:23)C3.1(01:58)/ C5.8(19:26) C1.1(16:22)C1.4(10:50)C1.0(03:46)
413,2017.07.16,12666,"N13W61(805"",176"")",α/β,Axx/Bxo,0010/0020,02/09,-
414,2017.07.16,12667,"N12W91(922"",196"")",/α,/Axx,/0010,/01,-
415,2017.07.17,12665,"S06W84(933"",-106"")",β/β,Dko/Dki,0340/0380,05/12,C2.3(03:24)/ C1.2(17:54) C1.5(10:53)C1.3(10:32)C1.1(07:23)
416,2017.07.17,12666,"N15W70(857"",218"")",α/α,Axx/Axx,0010/0010,01/02,-
417,2017.07.18,12665,"S06W91(938"",-96"")",β/β,Cho/Dko,0450/0340,03/05,C1.7(08:20)C1.3(06:21)C1.3(05:32)C2.1(00:31)/ C1.2(17:09) C2.3(03:24)
418,2017.07.18,12666,"N15W84(906"",235"")",/α,/Axx,/0010,/01,-
419,2017.07.19,12666,"N15W91(911"",244"")",/,/,/,/,-
420,2017.07.26,12668,"N03W42(633"",-16"")",α/-,Axx/---,0010/----,02/--,-
421,2017.07.27,12668,"N03W55(774"",-2"")",/α,/Axx,/0010,/02,-
422,2017.07.28,12668,"N03W70(887"",18"")",/,/,/,/,-
423,2017.07.29,12668,"N03W85(940"",41"")",/,/,/,/,-
424,2017.07.30,12669,"N18W39(567"",221"")",β/-,Bxo/---,0005/----,02/--,-
425,2017.07.30,12668,"N03W91(943"",50"")",/,/,/,/,-
426,2017.07.31,12669,"N18W51(700"",234"")",α/β,Axx/Bxo,0010/0005,01/02,-
427,2017.08.01,12669,"N18W65(816"",252"")",/α,/Axx,/0010,/01,-
428,2017.08.02,12669,"N18W79(883"",273"")",/,/,/,/,-
429,2017.08.03,12670,"S05E44(-656"",-153"")",β/-,Cso/---,0160/----,02/--,-
430,2017.08.03,12669,"N18W91(898"",292"")",/,/,/,/,-
431,2017.08.04,12670,"S05E31(-486"",-167"")",α/β,Hsx/Cso,0150/0160,03/02,-
432,2017.08.05,12670,"S04E18(-292"",-161"")",α/α,Hsx/Hsx,0150/0150,03/03,-
433,2017.08.06,12670,"S06E06(-98"",-199"")",α/α,Hsx/Hsx,0150/0150,03/03,-
434,2017.08.07,12670,"S05W10(164"",-183"")",α/α,Hsx/Hsx,0140/0150,03/03,-
435,2017.08.08,12670,"S06W23(369"",-194"")",α/α,Hsx/Hsx,0140/0140,01/03,-
436,2017.08.09,12670,"S05W35(542"",-168"")",α/α,Hsx/Hsx,0140/0140,01/01,-
437,2017.08.10,12670,"S06W47(690"",-170"")",α/α,Hsx/Hsx,0130/0140,01/01,-
438,2017.08.11,12670,"S07W61(823"",-166"")",α/α,Hsx/Hsx,0110/0130,01/01,-
439,2017.08.12,12670,"S07W73(899"",-146"")",α/α,Hsx/Hsx,0110/0110,01/01,-
440,2017.08.13,12670,"S07W86(937"",-122"")",α/α,Hsx/Hsx,0100/0110,01/01,-
441,2017.08.14,12670,"S07W91(939"",-112"")",α/α,Hsx/Hsx,0110/0100,01/01,-
442,2017.08.15,12671,"N11E59(-798"",124"")",α/-,Hax/---,0070/----,02/--,C1.1(12:20) C1.0(02:08) / -
443,2017.08.16,12671,"N10E47(-684"",89"")",β/α,Eai/Hax,0170/0070,11/02,- / C1.1(12:20)
444,2017.08.17,12671,"N11E35(-535"",89"")",βγδ/β,Ehc/Eai,0380/0170,20/11,-
445,2017.08.18,12671,"N11E20(-319"",76"")",βγ/βγδ,Fkc/Ehc,0280/0380,20/20,C2.9(21:01)  / -
446,2017.08.19,12671,"N11E08(-130"",69"")",βγ/βγ,Fkc/Fkc,0410/0280,31/20,C7.0(20:54)C1.0(12:04)/ C2.9(21:01)
447,2017.08.20,12671,"N12W06(97"",85"")",βγ/βγ,Fkc/Fkc,0360/0410,23/31,C2.9(07:45)C1.8(04:22)/ C7.0(20:54) C1.0(12:04)
448,2017.08.21,12671,"N12W20(318"",90"")",βγ/βγ,Fkc/Fkc,0410/0360,20/23,C1.5(21:47)C1.5(20:12)/ C2.9(07:45) C1.8(04:22)
449,2017.08.21,12672,"N05E61(-827"",26"")",β/-,Dao/---,0120/----,04/--,C3.0(17:39) C5.9(03:05) / -
450,2017.08.22,12671,"N11W30(467"",82"")",βγ/βγ,Fkc/Fkc,0430/0410,18/20,C1.9(17:42)/ C1.5(21:47) C1.5(20:12)
451,2017.08.22,12672,"N07E49(-712"",39"")",β/β,Dao/Dao,0160/0120,05/04,- / C3.0(17:39) C5.9(03:05)
452,2017.08.23,12671,"N10W43(639"",80"")",βγ/βγ,Fsi/Fkc,0250/0430,18/18,C1.9(17:43)C1.6(06:24)/ C1.9(19:32) C1.9(17:42)C1.0(11:09)
453,2017.08.23,12672,"N08E35(-540"",37"")",β/β,Dao/Dao,0270/0160,10/05,C2.2(13:24)  / -
454,2017.08.24,12671,"N11W57(782"",117"")",βγ/βγ,Fsi/Fsi,0220/0250,12/18,C1.6(01:19)C3.0(00:30)/ C1.9(17:43) C1.6(06:24)
455,2017.08.24,12672,"N08E22(-353"",24"")",βγ/β,Esi/Dao,0240/0270,08/10,- / C1.2(19:10) C2.2(13:24)
456,2017.08.25,12671,"N11W68(865"",137"")",βγ/βγ,Fsi/Fsi,0200/0220,11/12,- / C1.6(01:19) C3.0(00:30)
457,2017.08.25,12672,"N07E09(-147"",0"")",βγ/βγ,Esi/Esi,0240/0240,12/08,-
458,2017.08.26,12671,"N13W80(911"",192"")",βγ/βγ,Fai/Fsi,0140/0200,07/11,-
459,2017.08.26,12672,"N07W05(82"",0"")",βγ/βγ,Eai/Esi,0140/0240,12/12,-
460,2017.08.27,12671,"N14W91(920"",229"")",βγ/βγ,Fai/Fai,0120/0140,05/07,C6.3(15:11)  / -
461,2017.08.27,12672,"N07W19(308"",4"")",βγ/βγ,Eai/Eai,0130/0140,10/12,-
462,2017.08.28,12671,"N13W91(925"",213"")",β/βγ,Cao/Fai,0070/0120,05/05,- / C6.3(15:11)
463,2017.08.28,12672,"N07W32(501"",15"")",β/βγ,Eso/Eai,0150/0130,12/10,-
464,2017.08.29,12672,"N08W46(678"",49"")",β/β,Cso/Eso,0100/0150,07/12,-
465,2017.08.30,12672,"N06W62(835"",43"")",β/β,Cso/Cso,0060/0100,03/07,-
466,2017.08.30,12673,"S08E50(-722"",-207"")",α/-,Hsx/---,0070/----,01/--,-
467,2017.08.30,12674,"N11E58(-792"",118"")",β/-,Dko/---,0260/----,01/--,C5.2(18:38) C1.3(08:31)C1.1(04:05) / -
468,2017.08.31,12672,"N06W75(913"",68"")",β/β,Dso/Cso,0070/0060,06/03,-
469,2017.08.31,12673,"S08E36(-555"",-227"")",α/α,Hsx/Hsx,0070/0070,01/01,-
470,2017.08.31,12674,"N14E52(-728"",157"")",β/β,Eko/Dko,0490/0260,05/01,-
471,2017.09.01,12672,"N07W82(934"",98"")",β/β,Dao/Dso,0070/0070,04/06,-
472,2017.09.01,12673,"S08E24(-384"",-240"")",α/α,Hsx/Hsx,0080/0070,01/01,-
473,2017.09.01,12674,"N13E41(-609"",124"")",β/β,Eho/Eko,0770/0490,10/05,C2.0(15:31)  / -
474,2017.09.01,12675,"S07W36(556"",-211"")",β/-,Dro/---,0030/----,04/--,-
475,2017.09.02,12672,"N08W91(941"",133"")",β/β,Dao/Dao,0060/0070,02/04,-
476,2017.09.02,12673,"S08E11(-180"",-248"")",α/α,Hsx/Hsx,0080/0080,01/01,-
477,2017.09.02,12674,"N13E26(-407"",108"")",βγ/β,Fhi/Eho,0770/0770,15/10,-
478,2017.09.02,12675,"S08W49(712"",-209"")",β/β,Cro/Dro,0030/0030,04/04,-
479,2017.09.03,12673,"S10W03(49"",-282"")",β/α,Cso/Hsx,0060/0080,04/01,-
480,2017.09.03,12674,"N14E13(-208"",115"")",βγ/βγ,Fhc/Fhi,0810/0770,18/15,C1.0(04:18)/ C1.0(03:02) C1.1(02:22)
481,2017.09.03,12675,"S08W63(840"",-185"")",β/β,Cro/Cro,0030/0030,04/04,-
482,2017.09.03,12676,"S10W48(697"",-243"")",β/-,Bxo/---,0020/----,05/--,-
483,2017.09.04,12673,"S10W14(227"",-279"")",βγ/β,Dsc/Cso,0130/0060,12/04,M1.5(15:11)C8.3(12:12)C8.4(11:49)C2.4(11:33)C2.9(08:08)M1.2(05:36)C1.8(04:05)C1.2(03:33)/ C1.1(20:45)
484,2017.09.04,12674,"N14W00(0"",112"")",β/βγ,Fhc/Fhc,0930/0810,21/18,- / C1.0(04:18)
485,2017.09.04,12675,"S07W75(912"",-145"")",β/β,Cro/Cro,0050/0030,05/04,-
486,2017.09.04,12676,"S11W63(833"",-233"")",β/β,Bxo/Bxo,0020/0020,06/05,-
487,2017.09.04,12677,"N19E53(-720"",239"")",α/-,Axx/---,0010/----,02/--,-
488,2017.09.05,12673,"S08W28(444"",-237"")",βγδ/βγ,Dkc/Dsc,0680/0130,28/12,C3.7(16:14)C6.9(13:26)C2.2(12:30)C5.4(10:13)M3.2(04:33)M1.0(03:42)M4.2(01:03)C9.8(00:30)/ M2.1(22:10) M5.5(20:28)M1.5(19:59)M1.7(18:46)M1.0(18:05)C6.0(17:20)C4.1(16:29)M1.5(15:11)C8.3(12:12)C8.4(11:49)C2.4(11:33)
489,2017.09.05,12674,"N14W13(208"",115"")",β/β,Fhi/Fhc,0740/0930,34/21,-
490,2017.09.05,12675,"S02W88(950"",-37"")",β/β,Bxo/Cro,0010/0050,04/05,-
491,2017.09.05,12676,"S09W77(916"",-174"")",β/β,Cro/Bxo,0030/0020,04/06,-
492,2017.09.05,12677,"N19E40(-580"",221"")",α/α,Axx/Axx,0010/0010,02/02,-
493,2017.09.06,12673,"S09W42(630"",-236"")",βγδ/βγδ,Dkc/Dkc,0880/0680,33/28,X9.3(11:53)X2.2(08:57)C2.7(07:29)C1.5(20:00)/ M2.3(17:37) C4.6(17:11)C3.7(16:14)C6.9(13:26)C2.2(12:30)C5.4(10:13)M3.2(04:33)M1.0(03:42)M4.2(01:03)C9.8(00:30)
494,2017.09.06,12674,"N14W26(406"",124"")",β/β,Fhi/Fhi,0680/0740,23/34,-
495,2017.09.06,12675,"S07W91(944"",-112"")",β/β,Bxo/Bxo,0010/0010,01/04,-
496,2017.09.06,12676,"S09W88(939"",-151"")",β/β,Bxo/Cro,0030/0030,02/04,-
497,2017.09.06,12677,"N18E28(-426"",191"")",α/α,Axx/Axx,0020/0010,01/02,-
498,2017.09.06,12678,"N11E33(-510"",81"")",β/-,Bxo/---,0010/----,02/--,C1.6(06:17)  / -
499,2017.09.07,12673,"S09W57(790"",-212"")",βγδ/βγδ,Ekc/Dkc,0960/0880,24/33,X1.3(14:20)C3.0(12:00)M7.3(10:11)M1.4(09:49)C2.3(09:16)C8.2(06:19)M2.4(04:59)M1.2(23:33)M1.4(19:21)M2.5(15:51)/ X9.3(11:53) X2.2(08:57)C2.7(07:29)
500,2017.09.07,12674,"N14W40(595"",139"")",β/β,Fki/Fhi,0680/0680,10/23,-
501,2017.09.07,12677,"N18E14(-219"",181"")",α/α,Axx/Axx,0010/0020,01/01,-
502,2017.09.07,12678,"N11E19(-305"",68"")",β/β,Cso/Bxo,0040/0010,04/02,- / C1.6(06:17)
503,2017.09.07,12676,"S09W91(939"",-145"")",/β,/Bxo,/0030,/02,-
504,2017.09.08,12673,"S09W70(884"",-188"")",βγδ/βγδ,Ekc/Ekc,1000/0960,21/24,M2.9(15:09)C1.7(11:21)C1.6(10:45)C1.3(09:36)M8.1(07:40)C6.0(07:04)C8.3(05:31)M1.2(03:39)C1.4(03:30)M1.3(02:19)C1.2(02:10)C5.3(01:36)/ M3.9(23:50) C2.7(22:57)C5.4(21:24)C2.5(20:54)C4.5(18:40)C5.2(18:04)
505,2017.09.08,12674,"N14W53(739"",158"")",β/β,Fko/Fki,0600/0680,13/10,-
506,2017.09.08,12677,"N17E01(-15"",161"")",β/α,Bxo/Axx,0010/0010,03/01,-
507,2017.09.08,12678,"N11E06(-98"",63"")",α/β,Hax/Cso,0040/0040,03/04,C2.9(06:24)  / -
508,2017.09.08,12679,"N14W39(583"",138"")",β/-,Bxo/---,0010/----,04/--,-
509,2017.09.09,12673,"S09W82(931"",-164"")",βγδ/βγδ,Dkc/Ekc,1060/1000,19/21,M3.7(10:50)C1.5(07:17)C1.7(06:51)C1.4(06:23)M1.1(04:14)C4.2(03:57)C6.3(03:02)C1.0(00:36)/ M2.1(23:33) C2.0(23:16)C2.4(22:18)C1.7(20:10)C1.7(18:15)M2.9(15:09)C1.2(12:29)C5.9(12:09)C1.7(11:21)C1.6(10:45)C1.3(09:36)M8.1(07:40)
510,2017.09.09,12674,"N13W66(849"",165"")",β/β,Fko/Fko,0650/0600,09/13,-
511,2017.09.09,12677,"N17W13(205"",164"")",α/β,Axx/Bxo,0010/0010,03/03,-
512,2017.09.09,12678,"N11W07(114"",63"")",β/α,Cro/Hax,0030/0040,05/03,-
513,2017.09.09,12679,"N15W53(736"",175"")",β/β,Bxo/Bxo,0010/0010,03/04,-
514,2017.09.10,12673,"S09W91(940"",-145"")",βγδ/βγδ,Dkc/Dkc,0530/1060,08/19,X8.2(15:35)C1.6(14:19)C1.9(12:38)C1.3(10:31)C2.9(09:02)C9.0(02:40)/ M1.2(22:04) C4.7(21:00)C1.8(19:09)C1.7(16:20)C1.4(14:49)M3.7(10:50)C1.5(07:17)C1.7(06:51)C1.4(06:23)M1.1(04:14)C4.2(03:57)C6.3(03:02)C1.0(00:36)
515,2017.09.10,12674,"N13W79(911"",190"")",β/β,Fko/Fko,0560/0650,07/09,-
516,2017.09.10,12678,"N11W19(305"",69"")",β/β,Cro/Cro,0020/0030,04/05,-
517,2017.09.10,12677,"N17W26(400"",173"")",/α,/Axx,/0010,/03,-
518,2017.09.10,12679,"N15W66(842"",197"")",/β,/Bxo,/0010,/03,-
519,2017.09.11,12674,"N13W91(928"",214"")",β/β,Fko/Fko,0300/0560,04/07,-
520,2017.09.11,12678,"N11W34(525"",82"")",β/β,Cro/Cro,0020/0020,03/04,-
521,2017.09.11,12680,"N09E54(-763"",78"")",α/-,Hsx/---,0100/----,01/--,-
522,2017.09.11,12677,"N17W39(575"",187"")",/,/,/,/,-
523,2017.09.11,12679,"N16W83(909"",246"")",/,/,/,/,-
524,2017.09.12,12674,"N16W91(916"",262"")",α/β,Hrx/Fko,0030/0300,02/04,-
525,2017.09.12,12680,"N09E41(-619"",58"")",α/α,Hsx/Hsx,0080/0100,01/01,C3.0(07:22)  / -
526,2017.09.12,12677,"N17W52(720"",206"")",/,/,/,/,-
527,2017.09.12,12678,"N11W47(686"",100"")",/β,/Cro,/0020,/03,-
528,2017.09.12,12679,"N16W91(916"",262"")",/,/,/,/,-
529,2017.09.13,12680,"N09E27(-429"",42"")",α/α,Hsx/Hsx,0140/0080,01/01,- / C1.6(19:03) C3.0(07:22)
530,2017.09.13,12677,"N17W66(834"",230"")",/,/,/,/,-
531,2017.09.13,12678,"N11W61(820"",123"")",/,/,/,/,-
532,2017.09.14,12680,"N09E14(-228"",33"")",α/α,Hsx/Hsx,0120/0140,01/01,-
