,Date,NOAA Number,Latest Position,Hale Class,McIntosh Class,Sunspot Area [millionths],Number of Spots,Recent Flares
265,2016.02.21,12504,"N12W29(461"",303"")",β/β,Cro/Bxo,0020/0010,03/03,-
266,2016.02.21,12505,"N08W44(669"",219"")",β/-,Dai/---,0110/----,10/--,-
267,2016.02.21,12499,"N11W85(948"",193"")",/,/,/,/,-
268,2016.02.21,12502,"N07W67(887"",163"")",/,/,/,/,-
269,2016.02.21,12503,"N05W52(763"",157"")",/β,/Cro,/0020,/06,-
270,2016.02.22,12501,"N04W31(500"",169"")",β/β,Cso/Cso,0070/0080,04/03,-
271,2016.02.22,12504,"N13W43(646"",302"")",β/β,Bxo/Cro,0010/0020,03/03,-
272,2016.02.22,12505,"N08W58(816"",197"")",β/β,Dac/Dai,0180/0110,10/10,-
273,2016.02.22,12499,"N11W91(951"",181"")",/,/,/,/,-
274,2016.02.22,12502,"N07W83(955"",131"")",/,/,/,/,-
275,2016.02.22,12503,"N05W68(896"",128"")",/,/,/,/,-
276,2016.02.23,12501,"N04W40(623"",159"")",α/β,Hsx/Cso,0060/0070,01/04,-
277,2016.02.23,12505,"N08W67(885"",180"")",β/β,Dac/Dac,0160/0180,08/10,-
278,2016.02.23,12502,"N07W91(961"",115"")",/,/,/,/,-
279,2016.02.23,12503,"N05W78(945"",108"")",/,/,/,/,-
280,2016.02.23,12504,"N13W52(746"",289"")",/β,/Bxo,/0010,/03,-
281,2016.02.24,12501,"N05W54(783"",154"")",α/α,Hsx/Hsx,0070/0060,01/01,-
282,2016.02.24,12505,"N08W81(948"",152"")",β/β,Dac/Dac,0160/0160,06/08,-
283,2016.02.24,12503,"N05W91(965"",81"")",/,/,/,/,-
284,2016.02.24,12504,"N13W66(864"",264"")",/,/,/,/,-
285,2016.02.25,12501,"N05W68(896"",128"")",α/α,Hsx/Hsx,0060/0070,01/01,-
286,2016.02.25,12505,"N08W91(959"",131"")",β/β,Dac/Dac,0160/0160,06/06,-
287,2016.02.25,12506,"S07E40(-620"",-25"")",β/-,Bxo/---,0010/----,02/--,-
288,2016.02.25,12504,"N13W80(930"",236"")",/,/,/,/,-
289,2016.02.26,12501,"N04W86(964"",75"")",α/α,Hax/Hsx,0020/0060,01/01,-
290,2016.02.26,12506,"S07E22(-361"",-5"")",β/β,Cao/Bxo,0030/0010,05/02,C1.0(09:43)  / -
291,2016.02.26,12504,"N13W91(943"",214"")",/,/,/,/,-
292,2016.02.27,12501,"N04W91(965"",64"")",α/α,Hax/Hax,0020/0020,01/01,-
293,2016.02.27,12506,"S07E09(-151"",1"")",β/β,Cro/Cao,0030/0030,07/05,C3.3(05:44)/ C1.0(09:43)
294,2016.02.27,12507,"N18W72(876"",332"")",β/-,Bxo/---,0010/----,03/--,-
295,2016.02.28,12506,"S06W05(84"",20"")",β/β,Dai/Cro,0060/0030,15/07,- / C3.3(05:44)
296,2016.02.28,12507,"N19W86(913"",320"")",β/β,Bxo/Bxo,0010/0010,02/03,-
297,2016.02.29,12506,"S05W15(250"",33"")",βγ/β,Dai/Dai,0110/0060,15/15,-
298,2016.02.29,12508,"N07E01(-16"",238"")",β/-,Bxo/---,0010/----,03/--,-
299,2016.02.29,12507,"N19W91(914"",310"")",/β,/Bxo,/0010,/02,-
300,2016.03.01,12506,"S06W32(511"",2"")",β/βγ,Dai/Dai,0130/0110,09/15,-
301,2016.03.01,12508,"N07W17(282"",233"")",α/β,Axx/Bxo,0010/0010,01/03,-
302,2016.03.01,12509,"N09E05(-83"",271"")",β/-,Bxo/---,0020/----,04/--,-
303,2016.03.02,12506,"S07W46(692"",-33"")",β/β,Dso/Dai,0110/0130,06/09,-
304,2016.03.02,12508,"N05W32(512"",187"")",α/α,Axx/Axx,0010/0010,01/01,-
305,2016.03.02,12509,"N08W12(200"",252"")",β/β,Bxo/Bxo,0020/0020,02/04,-
306,2016.03.03,12506,"S07W60(833"",-56"")",β/β,Cso/Dso,0110/0110,05/06,-
307,2016.03.03,12510,"N05E39(-608"",178"")",β/-,Cro/---,0030/----,03/--,-
308,2016.03.03,12511,"N05E45(-683"",170"")",β/-,Bxo/---,0010/----,03/--,-
309,2016.03.03,12512,"N11E16(-262"",299"")",β/-,Bxo/---,0010/----,03/--,-
310,2016.03.03,12513,"N11E72(-904"",220"")",α/-,Hsx/---,0060/----,01/--,-
311,2016.03.03,12508,"N06W46(694"",185"")",/α,/Axx,/0010,/01,-
312,2016.03.03,12509,"N09W26(420"",259"")",/β,/Bxo,/0020,/02,-
313,2016.03.04,12506,"S07W72(914"",-79"")",α/β,Hsx/Cso,0070/0110,02/05,C1.1(08:28)  / -
314,2016.03.04,12510,"N05E31(-498"",188"")",β/β,Cro/Cro,0030/0030,03/03,-
315,2016.03.04,12512,"N12E01(-16"",320"")",β/β,Bxo/Bxo,0020/0010,04/03,-
316,2016.03.04,12513,"N11E51(-739"",259"")",α/α,Hsx/Hsx,0030/0060,01/01,-
317,2016.03.04,12508,"N06W61(842"",159"")",/,/,/,/,-
318,2016.03.04,12509,"N09W40(615"",243"")",/,/,/,/,-
319,2016.03.04,12511,"N06E20(-330"",215"")",/β,/Bxo,/0010,/03,-
320,2016.03.05,12506,"S06W88(960"",-96"")",β/α,Cso/Hsx,0060/0070,04/02,- / C1.1(08:28)
321,2016.03.05,12510,"N05E18(-298"",200"")",β/β,Cro/Cro,0030/0030,03/03,-
322,2016.03.05,12512,"N11W12(198"",301"")",β/β,Cro/Bxo,0020/0020,03/04,-
323,2016.03.05,12513,"N12E37(-571"",295"")",α/α,Hsx/Hsx,0040/0030,01/01,-
324,2016.03.05,12514,"N14W23(367"",342"")",β/-,Cro/---,0020/----,09/--,-
325,2016.03.05,12515,"S03W26(424"",59"")",β/-,Bxo/---,0010/----,02/--,-
326,2016.03.05,12516,"S04W17(283"",49"")",β/-,Bxo/---,0010/----,03/--,-
327,2016.03.05,12508,"N06W76(933"",129"")",/,/,/,/,-
328,2016.03.05,12509,"N09W54(774"",221"")",/,/,/,/,-
329,2016.03.05,12511,"N06E07(-117"",221"")",/,/,/,/,-
330,2016.03.06,12506,"S06W91(960"",-102"")",β/β,Cso/Cso,0040/0060,03/04,-
331,2016.03.06,12510,"N05E06(-101"",205"")",β/β,Cao/Cro,0030/0030,04/03,-
332,2016.03.06,12512,"N11W28(447"",289"")",α/β,Hrx/Cro,0010/0020,01/03,-
333,2016.03.06,12513,"N12E24(-386"",309"")",α/α,Hsx/Hsx,0050/0040,01/01,-
334,2016.03.06,12514,"N14W38(579"",326"")",β/β,Cao/Cro,0050/0020,09/09,-
335,2016.03.06,12508,"N06W91(960"",98"")",/,/,/,/,-
336,2016.03.06,12509,"N09W68(886"",195"")",/,/,/,/,-
337,2016.03.06,12511,"N06W08(134"",221"")",/,/,/,/,-
338,2016.03.06,12515,"S03W41(635"",41"")",/β,/Bxo,/0010,/02,-
339,2016.03.06,12516,"S04W32(512"",36"")",/β,/Bxo,/0010,/03,-
340,2016.03.07,12510,"N06W09(150"",220"")",β/β,Cro/Cao,0020/0030,04/04,-
341,2016.03.07,12512,"N11W42(636"",272"")",β/α,Cao/Hrx,0030/0010,07/01,-
342,2016.03.07,12513,"N12E11(-181"",317"")",α/α,Hsx/Hsx,0050/0050,01/01,-
343,2016.03.07,12514,"N14W51(730"",307"")",β/β,Cao/Cao,0030/0050,04/09,-
344,2016.03.07,12517,"N24W49(667"",464"")",β/-,Bxo/---,0010/----,02/--,-
345,2016.03.07,12509,"N09W82(945"",166"")",/,/,/,/,-
346,2016.03.07,12511,"N06W23(377"",212"")",/,/,/,/,-
347,2016.03.07,12515,"S03W56(801"",17"")",/,/,/,/,-
348,2016.03.07,12516,"S04W47(707"",16"")",/,/,/,/,-
349,2016.03.08,12510,"N04W22(362"",180"")",α/β,Axx/Cro,0010/0020,01/04,-
350,2016.03.08,12512,"N12W54(766"",269"")",β/β,Cao/Cao,0050/0030,04/07,-
351,2016.03.08,12513,"N11W03(49"",303"")",α/α,Hsx/Hsx,0040/0050,01/01,-
352,2016.03.08,12514,"N13W66(861"",264"")",α/β,Axx/Cao,0010/0030,03/04,-
353,2016.03.08,12517,"N24W62(780"",442"")",β/β,Bxo/Bxo,0010/0010,02/02,-
354,2016.03.08,12509,"N09W91(953"",147"")",/,/,/,/,-
355,2016.03.08,12511,"N06W38(593"",196"")",/,/,/,/,C1.5(13:03)  / -
356,2016.03.08,12515,"S03W71(913"",-10"")",/,/,/,/,-
357,2016.03.08,12516,"S04W62(852"",-9"")",/,/,/,/,-
358,2016.03.09,12511,"N02W48(719"",115"")",β/,Bxo/,0010/,05/,- / C1.5(13:03)
359,2016.03.09,12512,"N10W68(883"",211"")",α/β,Hax/Cao,0030/0050,01/04,-
360,2016.03.09,12513,"N10W15(247"",283"")",α/α,Hsx/Hsx,0040/0040,01/01,-
361,2016.03.09,12514,"N12W81(933"",217"")",α/α,Axx/Axx,0010/0010,01/03,-
362,2016.03.09,12510,"N07W35(551"",216"")",/α,/Axx,/0010,/01,-
363,2016.03.09,12515,"S03W86(962"",-41"")",/,/,/,/,-
364,2016.03.09,12516,"S04W77(939"",-39"")",/,/,/,/,-
365,2016.03.09,12517,"N24W76(856"",416"")",/β,/Bxo,/0010,/02,-
366,2016.03.10,12511,"N03W58(819"",114"")",β/β,Cao/Bxo,0020/0010,02/05,-
367,2016.03.10,12512,"N11W78(927"",207"")",α/α,Hsx/Hax,0030/0030,02/01,-
368,2016.03.10,12513,"N10W25(403"",275"")",α/α,Hsx/Hsx,0040/0040,01/01,-
369,2016.03.10,12518,"N04W37(581"",164"")",β/-,Cao/---,0030/----,05/--,-
370,2016.03.10,12519,"N06E68(-891"",145"")",α/-,Hsx/---,0070/----,01/--,-
371,2016.03.10,12510,"N07W46(691"",201"")",/,/,/,/,-
372,2016.03.10,12514,"N12W91(943"",197"")",/α,/Axx,/0010,/01,-
373,2016.03.10,12515,"S03W91(963"",-52"")",/,/,/,/,-
374,2016.03.10,12516,"S04W88(962"",-62"")",/,/,/,/,-
375,2016.03.10,12517,"N24W87(880"",395"")",/,/,/,/,-
376,2016.03.11,12511,"N03W78(943"",75"")",α/β,Hrx/Cao,0020/0020,02/02,-
377,2016.03.11,12512,"N12W91(943"",196"")",α/α,Hsx/Hsx,0030/0030,01/02,-
378,2016.03.11,12513,"N10W43(650"",254"")",α/α,Hsx/Hsx,0040/0040,01/01,-
379,2016.03.11,12518,"N04W53(770"",139"")",β/β,Cro/Cao,0020/0030,05/05,-
380,2016.03.11,12519,"N06E49(-726"",179"")",β/α,Cao/Hsx,0050/0070,02/01,-
381,2016.03.11,12510,"N07W65(869"",167"")",/,/,/,/,-
382,2016.03.12,12511,"N02W91(964"",31"")",α/α,Axx/Hrx,0010/0020,02/02,-
383,2016.03.12,12513,"N10W56(789"",233"")",α/α,Hsx/Hsx,0040/0040,01/01,-
384,2016.03.12,12518,"N04W66(880"",116"")",α/β,Axx/Cro,0010/0020,02/05,-
385,2016.03.12,12519,"N06E36(-566"",198"")",β/β,Cao/Cao,0050/0050,03/02,-
386,2016.03.12,12510,"N07W80(943"",137"")",/,/,/,/,-
387,2016.03.13,12513,"N10W69(888"",209"")",α/α,Hsx/Hsx,0050/0040,01/01,- / C1.1(06:15)
388,2016.03.13,12519,"N05E27(-438"",191"")",β/β,Cso/Cao,0080/0050,04/03,-
389,2016.03.13,12520,"N04E05(-84"",187"")",β/-,Bxo/---,0010/----,02/--,-
390,2016.03.13,12521,"N19E07(-111"",426"")",β/-,Cao/---,0070/----,09/--,-
391,2016.03.13,12510,"N07W91(957"",114"")",/,/,/,/,-
392,2016.03.13,12518,"N04W81(951"",85"")",/α,/Axx,/0010,/02,-
393,2016.03.14,12513,"N09W84(947"",162"")",α/α,Hsx/Hsx,0040/0050,01/01,-
394,2016.03.14,12519,"N05E14(-233"",200"")",β/β,Cso/Cso,0080/0080,05/04,-
395,2016.03.14,12521,"N20W07(110"",441"")",β/β,Dao/Cao,0080/0070,07/09,-
396,2016.03.14,12518,"N04W91(961"",64"")",/,/,/,/,-
397,2016.03.14,12520,"N04W10(167"",185"")",/β,/Bxo,/0010,/02,-
398,2016.03.15,12513,"N08W91(954"",131"")",α/α,Hsx/Hsx,0020/0040,01/01,-
399,2016.03.15,12519,"N05W04(67"",203"")",α/β,Hsx/Cso,0080/0080,01/05,-
400,2016.03.15,12521,"N19W20(312"",419"")",β/β,Dao/Dao,0080/0080,12/07,C1.0(15:32) C1.2(09:23) / -
401,2016.03.15,12522,"N14W68(868"",275"")",β/-,Cao/---,0040/----,03/--,-
402,2016.03.15,12520,"N04W25(408"",175"")",/,/,/,/,-
403,2016.03.16,12519,"N05W17(281"",198"")",α/α,Hsx/Hsx,0060/0080,01/01,-
404,2016.03.16,12521,"N19W32(484"",408"")",β/β,Dai/Dao,0070/0080,10/12,- / C1.0(15:32) C1.2(09:23)
405,2016.03.16,12522,"N14W83(928"",245"")",β/β,Cao/Cao,0040/0040,03/03,C2.2(06:34)  / -
406,2016.03.16,12520,"N04W40(620"",158"")",/,/,/,/,-
407,2016.03.17,12519,"N05W29(467"",187"")",β/α,Dso/Hsx,0090/0060,04/01,-
408,2016.03.17,12521,"N17W48(686"",356"")",β/β,Cro/Dai,0020/0070,05/10,-
409,2016.03.17,12523,"S10W34(532"",-69"")",β/-,Bxo/---,0010/----,03/--,-
410,2016.03.17,12524,"N14E57(-785"",294"")",α/-,Hsx/---,0070/----,01/--,-
411,2016.03.17,12520,"N04W55(789"",135"")",/,/,/,/,-
412,2016.03.17,12522,"N14W91(934"",229"")",/β,/Cao,/0040,/03,- / C2.2(06:34)
413,2016.03.18,12519,"N04W45(681"",150"")",β/β,Cso/Dso,0080/0090,03/04,-
414,2016.03.18,12521,"N18W60(795"",352"")",α/β,Axx/Cro,0010/0020,02/05,-
415,2016.03.18,12523,"S09W47(698"",-69"")",α/β,Axx/Bxo,0010/0010,03/03,-
416,2016.03.18,12524,"N14E51(-728"",304"")",β/α,Eao/Hsx,0210/0070,06/01,-
417,2016.03.18,12525,"N12E01(-16"",316"")",α/-,Axx/---,0010/----,02/--,-
418,2016.03.18,12520,"N04W70(904"",107"")",/,/,/,/,-
419,2016.03.19,12519,"N04W60(833"",125"")",α/β,Hsx/Cso,0070/0080,02/03,-
420,2016.03.19,12524,"N15E37(-561"",339"")",β/β,Eao/Eao,0230/0210,07/06,-
421,2016.03.19,12520,"N04W85(957"",76"")",/,/,/,/,-
422,2016.03.19,12521,"N18W74(881"",326"")",/α,/Axx,/0010,/02,-
423,2016.03.19,12523,"S07W62(845"",-61"")",/α,/Axx,/0010,/03,-
424,2016.03.19,12525,"N13W13(211"",328"")",/α,/Axx,/0010,/02,-
425,2016.03.20,12519,"N04W74(924"",99"")",α/α,Hsx/Hsx,0070/0070,01/02,-
426,2016.03.20,12524,"N15E24(-379"",352"")",β/β,Eho/Eao,0280/0230,05/07,-
427,2016.03.20,12520,"N04W91(960"",64"")",/,/,/,/,-
428,2016.03.20,12521,"N18W88(915"",299"")",/,/,/,/,C3.7(01:22) C1.2(00:40) / -
429,2016.03.20,12523,"S07W77(932"",-90"")",/,/,/,/,-
430,2016.03.20,12525,"N13W27(427"",318"")",/,/,/,/,-
431,2016.03.21,12519,"N03W86(959"",58"")",α/α,Hsx/Hsx,0070/0070,01/01,-
432,2016.03.21,12524,"N15E09(-146"",360"")",β/β,Eso/Eho,0240/0280,04/05,-
433,2016.03.21,12523,"S07W91(955"",-118"")",/,/,/,/,-
434,2016.03.21,12525,"N13W41(617"",301"")",/,/,/,/,-
435,2016.03.22,12519,"N04W91(959"",64"")",α/α,Hsx/Hsx,0020/0070,01/01,-
436,2016.03.22,12524,"N15W03(48"",361"")",β/β,Eso/Eso,0200/0240,04/04,-
437,2016.03.22,12525,"N13W55(769"",280"")",/,/,/,/,-
438,2016.03.23,12524,"N15W16(257"",356"")",β/β,Eso/Eso,0240/0200,03/04,C1.1(02:59)  / -
439,2016.03.23,12525,"N13W70(881"",253"")",/,/,/,/,-
440,2016.03.24,12524,"N15W29(452"",345"")",β/β,Eso/Eso,0210/0240,04/03,- / C1.1(02:59)
441,2016.03.24,12525,"N13W84(932"",226"")",/,/,/,/,-
442,2016.03.25,12524,"N14W42(626"",314"")",β/β,Eso/Eso,0190/0210,04/04,-
443,2016.03.25,12526,"S05E59(-822"",-24"")",α/-,Hsx/---,0120/----,01/--,-
444,2016.03.25,12525,"N13W91(936"",212"")",/,/,/,/,-
445,2016.03.26,12524,"N13W57(787"",275"")",β/β,Eso/Eso,0100/0190,03/04,-
446,2016.03.26,12526,"S04E46(-691"",12"")",α/α,Hsx/Hsx,0180/0120,01/01,-
447,2016.03.27,12524,"N14W75(901"",259"")",α/β,Hsx/Eso,0080/0100,01/03,-
448,2016.03.27,12526,"S04E31(-495"",29"")",α/α,Hsx/Hsx,0190/0180,02/01,-
449,2016.03.28,12524,"N14W89(931"",232"")",α/α,Hsx/Hsx,0080/0080,01/01,C2.1(02:18)  / -
450,2016.03.28,12526,"S04E16(-265"",40"")",α/α,Hsx/Hsx,0190/0190,02/02,-
451,2016.03.29,12524,"N14W91(931"",228"")",α/α,Hsx/Hsx,0060/0080,01/01,- / C2.1(02:18)
452,2016.03.29,12526,"S04E04(-67"",44"")",α/α,Hsx/Hsx,0190/0190,02/02,-
453,2016.03.30,12526,"S05W10(166"",24"")",β/α,Cso/Hsx,0200/0190,05/02,-
454,2016.03.31,12526,"S05W23(375"",17"")",α/β,Hsx/Cso,0190/0200,02/05,-
455,2016.04.01,12526,"S05W36(563"",4"")",α/α,Hsx/Hsx,0200/0190,01/02,-
456,2016.04.02,12526,"S05W50(734"",-14"")",α/α,Hsx/Hsx,0180/0200,01/01,-
457,2016.04.03,12526,"S05W62(845"",-33"")",α/α,Hsx/Hsx,0190/0180,01/01,-
458,2016.04.04,12526,"S05W75(923"",-55"")",α/α,Hsx/Hsx,0160/0190,01/01,-
459,2016.04.04,12527,"N14W30(466"",320"")",α/-,Axx/---,0000/----,02/--,-
460,2016.04.04,12528,"N06W08(133"",204"")",β/-,Bxo/---,0010/----,05/--,-
461,2016.04.05,12526,"S03W90(956"",-49"")",α/α,Hsx/Hsx,0150/0160,01/01,-
462,2016.04.05,12528,"N07W23(373"",212"")",β/β,Bxo/Bxo,0010/0010,02/05,-
463,2016.04.05,12527,"N14W44(647"",304"")",/α,/Axx,/0000,/02,-
464,2016.04.06,12526,"S03W91(956"",-51"")",α/α,Hsx/Hsx,0120/0150,01/01,C1.1(09:57)  / -
465,2016.04.06,12528,"N07W37(574"",198"")",βγ/β,Cro/Bxo,0030/0010,04/02,-
466,2016.04.06,12527,"N14W58(790"",283"")",/,/,/,/,-
467,2016.04.07,12528,"N07W51(740"",180"")",β/βγ,Dro/Cro,0020/0030,03/04,-
468,2016.04.07,12527,"N14W72(884"",261"")",/,/,/,/,-
469,2016.04.08,12528,"N07W65(862"",158"")",β/β,Cao/Dro,0040/0020,05/03,-
470,2016.04.08,12529,"N10E63(-841"",210"")",α/-,Hkx/---,0330/----,01/--,C1.1(16:31)  / -
471,2016.04.08,12527,"N14W86(926"",237"")",/,/,/,/,-
472,2016.04.09,12528,"N07W78(930"",136"")",β/β,Bxo/Cao,0010/0040,02/05,-
473,2016.04.09,12529,"N10E52(-744"",226"")",β/α,Dhi/Hkx,0350/0330,05/01,C1.8(22:50)C1.4(22:01)C1.5(20:29)C1.5(18:40)C1.6(17:47)C1.7(16:09)C2.8(11:40)C1.5(05:25)/ C1.1(16:31)
474,2016.04.09,12527,"N14W91(928"",228"")",/,/,/,/,-
475,2016.04.10,12528,"N07W91(949"",114"")",α/β,Axx/Bxo,0010/0010,01/02,-
476,2016.04.10,12529,"N10E40(-607"",240"")",β/β,Ehi/Dhi,0820/0350,08/05,C1.1(00:31)/ C1.8(22:50) C1.4(22:01)C1.5(20:29)C1.5(18:40)C1.6(17:47)C1.7(16:09)C2.8(11:40)C1.5(05:25)
477,2016.04.11,12529,"N09E28(-445"",234"")",β/β,Eki/Ehi,0820/0820,16/08,C1.0(18:28)C1.1(01:36)/ C1.1(00:31)
478,2016.04.12,12529,"N09E19(-308"",239"")",β/β,Eki/Eki,0850/0820,19/16,C1.8(07:40)/ C1.0(18:28) C1.1(01:36)
479,2016.04.12,12530,"N15W20(317"",335"")",β/-,Cso/---,0030/----,03/--,-
480,2016.04.13,12529,"N09W00(0"",243"")",β/β,Eho/Eki,0800/0850,12/19,- / C1.8(07:40)
481,2016.04.13,12530,"N15W39(583"",318"")",β/β,Cro/Cso,0020/0030,02/03,-
482,2016.04.14,12529,"N09W14(229"",239"")",β/-,Eko/---,0780/----,08/--,C1.3(17:59) C1.8(13:21) / -
483,2016.04.14,12530,"N15W53(739"",301"")",α/-,Hrx/---,0020/----,02/--,-
484,2016.04.14,12531,"N14E45(-657"",294"")",α/-,Axx/---,0010/----,01/--,-
485,2016.04.15,12529,"N10W19(307"",252"")",β/-,Eki/---,0790/----,14/--,-
486,2016.04.15,12530,"N14W59(796"",276"")",α/-,Axx/---,0010/----,01/--,-
487,2016.04.15,12531,"N14E39(-585"",300"")",α/-,Axx/---,0010/----,01/--,-
488,2016.04.16,12529,"N10W38(581"",236"")",βγ/β,Eki/Eki,0740/0790,36/14,C5.8(19:42)C1.4(19:14)C1.0(14:30)/ C4.1(14:04)
489,2016.04.16,12530,"N13W81(919"",227"")",α/α,Axx/Axx,0010/0010,02/01,-
490,2016.04.16,12531,"N13E20(-319"",297"")",α/α,Axx/Axx,0010/0010,01/01,-
491,2016.04.17,12529,"N10W51(732"",220"")",βγ/βγ,Eki/Eki,0720/0740,18/36,C2.4(17:17)/ C5.8(19:42) C1.4(19:14)C1.0(14:30)
492,2016.04.17,12530,"N08W91(945"",130"")",α/α,Axx/Axx,0010/0010,01/02,-
493,2016.04.17,12532,"N07E48(-706"",175"")",β/-,Cao/---,0020/----,02/--,-
494,2016.04.17,12531,"N13E06(-97"",301"")",/α,/Axx,/0010,/01,-
495,2016.04.18,12529,"N10W66(860"",200"")",βγ/βγ,Eki/Eki,0780/0720,10/18,M6.7(00:14)/ C2.4(17:17)
496,2016.04.18,12532,"N07E39(-598"",184"")",β/β,Cao/Cao,0050/0020,05/02,-
497,2016.04.18,12531,"N13W08(130"",299"")",/,/,/,/,-
498,2016.04.19,12529,"N10W81(929"",178"")",β/βγ,Cko/Eki,0610/0780,05/10,C1.0(22:52)/ M6.7(00:14)
499,2016.04.19,12532,"N06E26(-417"",177"")",α/β,Hax/Cao,0030/0050,03/05,-
500,2016.04.19,12531,"N13W22(349"",292"")",/,/,/,/,-
501,2016.04.20,12529,"N10W91(939"",163"")",β/β,Cko/Cko,0600/0610,05/05,- / C1.0(22:52)
502,2016.04.20,12532,"N06E13(-214"",182"")",β/α,Cao/Hax,0040/0030,03/03,-
503,2016.04.20,12531,"N13W36(548"",281"")",/,/,/,/,-
504,2016.04.21,12532,"N06W01(16"",182"")",β/β,Cao/Cao,0030/0040,03/03,-
505,2016.04.21,12533,"S02E54(-773"",15"")",α/-,Hsx/---,0060/----,01/--,-
506,2016.04.21,12531,"N13W50(714"",266"")",/,/,/,/,-
507,2016.04.22,12532,"N06W15(246"",178"")",β/β,Cro/Cao,0020/0030,03/03,-
508,2016.04.22,12533,"S02E40(-614"",29"")",α/α,Hsx/Hsx,0060/0060,01/01,-
509,2016.04.22,12531,"N13W64(836"",249"")",/,/,/,/,-
510,2016.04.23,12532,"N06W26(417"",171"")",α/β,Axx/Cro,0010/0020,01/03,-
511,2016.04.23,12533,"S02E29(-463"",37"")",α/α,Hsx/Hsx,0060/0060,01/01,-
512,2016.04.23,12531,"N13W78(909"",230"")",/,/,/,/,-
513,2016.04.24,12533,"S02E16(-263"",42"")",α/α,Hsx/Hsx,0080/0060,01/01,-
514,2016.04.24,12531,"N13W91(928"",212"")",/,/,/,/,-
515,2016.04.24,12532,"N06W41(624"",158"")",/α,/Axx,/0010,/01,-
516,2016.04.25,12532,"N05W55(779"",127"")",β/,Cao/,0040/,03/,-
517,2016.04.25,12533,"S02E01(-16"",43"")",α/α,Hsx/Hsx,0100/0080,01/01,-
518,2016.04.25,12534,"N06E34(-531"",163"")",α/-,Axx/---,0010/----,01/--,-
519,2016.04.25,12535,"N05E60(-824"",121"")",α/-,Hax/---,0060/----,01/--,-
520,2016.04.26,12532,"N05W69(887"",109"")",β/β,Bxo/Cao,0010/0040,05/03,-
521,2016.04.26,12533,"S02W13(215"",40"")",α/α,Hsx/Hsx,0100/0100,01/01,-
522,2016.04.26,12535,"N05E45(-673"",136"")",α/α,Hax/Hax,0030/0060,01/01,-
523,2016.04.26,12534,"N11E21(-336"",251"")",/α,/Axx,/0010,/01,-
524,2016.04.27,12532,"N06W82(938"",109"")",β/β,Bxo/Bxo,0010/0010,04/05,-
525,2016.04.27,12533,"S02W24(388"",34"")",α/α,Hsx/Hsx,0100/0100,01/01,-
526,2016.04.27,12535,"N06E31(-489"",162"")",α/α,Hax/Hax,0030/0030,01/01,-
527,2016.04.27,12536,"N15E41(-605"",300"")",β/-,Dao/---,0040/----,05/--,-
528,2016.04.27,12537,"S07W50(726"",-68"")",β/-,Cro/---,0020/----,04/--,-
529,2016.04.27,12534,"N11E07(-114"",254"")",/,/,/,/,-
530,2016.04.28,12532,"N05W91(948"",81"")",β/β,Cro/Bxo,0020/0010,02/04,-
531,2016.04.28,12533,"S03W38(587"",7"")",α/α,Hsx/Hsx,0110/0100,01/01,-
532,2016.04.28,12535,"N06E16(-262"",168"")",α/α,Hsx/Hax,0020/0030,02/01,C1.9(12:46) C1.7(08:45)C1.8(05:57)C1.1(03:36) / -
533,2016.04.28,12536,"N15E27(-419"",309"")",β/β,Dao/Dao,0080/0040,09/05,-
534,2016.04.28,12537,"S07W64(851"",-84"")",β/β,Dao/Cro,0040/0020,09/04,-
535,2016.04.28,12538,"S04E20(-326"",1"")",β/-,Bxo/---,0010/----,03/--,-
536,2016.04.28,12534,"N11W07(114"",252"")",/,/,/,/,-
537,2016.04.29,12533,"S02W51(741"",11"")",α/α,Hsx/Hsx,0090/0110,01/01,-
538,2016.04.29,12535,"N07E02(-33"",186"")",β/α,Cao/Hsx,0030/0020,05/02,- / C1.9(12:46) C1.7(08:45)C1.8(05:57)C1.1(03:36)
539,2016.04.29,12536,"N16E14(-222"",328"")",β/β,Dai/Dao,0070/0080,07/09,-
540,2016.04.29,12537,"S07W79(928"",-102"")",β/β,Dai/Dao,0080/0040,09/09,-
541,2016.04.29,12538,"S04E08(-132"",3"")",α/β,Axx/Bxo,0000/0010,01/03,-
542,2016.04.29,12539,"N17E52(-719"",319"")",α/-,Hax/---,0030/----,01/--,-
543,2016.04.29,12534,"N11W21(336"",246"")",/,/,/,/,-
544,2016.04.30,12533,"S02W64(856"",-2"")",α/α,Hsx/Hsx,0080/0090,01/01,-
545,2016.04.30,12535,"N06W12(197"",166"")",β/β,Cao/Cao,0030/0030,05/05,-
546,2016.04.30,12536,"N16E02(-32"",329"")",β/β,Dai/Dai,0090/0070,08/07,-
547,2016.04.30,12537,"S09W91(939"",-149"")",β/β,Dso/Dai,0070/0080,05/09,-
548,2016.04.30,12538,"S04W07(116"",1"")",α/α,Axx/Axx,0000/0000,01/01,-
549,2016.04.30,12539,"N17E37(-549"",331"")",β/α,Cao/Hax,0030/0030,02/01,C1.2(10:40)  / -
550,2016.04.30,12534,"N11W35(537"",237"")",/,/,/,/,-
551,2016.05.01,12533,"S03W78(930"",-35"")",α/α,Hsx/Hsx,0080/0080,01/01,-
552,2016.05.01,12535,"N06W26(416"",159"")",β/β,Cao/Cao,0030/0030,03/05,-
553,2016.05.01,12536,"N16W12(190"",326"")",β/β,Dai/Dai,0100/0090,09/08,-
