,Date,NOAA Number,Latest Position,Hale Class,McIntosh Class,Sunspot Area [millionths],Number of Spots,Recent Flares
34,2016.01.09,12477,"N12W34(535"",257"")",α/α,Hax/Hax,0050/0060,01/01,-
35,2016.01.09,12478,"N07W41(637"",169"")",β/,Bxo/,0010/,03/,-
36,2016.01.09,12480,"N03E30(-488"",109"")",β/β,Dao/Dao,0180/0180,06/06,-
37,2016.01.09,12481,"S18W82(919"",-291"")",β/β,Dao/Dao,0080/0050,05/08,-
38,2016.01.09,12482,"N03W23(382"",113"")",β/-,Bxo/---,0010/----,02/--,-
39,2016.01.09,12483,"N16E31(-484"",324"")",β/-,Bxo/---,0010/----,03/--,-
40,2016.01.09,12476,"S09W49(729"",-109"")",/α,/Axx,/0010,/02,-
41,2016.01.09,12479,"N11W64(862"",214"")",/,/,/,/,-
42,2016.01.10,12477,"N11W46(690"",233"")",α/α,Hax/Hax,0040/0050,02/01,-
43,2016.01.10,12478,"N06W53(776"",143"")",β/β,Bxo/Bxo,0010/0010,03/03,-
44,2016.01.10,12480,"N03E19(-318"",116"")",β/β,Dao/Dao,0180/0180,07/06,-
45,2016.01.10,12481,"S19W91(921"",-317"")",β/β,Dao/Dao,0120/0080,03/05,-
46,2016.01.10,12482,"N02W36(574"",90"")",β/β,Bxo/Bxo,0010/0010,04/02,-
47,2016.01.10,12483,"N17E17(-273"",348"")",β/β,Cso/Bxo,0030/0010,05/03,-
48,2016.01.10,12476,"S09W63(860"",-121"")",/,/,/,/,-
49,2016.01.10,12479,"N11W78(937"",199"")",/,/,/,/,-
50,2016.01.11,12477,"N12W58(810"",239"")",α/α,Hsx/Hax,0010/0040,02/02,-
51,2016.01.11,12480,"N02E04(-68"",104"")",β/β,Eso/Dao,0190/0180,07/07,-
52,2016.01.11,12482,"N02W49(737"",80"")",β/β,Bxo/Bxo,0010/0010,03/04,-
53,2016.01.11,12483,"N17E04(-65"",353"")",β/β,Dao/Cso,0050/0030,08/05,-
54,2016.01.11,12484,"N05E35(-559"",143"")",β/-,Bxo/---,0010/----,03/--,-
55,2016.01.11,12476,"S09W77(939"",-136"")",/,/,/,/,-
56,2016.01.11,12478,"N06W68(900"",128"")",/β,/Bxo,/0010,/03,-
57,2016.01.11,12479,"N11W91(956"",184"")",/,/,/,/,-
58,2016.01.12,12477,"N12W72(908"",224"")",α/α,Axx/Hsx,0000/0010,01/02,-
59,2016.01.12,12480,"N03W08(136"",123"")",β/β,Eso/Eso,0170/0190,03/07,-
60,2016.01.12,12483,"N17W10(162"",354"")",β/β,Dao/Dao,0180/0050,07/08,-
61,2016.01.12,12476,"S09W91(962"",-153"")",/,/,/,/,-
62,2016.01.12,12478,"N06W83(962"",110"")",/,/,/,/,-
63,2016.01.12,12482,"N02W64(877"",65"")",/β,/Bxo,/0010,/03,-
64,2016.01.12,12484,"N07E21(-348"",186"")",/β,/Bxo,/0010,/03,-
65,2016.01.13,12480,"N03W21(350"",120"")",β/β,Cso/Eso,0150/0170,04/03,-
66,2016.01.13,12483,"N17W22(350"",351"")",β/β,Dao/Dao,0130/0180,05/07,-
67,2016.01.13,12477,"N12W86(951"",207"")",/α,/Axx,/0000,/01,-
68,2016.01.13,12478,"N06W91(969"",100"")",/,/,/,/,-
69,2016.01.13,12482,"N02W79(957"",48"")",/,/,/,/,-
70,2016.01.13,12484,"N07E06(-101"",192"")",/,/,/,/,-
71,2016.01.14,12480,"N03W36(574"",112"")",β/β,Cso/Cso,0140/0150,03/04,-
72,2016.01.14,12483,"N18W35(533"",360"")",β/β,Dao/Dao,0140/0130,03/05,-
73,2016.01.14,12477,"N12W91(953"",200"")",/,/,/,/,-
74,2016.01.14,12482,"N03W91(973"",49"")",/,/,/,/,-
75,2016.01.14,12484,"N07W07(118"",194"")",/,/,/,/,-
76,2016.01.15,12480,"N03W52(769"",98"")",α/β,Hax/Cso,0140/0140,02/03,C1.7(15:18) C1.0(12:10)C2.8(02:34) / -
77,2016.01.15,12483,"N18W48(691"",350"")",β/β,Cao/Dao,0090/0140,02/03,-
78,2016.01.15,12485,"N13E47(-696"",271"")",β/-,Cro/---,0030/----,02/--,-
79,2016.01.15,12484,"N07W22(364"",190"")",/,/,/,/,-
80,2016.01.16,12480,"N04W65(883"",101"")",α/α,Hsx/Hax,0130/0140,02/02,- / C1.1(21:59) C1.7(15:18)C1.0(12:10)C2.8(02:34)
81,2016.01.16,12483,"N17W62(824"",320"")",α/β,Hsx/Cao,0090/0090,01/02,-
82,2016.01.16,12485,"N13E33(-519"",284"")",β/β,Dro/Cro,0030/0030,05/02,-
83,2016.01.16,12484,"N07W37(584"",182"")",/,/,/,/,-
84,2016.01.17,12480,"N03W79(956"",66"")",α/α,Hsx/Hsx,0130/0130,01/02,-
85,2016.01.17,12483,"N17W78(912"",300"")",α/α,Hsx/Hsx,0060/0090,01/01,-
86,2016.01.17,12485,"N13E21(-341"",293"")",β/β,Cro/Dro,0020/0030,06/05,-
87,2016.01.17,12484,"N07W52(764"",168"")",/,/,/,/,-
88,2016.01.18,12480,"N03W91(973"",49"")",α/α,Hsx/Hsx,0140/0130,01/01,-
89,2016.01.18,12483,"N17W91(931"",282"")",α/α,Hax/Hsx,0070/0060,01/01,-
90,2016.01.18,12485,"N14E08(-132"",315"")",β/β,Bxo/Cro,0010/0020,05/06,-
91,2016.01.18,12486,"S20E54(-743"",-287"")",α/-,Hax/---,0040/----,01/--,-
92,2016.01.18,12484,"N07W67(892"",150"")",/,/,/,/,-
93,2016.01.19,12480,"N03W91(973"",49"")",α/α,Hsx/Hsx,0140/0140,01/01,-
94,2016.01.19,12483,"N17W91(931"",282"")",α/α,Hax/Hax,0070/0070,01/01,-
95,2016.01.19,12485,"N14W06(99"",317"")",α/β,Axx/Bxo,0010/0010,05/05,-
96,2016.01.19,12486,"S20E40(-590"",-272"")",α/α,Hsx/Hax,0060/0040,01/01,-
97,2016.01.19,12484,"N07W82(958"",130"")",/,/,/,/,-
98,2016.01.20,12484,"N07W91(967"",116"")",β/,Cro/,0020/,05/,C1.3(07:30)  / -
99,2016.01.20,12485,"N15W17(276"",331"")",α/α,Axx/Axx,0010/0010,04/05,-
100,2016.01.20,12486,"S20E30(-459"",-263"")",α/α,Hax/Hsx,0050/0060,02/01,-
101,2016.01.20,12487,"S13E36(-560"",-151"")",β/-,Cro/---,0030/----,04/--,C1.3(14:25)  / -
102,2016.01.21,12484,"N08W91(964"",133"")",β/β,Dro/Cro,0030/0020,06/05,C1.1(08:01)/ C1.3(07:30)
103,2016.01.21,12486,"S20E18(-284"",-254"")",α/α,Hsx/Hax,0050/0050,01/02,-
104,2016.01.21,12487,"S13E23(-372"",-140"")",β/β,Dao/Cro,0060/0030,07/04,C1.4(13:22)C2.9(01:17)/ C1.3(14:25)
105,2016.01.21,12488,"N04E39(-614"",135"")",β/-,Cro/---,0040/----,05/--,C1.3(05:36)  / -
106,2016.01.21,12485,"N15W31(486"",324"")",/α,/Axx,/0010,/04,-
107,2016.01.22,12486,"S20E05(-80"",-249"")",α/α,Hax/Hsx,0030/0050,02/01,-
108,2016.01.22,12487,"S13E09(-149"",-133"")",β/β,Dai/Dao,0100/0060,12/07,- / C1.4(13:22) C2.9(01:17)
109,2016.01.22,12488,"N04E25(-412"",148"")",β/β,Dai/Cro,0070/0040,12/05,- / C1.3(05:36)
110,2016.01.22,12485,"N15W45(667"",312"")",/,/,/,/,-
111,2016.01.23,12486,"S21W08(127"",-265"")",α/α,Hax/Hax,0020/0030,01/02,-
112,2016.01.23,12487,"S13W02(33"",-130"")",β/β,Dao/Dai,0070/0100,08/12,-
113,2016.01.23,12488,"N04E14(-236"",155"")",β/β,Dai/Dai,0090/0070,11/12,-
114,2016.01.23,12485,"N15W59(808"",296"")",/,/,/,/,-
115,2016.01.24,12486,"S19W22(346"",-236"")",α/α,Hrx/Hax,0010/0020,01/01,-
116,2016.01.24,12487,"S12W18(295"",-116"")",β/β,Cao/Dao,0040/0070,10/08,-
117,2016.01.24,12488,"N03W01(17"",143"")",β/β,Dai/Dai,0120/0090,13/11,C1.4(04:07) C1.4(04:06) / -
118,2016.01.24,12485,"N15W73(900"",277"")",/,/,/,/,-
119,2016.01.25,12487,"S12W31(492"",-123"")",β/β,Cro/Cao,0030/0040,07/10,-
120,2016.01.25,12488,"N04W14(236"",158"")",β/β,Dai/Dai,0200/0120,20/13,- / C1.4(04:07) C1.4(04:06)
121,2016.01.25,12485,"N15W87(939"",255"")",/,/,/,/,-
122,2016.01.25,12486,"S19W36(543"",-245"")",/α,/Hrx,/0010,/01,-
123,2016.01.26,12487,"S12W47(699"",-138"")",α/β,Hsx/Cro,0020/0030,01/07,-
124,2016.01.26,12488,"N02W28(458"",117"")",β/β,Dai/Dai,0240/0200,10/20,-
125,2016.01.26,12489,"N09E41(-633"",222"")",β/-,Dso/---,0060/----,06/--,-
126,2016.01.26,12490,"S18E62(-819"",-257"")",β/-,Bxo/---,0010/----,01/--,-
127,2016.01.26,12485,"N15W91(940"",249"")",/,/,/,/,-
128,2016.01.26,12486,"S19W50(707"",-258"")",/,/,/,/,-
129,2016.01.27,12487,"S12W61(835"",-156"")",α/α,Axx/Hsx,0010/0020,01/01,-
130,2016.01.27,12488,"N02W41(640"",106"")",β/β,Dao/Dai,0230/0240,10/10,-
131,2016.01.27,12489,"N10E26(-422"",254"")",β/β,Dao/Dso,0100/0060,08/06,C1.0(13:26)  / -
132,2016.01.27,12490,"S18E44(-645"",-234"")",β/β,Cro/Bxo,0020/0010,02/01,-
133,2016.01.27,12486,"S19W64(829"",-276"")",/,/,/,/,- / C1.3(17:04)
134,2016.01.28,12487,"S12W76(925"",-178"")",α/α,Axx/Axx,0010/0010,02/01,-
135,2016.01.28,12488,"N03W54(788"",108"")",β/β,Dao/Dao,0220/0230,14/10,C9.6(11:48) C2.8(06:52)C5.3(05:17) / -
136,2016.01.28,12489,"N10E14(-233"",262"")",β/β,Dki/Dao,0250/0100,15/08,- / C1.0(13:26)
137,2016.01.28,12490,"S17E28(-438"",-201"")",β/β,Dro/Cro,0020/0020,04/02,-
138,2016.01.28,12486,"S19W78(901"",-296"")",/,/,/,/,-
139,2016.01.29,12488,"N04W68(902"",104"")",βγ/β,Dao/Dao,0220/0220,15/14,C1.2(16:33)C3.5(07:57)C2.0(04:15)/ C3.3(21:48) C9.6(11:48)C2.8(06:52)C5.3(05:17)
140,2016.01.29,12489,"N09E01(-16"",250"")",β/β,Dko/Dki,0300/0250,15/15,-
141,2016.01.29,12490,"S18E16(-256"",-210"")",β/β,Cro/Dro,0020/0020,04/04,-
142,2016.01.29,12486,"S19W91(920"",-317"")",/,/,/,/,-
143,2016.01.29,12487,"S12W90(952"",-201"")",/α,/Axx,/0010,/02,-
144,2016.01.30,12488,"N04W81(959"",83"")",β/βγ,Dao/Dao,0150/0220,08/15,- / C1.2(16:33) C3.5(07:57)C2.0(04:15)
145,2016.01.30,12489,"N10W14(232"",264"")",β/β,Eko/Dko,0300/0300,06/15,-
146,2016.01.30,12490,"S18W00(0"",-205"")",β/β,Bxo/Cro,0010/0020,05/04,-
147,2016.01.31,12488,"N04W91(970"",65"")",β/β,Cao/Dao,0130/0150,04/08,-
148,2016.01.31,12489,"N10W27(436"",257"")",β/β,Dho/Eko,0260/0300,06/06,-
149,2016.01.31,12490,"S18W14(224"",-206"")",/β,/Bxo,/0010,/05,-
150,2016.02.01,12489,"N10W42(643"",243"")",β/β,Cso/Dho,0240/0260,04/06,-
151,2016.02.01,12490,"S20W29(445"",-247"")",β/,Bxo/,0010/,03/,C1.6(01:09)  / -
152,2016.02.01,12491,"N02E57(-817"",89"")",β/-,Bxo/---,0010/----,02/--,-
153,2016.02.02,12489,"N10W56(796"",225"")",β/β,Cho/Cso,0250/0240,03/04,-
154,2016.02.02,12490,"S21W42(609"",-275"")",β/β,Bxo/Bxo,0010/0010,05/03,- / C1.6(01:09)
155,2016.02.02,12491,"N01E44(-678"",91"")",β/β,Dao/Bxo,0060/0010,04/02,-
156,2016.02.03,12489,"N10W71(907"",201"")",α/β,Hax/Cho,0220/0250,01/03,-
157,2016.02.03,12490,"S20W55(750"",-275"")",β/β,Cro/Bxo,0020/0010,05/05,-
158,2016.02.03,12491,"N02E31(-502"",123"")",β/β,Dao/Dao,0050/0060,03/04,C1.0(14:47)  / -
159,2016.02.03,12492,"N15E47(-689"",320"")",β/-,Dao/---,0010/----,03/--,C1.0(12:03) C1.0(11:21) / -
160,2016.02.04,12489,"N09W85(957"",160"")",α/α,Hax/Hax,0200/0220,02/01,-
161,2016.02.04,12490,"S21W69(849"",-311"")",β/β,Dao/Cro,0060/0020,10/05,C1.1(19:46) C1.1(07:09) / -
162,2016.02.04,12491,"N03E17(-285"",152"")",β/β,Dro/Dao,0030/0050,06/03,- / C1.0(14:47)
163,2016.02.04,12492,"N15E36(-554"",334"")",β/β,Dsi/Dao,0060/0010,05/03,- / C1.0(12:03) C1.0(11:21)
164,2016.02.04,12493,"S06W44(674"",-25"")",β/-,Dao/---,0030/----,05/--,-
165,2016.02.05,12489,"N09W91(960"",149"")",α/α,Hsx/Hax,0100/0200,01/02,-
166,2016.02.05,12490,"S21W83(901"",-334"")",β/β,Dao/Dao,0130/0060,09/10,- / C1.1(19:46) C1.1(07:09)
167,2016.02.05,12491,"N02E03(-51"",141"")",β/β,Cro/Dro,0020/0030,06/06,-
168,2016.02.05,12492,"N14E23(-370"",330"")",β/β,Dai/Dsi,0050/0060,07/05,-
169,2016.02.05,12493,"S07W59(829"",-63"")",β/β,Dao/Dao,0050/0030,05/05,-
170,2016.02.05,12494,"S12W04(66"",-97"")",βγδ/-,Dai/---,0150/----,07/--,C2.9(07:15) C3.0(00:49) / -
171,2016.02.06,12490,"S20W91(913"",-332"")",β/β,Cao/Dao,0080/0130,05/09,-
172,2016.02.06,12491,"N02W10(169"",140"")",α/β,Axx/Cro,0010/0020,02/06,-
173,2016.02.06,12492,"N14E10(-164"",338"")",β/β,Dso/Dai,0050/0050,08/07,-
174,2016.02.06,12493,"S05W71(917"",-49"")",β/β,Dro/Dao,0010/0050,05/05,-
175,2016.02.06,12494,"S12W17(279"",-100"")",βγ/βγδ,Dai/Dai,0230/0150,16/07,C1.0(19:33)C1.2(02:48)C1.1(02:40)/ C1.1(19:00) C2.9(07:15)C3.0(00:49)
176,2016.02.06,12495,"S07W59(829"",-62"")",β/-,Bxo/---,0010/----,06/--,-
177,2016.02.06,12496,"N09E43(-657"",229"")",α/-,Axx/---,0010/----,01/--,-
178,2016.02.07,12492,"N13W03(49"",324"")",β/β,Dri/Dso,0040/0050,08/08,-
179,2016.02.07,12494,"S11W30(479"",-92"")",β/βγ,Dai/Dai,0270/0230,09/16,- / C1.5(22:37) C1.0(19:33)C1.2(02:48)C1.1(02:40)
180,2016.02.07,12495,"S08W74(926"",-104"")",β/β,Cro/Bxo,0030/0010,04/06,-
181,2016.02.07,12497,"N13E45(-671"",293"")",β/-,Dai/---,0050/----,10/--,-
182,2016.02.07,12490,"S20W91(913"",-332"")",/β,/Cao,/0080,/05,-
183,2016.02.07,12491,"N01W23(381"",117"")",/α,/Axx,/0010,/02,-
184,2016.02.07,12493,"S06W86(964"",-93"")",/β,/Dro,/0010,/05,-
185,2016.02.07,12496,"N09E30(-482"",245"")",/α,/Axx,/0010,/01,C2.7(11:54) C1.1(10:29) / -
186,2016.02.08,12492,"N15W17(275"",352"")",β/β,Dro/Dri,0030/0040,07/08,C1.6(05:22)  / -
187,2016.02.08,12494,"S12W42(638"",-121"")",βδ/β,Dki/Dai,0270/0270,09/09,-
188,2016.02.08,12495,"S08W87(961"",-128"")",β/β,Dao/Cro,0070/0030,05/04,-
189,2016.02.08,12496,"N08E21(-346"",236"")",β/,Bxi/,0020/,04/,- / C2.7(11:54)
190,2016.02.08,12497,"N13E36(-558"",304"")",β/β,Dai/Dai,0070/0050,09/10,-
191,2016.02.08,12491,"N01W38(600"",103"")",/,/,/,/,-
192,2016.02.08,12493,"S06W91(966"",-102"")",/,/,/,/,-
193,2016.02.09,12492,"N14W32(501"",325"")",β/β,Cro/Dro,0020/0030,07/07,- / C1.6(05:22)
194,2016.02.09,12494,"S12W56(790"",-140"")",βγ/βδ,Dai/Dki,0240/0270,08/09,-
195,2016.02.09,12495,"S08W91(962"",-136"")",β/β,Dao/Dao,0180/0070,02/05,-
196,2016.02.09,12496,"N08E06(-101"",244"")",β/β,Bxo/Bxi,0010/0020,05/04,-
197,2016.02.09,12497,"N13E23(-371"",317"")",β/β,Dao/Dai,0200/0070,10/09,-
198,2016.02.09,12491,"N01W53(778"",83"")",/,/,/,/,C1.3(05:25)  / -
199,2016.02.10,12492,"N14W43(645"",313"")",β/β,Dao/Cro,0030/0020,04/07,-
200,2016.02.10,12494,"S12W65(863"",-154"")",β/βγ,Dao/Dai,0120/0240,06/08,-
201,2016.02.10,12496,"N08W03(50"",245"")",β/β,Bxo/Bxo,0010/0010,02/05,-
202,2016.02.10,12497,"N13E14(-230"",323"")",βγ/β,Dai/Dao,0180/0200,14/10,-
203,2016.02.10,12498,"N19E50(-705"",383"")",β/-,Bxo/---,0010/----,03/--,-
204,2016.02.10,12491,"N01W62(859"",69"")",/,/,/,/,- / C1.3(05:25)
205,2016.02.11,12492,"N14W61(826"",286"")",β/β,Cro/Dao,0020/0030,02/04,-
206,2016.02.11,12494,"S12W82(941"",-185"")",β/β,Dso/Dao,0070/0120,05/06,-
207,2016.02.11,12496,"N08W21(346"",239"")",β/β,Bxo/Bxo,0010/0010,03/02,-
208,2016.02.11,12497,"N13W04(66"",327"")",βγ/βγ,Eac/Dai,0240/0180,23/14,C2.6(16:22)/ C1.3(15:12)
209,2016.02.11,12498,"N19E33(-502"",404"")",α/β,Axx/Bxo,0010/0010,01/03,-
210,2016.02.11,12491,"N01W80(957"",36"")",/,/,/,/,-
211,2016.02.12,12492,"N14W71(892"",269"")",α/β,Hrx/Cro,0020/0020,02/02,C2.1(06:27)/ C1.2(23:54)
212,2016.02.12,12494,"S12W91(950"",-202"")",β/β,Dso/Dso,0040/0070,03/05,-
213,2016.02.12,12497,"N13W14(229"",325"")",βγδ/βγ,Eac/Eac,0180/0240,22/23,M1.0(10:36)C1.2(00:49)/ C8.9(20:18) C2.6(16:22)
214,2016.02.12,12498,"N18E20(-317"",400"")",α/α,Axx/Axx,0010/0010,01/01,-
215,2016.02.12,12491,"N01W90(971"",16"")",/,/,/,/,-
216,2016.02.12,12496,"N08W31(497"",231"")",/β,/Bxo,/0010,/03,-
217,2016.02.13,12492,"N14W91(942"",231"")",α/α,Axx/Hrx,0010/0020,01/02,- / C2.1(06:27)
218,2016.02.13,12494,"S14W91(942"",-235"")",α/β,Axx/Dso,0010/0040,01/03,-
219,2016.02.13,12497,"N13W32(503"",312"")",βγδ/βγδ,Eac/Eac,0250/0180,20/22,C2.4(20:45)C1.6(18:50)M1.8(15:16)C2.8(10:04)C1.3(08:25)C3.0(22:34)C6.8(17:10)/ M1.0(10:36) C1.2(00:49)
220,2016.02.13,12498,"N18E02(-32"",408"")",α/α,Axx/Axx,0010/0010,01/01,-
221,2016.02.13,12499,"N11E25(-404"",286"")",α/-,Axx/---,0010/----,01/--,-
222,2016.02.13,12496,"N08W50(738"",207"")",/,/,/,/,-
223,2016.02.14,12497,"N12W48(707"",276"")",βγδ/βγδ,Eac/Eac,0220/0250,23/20,M1.0(19:18)C1.4(11:53)C6.9(09:52)C1.0(08:30)C3.4(04:27)C1.1(21:29)C2.5(20:45)C1.6(18:50)/ M1.8(15:16) C2.8(10:04)C1.3(08:25)
224,2016.02.14,12500,"S18W42(620"",-217"")",β/-,Bxo/---,0010/----,03/--,C1.3(01:18)  / -
225,2016.02.14,12496,"N08W64(865"",184"")",/,/,/,/,-
226,2016.02.14,12498,"N18W11(176"",406"")",/α,/Axx,/0010,/01,-
227,2016.02.14,12499,"N11E11(-182"",295"")",/α,/Axx,/0010,/01,-
228,2016.02.15,12497,"N12W60(824"",257"")",βγδ/βγδ,Eac/Eac,0200/0220,18/23,C2.9(18:42)C2.2(18:08)C4.2(17:46)C1.6(17:32)C2.5(17:14)C3.3(14:40)M1.1(10:41)C2.3(09:29)C5.2(08:26)C1.4(05:27)C3.9(04:02)C2.4(21:10)/ M1.0(19:18) C1.4(11:53)C6.9(09:52)C1.0(08:30)C3.4(04:27)
229,2016.02.15,12500,"S18W53(739"",-232"")",β/β,Cro/Bxo,0020/0010,03/03,-
230,2016.02.15,12501,"N04E64(-872"",118"")",α/-,Hsx/---,0060/----,01/--,-
231,2016.02.15,12496,"N08W77(937"",160"")",/,/,/,/,-
232,2016.02.15,12498,"N18W23(362"",400"")",/,/,/,/,-
233,2016.02.15,12499,"N11W01(16"",298"")",/,/,/,/,-
234,2016.02.16,12497,"N12W70(893"",239"")",βγδ/βγδ,Eac/Eac,0240/0200,16/18,C4.1(21:14)C1.2(20:53)C1.6(20:02)C1.7(19:46)C1.2(19:31)C2.9(18:42)C2.2(18:08)C4.2(17:46)C1.6(17:32)C2.5(17:14)C3.3(14:40)- / M1.1(10:41) C2.3(09:29)C5.2(08:26)C1.4(05:27)C3.9(04:02)
235,2016.02.16,12500,"S18W64(831"",-249"")",α/β,Axx/Cro,0010/0020,01/03,-
236,2016.02.16,12501,"N04E54(-785"",135"")",α/α,Hsx/Hsx,0060/0060,01/01,-
237,2016.02.16,12496,"N08W87(960"",140"")",/,/,/,/,-
238,2016.02.16,12498,"N18W34(518"",390"")",/,/,/,/,-
239,2016.02.16,12499,"N11W11(182"",297"")",/,/,/,/,-
240,2016.02.17,12497,"N13W82(936"",232"")",βγδ/βγδ,Eac/Eac,0220/0240,14/16,C1.7(08:39)C2.9(06:17)C2.0(05:43)C9.4(04:54)C1.0(04:20)C2.0(02:33)C2.2(01:44)C1.4(01:03)/ C1.3(22:51) C2.8(18:44)C1.2(16:47)C2.1(15:29)C1.9(13:36)
241,2016.02.17,12501,"N04E42(-650"",154"")",α/α,Hsx/Hsx,0030/0060,01/01,-
242,2016.02.17,12502,"N08W06(100"",250"")",β/-,Bxo/---,0010/----,04/--,-
243,2016.02.17,12498,"N18W46(665"",375"")",/,/,/,/,-
244,2016.02.17,12499,"N11W23(373"",290"")",/,/,/,/,-
245,2016.02.17,12500,"S18W76(896"",-271"")",/α,/Axx,/0010,/01,-
246,2016.02.18,12497,"N13W91(945"",214"")",βγδ/βγδ,Eac/Eac,0220/0220,14/14,C1.1(16:07)C1.0(04:01)C7.2(01:49)/ C2.1(21:52) C4.6(20:05)C7.4(18:06)C1.3(12:28)C1.2(11:30)C1.0(10:59)C2.0(09:54)C1.7(08:39)C2.9(06:17)C2.0(05:43)C9.4(04:54)C1.0(04:20)
247,2016.02.18,12501,"N05E22(-363"",193"")",α/α,Hsx/Hsx,0050/0030,01/01,-
248,2016.02.18,12502,"N08W26(422"",239"")",β/β,Bxo/Bxo,0010/0010,02/04,-
249,2016.02.18,12503,"N06W12(201"",215"")",β/-,Cro/---,0020/----,03/--,-
250,2016.02.18,12498,"N18W65(837"",345"")",/,/,/,/,-
251,2016.02.18,12499,"N11W43(651"",268"")",/,/,/,/,-
252,2016.02.18,12500,"S18W91(922"",-299"")",/,/,/,/,-
253,2016.02.19,12501,"N05E08(-135"",201"")",α/α,Hsx/Hsx,0050/0050,01/01,- / C1.8(21:08)
254,2016.02.19,12502,"N09W40(618"",240"")",β/β,Bxo/Bxo,0010/0010,03/02,-
255,2016.02.19,12503,"N06W26(424"",207"")",α/β,Axx/Cro,0010/0020,01/03,-
256,2016.02.19,12498,"N18W79(906"",319"")",/,/,/,/,-
257,2016.02.19,12499,"N11W57(800"",247"")",/,/,/,/,-
258,2016.02.20,12501,"N04W03(50"",186"")",β/α,Cso/Hsx,0080/0050,03/01,-
259,2016.02.20,12503,"N05W39(610"",176"")",β/α,Cro/Axx,0020/0010,06/01,-
260,2016.02.20,12504,"N12W14(230"",314"")",β/-,Bxo/---,0010/----,03/--,-
261,2016.02.20,12498,"N18W91(922"",295"")",/,/,/,/,-
262,2016.02.20,12499,"N11W71(901"",221"")",/,/,/,/,- / C1.4(08:49) C2.1(04:33)C1.3(01:17)C1.6(00:03)
263,2016.02.20,12502,"N07W54(780"",186"")",/β,/Bxo,/0010,/03,-
264,2016.02.21,12501,"N04W16(267"",182"")",β/β,Cso/Cso,0080/0080,03/03,-
