,Date,NOAA Number,Latest Position,Hale Class,McIntosh Class,Sunspot Area [millionths],Number of Spots,Recent Flares
109,2018.04.23,12704,"N12W91(932"",196"")",/,/,/,/,-
110,2018.04.23,12707,"S10E06(-98"",-85"")",/α,/Axx,/0010,/01,-
111,2018.04.24,12706,"N02E07(-116"",112"")",β/β,Cao/Dao,0080/0130,12/10,-
112,2018.04.24,12707,"S10W08(131"",-87"")",/,/,/,/,-
113,2018.04.25,12706,"N02W08(133"",111"")",β/β,Cao/Cao,0050/0080,09/12,-
114,2018.04.25,12707,"S10W22(353"",-93"")",/,/,/,/,-
115,2018.04.26,12706,"N03W19(311"",122"")",β/β,Cro/Cao,0050/0050,07/09,-
116,2018.04.26,12707,"S10W36(553"",-104"")",/,/,/,/,-
117,2018.04.27,12706,"N03W36(561"",110"")",α/β,Hrx/Cro,0020/0050,04/07,-
118,2018.04.27,12707,"S10W50(720"",-117"")",/,/,/,/,-
119,2018.04.28,12706,"N03W49(720"",98"")",α/α,Axx/Hrx,0010/0020,01/04,-
120,2018.04.28,12707,"S10W63(837"",-132"")",/,/,/,/,-
121,2018.04.29,12706,"N03W62(841"",83"")",/α,/Axx,/0010,/01,-
122,2018.04.29,12707,"S10W76(910"",-147"")",/,/,/,/,-
123,2018.04.30,12706,"N03W76(923"",66"")",/,/,/,/,-
124,2018.04.30,12707,"S10W90(937"",-164"")",/,/,/,/,-
125,2018.05.01,12706,"N03W91(950"",48"")",/,/,/,/,-
126,2018.05.05,12708,"S09E44(-654"",-104"")",β/-,Cro/---,0030/----,03/--,-
127,2018.05.06,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day
128,2018.05.07,12708,"S10E17(-274"",-110"")",β/β,Bxo/Bxo,0010/0010,04/04,-
129,2018.05.08,12708,"S11E03(-49"",-126"")",β/β,Bxo/Bxo,0010/0010,04/04,-
130,2018.05.09,12708,"S09W10(163"",-95"")",β/β,Bxo/Bxo,0010/0010,03/04,-
131,2018.05.09,12709,"N05E56(-786"",113"")",α/-,Axx/---,0010/----,02/--,-
132,2018.05.10,12708,"S10W22(351"",-117"")",α/β,Axx/Bxo,0010/0010,01/03,-
133,2018.05.10,12709,"N05E43(-647"",121"")",α/α,Axx/Axx,0010/0010,01/02,-
134,2018.05.11,12709,"N05E29(-460"",127"")",α/α,Axx/Axx,0010/0010,01/01,-
135,2018.05.11,12708,"S10W36(551"",-124"")",/α,/Axx,/0010,/01,-
136,2018.05.12,12709,"N05E15(-245"",130"")",α/α,Axx/Axx,0010/0010,01/01,-
137,2018.05.12,12708,"S10W50(718"",-133"")",/,/,/,/,-
138,2018.05.13,12709,"N06W03(49"",145"")",α/α,Axx/Axx,0010/0010,02/01,-
139,2018.05.13,12708,"S10W69(873"",-148"")",/,/,/,/,-
140,2018.05.14,12709,"N04W11(181"",110"")",α/α,Axx/Axx,0010/0010,01/02,-
141,2018.05.14,12708,"S10W78(914"",-155"")",/,/,/,/,-
142,2018.05.15,12708,"S10W91(933"",-165"")",/,/,/,/,-
143,2018.05.15,12709,"N04W26(416"",105"")",/α,/Axx,/0010,/01,-
144,2018.05.16,12709,"N04W41(622"",97"")",/,/,/,/,-
145,2018.05.17,12709,"N04W56(786"",88"")",/,/,/,/,-
146,2018.05.18,12709,"N04W71(895"",78"")",/,/,/,/,-
147,2018.05.19,12709,"N04W86(943"",68"")",/,/,/,/,-
148,2018.05.20,12709,"N04W91(945"",65"")",/,/,/,/,-
149,2018.05.22,12710,"N16E55(-747"",278"")",β/-,Cro/---,0020/----,02/--,-
150,2018.05.23,12710,"N17E43(-619"",297"")",β/β,Bxo/Cro,0020/0020,02/02,-
151,2018.05.24,12710,"N18E28(-424"",315"")",β/β,Bxo/Bxo,0010/0020,02/02,-
152,2018.05.24,12711,"N06W38(581"",119"")",β/-,Dao/---,0040/----,08/--,-
153,2018.05.25,12710,"N17E16(-250"",300"")",α/β,Axx/Bxo,0000/0010,01/02,-
154,2018.05.25,12711,"N06W51(733"",114"")",β/β,Cai/Dao,0060/0040,06/08,-
155,2018.05.25,12712,"N13E66(-844"",222"")",β/-,Cso/---,0080/----,02/--,-
156,2018.05.26,12711,"N06W64(847"",108"")",β/β,Cso/Cai,0040/0060,05/06,-
157,2018.05.26,12712,"N14E47(-673"",244"")",β/β,Cao/Cso,0040/0080,07/02,-
158,2018.05.26,12710,"N17E02(-31"",299"")",/α,/Axx,/0000,/01,-
159,2018.05.27,12711,"N07W79(922"",119"")",β/β,Cro/Cso,0030/0040,03/05,-
160,2018.05.27,12712,"N15E34(-513"",262"")",β/β,Cao/Cao,0040/0040,03/07,-
161,2018.05.27,12710,"N17W12(188"",296"")",/,/,/,/,-
162,2018.05.28,12711,"N05W91(942"",82"")",β/β,Bxo/Cro,0010/0030,02/03,-
163,2018.05.28,12712,"N15E19(-298"",262"")",β/β,Cro/Cao,0040/0040,05/03,-
164,2018.05.28,12710,"N17W26(398"",293"")",/,/,/,/,-
165,2018.05.29,12712,"N15E09(-143"",261"")",β/β,Csi/Cro,0080/0040,10/05,- / C2.7(17:04)
166,2018.05.29,12710,"N17W40(583"",289"")",/,/,/,/,-
167,2018.05.30,12712,"N16W04(63"",275"")",β/β,Csi/Csi,0070/0080,12/10,-
168,2018.05.30,12710,"N17W54(733"",285"")",/,/,/,/,-
169,2018.05.31,12712,"N16W18(282"",273"")",β/β,Cro/Csi,0030/0070,08/12,-
170,2018.05.31,12710,"N17W68(840"",281"")",/,/,/,/,-
171,2018.06.01,12712,"N16W32(483"",270"")",βγ/β,Dro/Cro,0050/0030,11/08,-
172,2018.06.01,12710,"N17W82(896"",278"")",/,/,/,/,-
173,2018.06.02,12712,"N16W45(644"",267"")",βγ/βγ,Dro/Dro,0060/0050,12/11,-
174,2018.06.02,12710,"N17W91(904"",276"")",/,/,/,/,-
175,2018.06.03,12712,"N15W57(767"",248"")",β/βγ,Cro/Dro,0030/0060,10/12,-
176,2018.06.04,12712,"N14W72(873"",230"")",β/β,Bxo/Cro,0010/0030,06/10,-
177,2018.06.05,12712,"N14W86(915"",228"")",α/β,Axx/Bxo,0010/0010,01/06,-
178,2018.06.06,12712,"N14W91(916"",228"")",/α,/Axx,/0010,/01,C1.0(10:44)  / -
179,2018.06.13,12713,"N03E55(-774"",41"")",β/-,Bxo/---,0010/----,02/--,-
180,2018.06.14,12713,"N06E42(-630"",86"")",β/β,Bxo/Bxo,0060/0010,06/02,-
181,2018.06.15,12713,"N05E29(-457"",66"")",β/β,Bxi/Bxo,0030/0060,06/06,-
182,2018.06.16,12713,"N05E16(-260"",63"")",β/β,Bxo/Bxi,0010/0030,03/06,-
183,2018.06.17,12713,"N05E01(-16"",60"")",α/β,Axx/Bxo,0010/0010,03/03,-
184,2018.06.18,12713,"N05W12(196"",59"")",β/α,Bxo/Axx,0020/0010,05/03,-
185,2018.06.19,12713,"N05W27(428"",59"")",β/β,Bxo/Bxo,0010/0020,06/05,-
186,2018.06.19,12714,"N08W55(767"",116"")",β/-,Bxo/---,0010/----,02/--,-
187,2018.06.20,12713,"N05W38(580"",60"")",β/β,Bxo/Bxo,0010/0010,02/06,-
188,2018.06.20,12714,"N08W68(867"",121"")",β/β,Cao/Bxo,0040/0010,05/02,-
189,2018.06.20,12715,"N07E18(-290"",89"")",β/-,Cro/---,0030/----,04/--,-
190,2018.06.21,12713,"N05W52(742"",64"")",β/β,Dso/Bxo,0040/0010,09/02,-
191,2018.06.21,12714,"N08W81(923"",126"")",β/β,Cro/Cao,0030/0040,03/05,-
192,2018.06.21,12715,"N08E06(-98"",102"")",β/β,Dai/Cro,0110/0030,12/04,C2.1(01:09)  / -
193,2018.06.22,12713,"N05W66(860"",69"")",β/β,Dso/Dso,0070/0040,08/09,-
194,2018.06.22,12714,"N08W91(934"",131"")",β/β,Bxo/Cro,0010/0030,02/03,-
195,2018.06.22,12715,"N08W08(130"",100"")",β/β,Dao/Dai,0160/0110,13/12,- / C2.1(01:09)
196,2018.06.23,12713,"N05W78(920"",75"")",β/β,Dao/Dso,0070/0070,06/08,-
197,2018.06.23,12715,"N08W22(351"",100"")",β/β,Dac/Dao,0110/0160,15/13,-
198,2018.06.24,12713,"N05W91(939"",82"")",β/β,Dao/Dao,0070/0070,06/06,-
199,2018.06.24,12715,"N08W35(537"",102"")",βδ/β,Dac/Dac,0120/0110,08/15,-
200,2018.06.25,12715,"N07W46(675"",89"")",β/βδ,Dac/Dac,0100/0120,06/08,-
201,2018.06.25,12713,"N04W91(940"",66"")",/β,/Dao,/0070,/06,-
202,2018.06.26,12715,"N08W60(810"",112"")",βγ/β,Cai/Dac,0040/0100,04/06,-
203,2018.06.27,12715,"N07W69(875"",100"")",α/βγ,Hrx/Cai,0020/0040,02/04,-
204,2018.06.28,12715,"N07W88(935"",113"")",/α,/Hrx,/0020,/02,-
205,2018.07.22,12716,"N16W14(220"",182"")",α/-,Axx/---,0010/----,01/--,-
206,2018.07.23,12716,"N16W28(427"",188"")",/α,/Axx,/0010,/01,-
207,2018.07.24,12716,"N16W42(609"",198"")",/,/,/,/,-
208,2018.07.25,12716,"N16W56(754"",212"")",/,/,/,/,-
209,2018.07.26,12716,"N16W70(854"",230"")",/,/,/,/,-
210,2018.07.27,12716,"N16W84(903"",250"")",/,/,/,/,-
211,2018.07.28,12716,"N16W91(907"",260"")",/,/,/,/,-
212,2018.08.02,12717,"S07E15(-243"",-208"")",α/-,Axx/---,0010/----,01/--,-
213,2018.08.03,12717,"S08W00(0"",-229"")",α/α,Axx/Axx,0010/0010,01/01,-
214,2018.08.04,12717,"S08W14(227"",-227"")",/α,/Axx,/0010,/01,-
215,2018.08.05,12717,"S08W28(441"",-219"")",/,/,/,/,-
216,2018.08.06,12717,"S08W42(628"",-206"")",/,/,/,/,-
217,2018.08.07,12717,"S08W56(778"",-188"")",/,/,/,/,-
218,2018.08.08,12717,"S08W70(881"",-166"")",/,/,/,/,-
219,2018.08.09,12717,"S08W84(931"",-141"")",/,/,/,/,-
220,2018.08.10,12717,"S08W91(936"",-128"")",/,/,/,/,-
221,2018.08.15,12718,"S08E35(-539"",-220"")",β/-,Bxo/---,0010/----,02/--,-
222,2018.08.16,12718,"S07E22(-353"",-217"")",β/β,Cro/Bxo,0010/0010,02/02,-
223,2018.08.17,12718,"S08E09(-147"",-241"")",β/β,Bxo/Cro,0010/0010,02/02,-
224,2018.08.18,12718,"S07W04(65"",-226"")",α/β,Hrx/Bxo,0020/0010,01/02,-
225,2018.08.19,12718,"S07W17(276"",-222"")",α/α,Axx/Hrx,0010/0020,01/01,-
226,2018.08.20,12719,"S06E29(-458"",-198"")",β/-,Bxo/---,0010/----,05/--,-
227,2018.08.20,12718,"S06W33(515"",-193"")",/α,/Axx,/0010,/01,-
228,2018.08.21,12719,"S07E15(-244"",-225"")",β/β,Bxo/Bxo,0010/0010,05/05,-
229,2018.08.21,12718,"S06W48(702"",-174"")",/,/,/,/,-
230,2018.08.22,12719,"S12E01(-16"",-309"")",β/β,Bxo/Bxo,0010/0010,05/05,-
231,2018.08.22,12718,"S06W63(841"",-150"")",/,/,/,/,-
232,2018.08.23,12719,"S06W11(180"",-212"")",α/β,Axx/Bxo,0010/0010,02/05,-
233,2018.08.23,12718,"S06W78(923"",-122"")",/,/,/,/,-
234,2018.08.24,12719,"S07W22(354"",-222"")",βγ/α,Cro/Axx,0040/0010,05/02,-
235,2018.08.24,12718,"S06W91(943"",-96"")",/,/,/,/,-
236,2018.08.25,12719,"S08W35(540"",-226"")",β/βγ,Cro/Cro,0030/0040,04/05,-
237,2018.08.25,12720,"N08W38(580"",40"")",β/-,Dro/---,0030/----,05/--,-
238,2018.08.26,12719,"S06W50(725"",-173"")",β/β,Cro/Cro,0030/0030,04/04,-
239,2018.08.26,12720,"N08W53(752"",61"")",β/β,Dao/Dro,0100/0030,07/05,-
240,2018.08.27,12719,"S06W67(870"",-144"")",α/β,Axx/Cro,0010/0030,01/04,-
241,2018.08.27,12720,"N08W69(879"",89"")",β/β,Cso/Dao,0060/0100,05/07,-
242,2018.08.28,12720,"N08W82(931"",114"")",α/β,Hsx/Cso,0050/0060,02/05,-
243,2018.08.28,12719,"S06W80(930"",-118"")",/α,/Axx,/0010,/01,-
244,2018.08.29,12720,"N07W91(942"",116"")",α/α,Axx/Hsx,0010/0050,01/02,-
245,2018.08.29,12719,"S06W91(944"",-96"")",/,/,/,/,-
246,2018.08.30,12720,"N07W91(942"",116"")",/α,/Axx,/0010,/01,-
247,2018.09.09,12721,"N09W29(457"",44"")",β/-,Bxo/---,0010/----,06/--,-
248,2018.09.10,12721,"N10W42(629"",76"")",β/β,Bxo/Bxo,0010/0010,02/06,-
249,2018.09.11,12721,"N11W57(786"",116"")",/β,/Bxo,/0010,/02,-
250,2018.09.12,12722,"S07E03(-49"",-235"")",β/-,Bxo/---,0010/----,04/--,-
251,2018.09.12,12721,"N11W71(885"",142"")",/,/,/,/,-
252,2018.09.13,12722,"S07W13(213"",-232"")",α/β,Axx/Bxo,0000/0010,01/04,-
253,2018.09.13,12721,"N11W85(932"",170"")",/,/,/,/,-
254,2018.09.14,12721,"N11W91(935"",182"")",/,/,/,/,-
255,2018.09.14,12722,"S07W28(446"",-221"")",/α,/Axx,/0000,/01,-
256,2018.09.15,12722,"S07W42(635"",-204"")",/,/,/,/,-
257,2018.09.16,12722,"S07W55(777"",-183"")",/,/,/,/,-
258,2018.09.17,12722,"S07W68(879"",-159"")",/,/,/,/,-
259,2018.09.18,12722,"S07W83(940"",-129"")",/,/,/,/,-
260,2018.09.19,12722,"S07W91(947"",-113"")",/,/,/,/,-
261,2018.09.20,12722,"S07W91(947"",-113"")",/,/,/,/,-
262,2018.09.30,12723,"S08W15(246"",-240"")",β/-,Bxo/---,0010/----,03/--,-
263,2018.10.01,12723,"S08W29(461"",-229"")",β/β,Dro/Bxo,0030/0010,04/03,-
264,2018.10.02,12723,"S08W43(649"",-213"")",β/β,Dso/Dro,0030/0030,04/04,-
265,2018.10.03,12723,"S08W56(788"",-193"")",β/β,Cro/Dso,0030/0030,04/04,-
266,2018.10.04,12723,"S08W70(893"",-169"")",β/β,Bxo/Cro,0010/0030,02/04,-
267,2018.10.05,12723,"S12W85(934"",-207"")",α/β,Axx/Bxo,0010/0010,01/02,-
268,2018.10.06,12723,"S12W91(938"",-196"")",/α,/Axx,/0010,/01,-
269,2018.10.07,12723,"S12W91(938"",-196"")",/,/,/,/,-
270,2018.10.13,12724,"S08E43(-651"",-206"")",α/-,Hrx/---,0020/----,01/--,-
271,2018.10.14,12724,"S08E26(-419"",-221"")",α/α,Hsx/Hrx,0010/0020,01/01,-
272,2018.10.14,12725,"S10E45(-671"",-235"")",α/-,Axx/---,0010/----,01/--,-
273,2018.10.15,12724,"S07E13(-215"",-211"")",α/α,Axx/Hsx,0010/0010,01/01,-
274,2018.10.15,12725,"S11E30(-473"",-266"")",α/α,Axx/Axx,0010/0010,01/01,-
275,2018.10.16,12725,"S10E18(-294"",-257"")",α/α,Axx/Axx,0000/0010,01/01,-
276,2018.10.16,12724,"S07W02(33"",-213"")",/α,/Axx,/0010,/01,-
277,2018.10.17,12724,"S07W14(232"",-209"")",/,/,/,/,-
278,2018.10.17,12725,"S10E04(-66"",-260"")",/α,/Axx,/0000,/01,-
279,2018.10.18,12725,"S11W09(148"",-274"")",α/,Axx/,0000/,01/,-
280,2018.10.18,12724,"S07W27(435"",-200"")",/,/,/,/,-
281,2018.10.19,12724,"S07W42(641"",-185"")",/,/,/,/,-
282,2018.10.19,12725,"S11W23(370"",-267"")",/α,/Axx,/0000,/01,-
283,2018.10.20,12724,"S07W55(785"",-169"")",/,/,/,/,-
284,2018.10.20,12725,"S11W36(557"",-256"")",/,/,/,/,-
285,2018.10.21,12724,"S07W70(899"",-147"")",/,/,/,/,-
286,2018.10.21,12725,"S11W50(726"",-240"")",/,/,/,/,-
287,2018.10.22,12724,"S07W83(949"",-127"")",/,/,/,/,-
288,2018.10.22,12725,"S11W63(844"",-222"")",/,/,/,/,-
289,2018.10.23,12724,"S07W88(956"",-120"")",/,/,/,/,-
290,2018.10.23,12725,"S11W67(872"",-217"")",/,/,/,/,-
291,2018.10.24,12725,"S11W82(937"",-195"")",/,/,/,/,-
292,2018.10.25,12725,"S11W91(946"",-181"")",/,/,/,/,-
293,2018.10.26,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day
294,2018.10.27,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day
295,2018.10.28,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day
296,2018.10.29,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day
297,2018.10.30,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day
298,2018.10.31,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day
299,2018.11.01,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day
300,2018.11.02,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day
301,2018.11.03,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day
302,2018.11.04,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day
303,2018.11.05,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day,No Data Available For This Day
