,Date,NOAA Number,Latest Position,Hale Class,McIntosh Class,Sunspot Area [millionths],Number of Spots,Recent Flares
536,2010.12.11,11132,"N11W91(930"",181"")",α/α,Axx/Axx,0000/0000,01/01,-
537,2010.12.11,11133,"N15W23(359"",142"")",α/α,Hsx/Hsx,0090/0090,01/01,-
538,2010.12.12,11131,"N31W61(712"",438"")",β/α,Cho/Hhx,0300/0320,02/01,-
539,2010.12.12,11133,"N15W36(540"",154"")",β/α,Cso/Hsx,0110/0090,03/01,-
540,2010.12.13,11131,"N31W72(774"",455"")",β/β,Dho/Cho,0290/0300,02/02,-
541,2010.12.13,11133,"N14W47(675"",152"")",α/β,Hsx/Cso,0090/0110,01/03,-
542,2010.12.13,11134,"N18W47(661"",217"")",β/-,Cao/---,0020/----,03/--,-
543,2010.12.13,11135,"N18E42(-605"",210"")",α/-,Axx/---,0000/----,01/--,-
544,2010.12.14,11131,"N30W86(819"",463"")",α/β,Hhx/Dho,0270/0290,01/02,-
545,2010.12.14,11133,"N14W62(814"",175"")",α/α,Hsx/Hsx,0080/0090,01/01,C2.3(15:03)  / -
546,2010.12.14,11134,"N18W47(661"",217"")",β/β,Cao/Cao,0020/0020,03/03,-
547,2010.12.14,11135,"N18E42(-605"",210"")",α/α,Axx/Axx,0000/0000,01/01,-
548,2010.12.15,11131,"N32W91(804"",500"")",α/α,Hsx/Hhx,0240/0270,01/01,-
549,2010.12.15,11133,"N15W75(885"",215"")",α/α,Hsx/Hsx,0080/0080,01/01,-
550,2010.12.15,11134,"N18W60(782"",236"")",α/β,Axx/Cao,0000/0020,01/03,-
551,2010.12.16,11133,"N13W88(923"",207"")",α/α,Hsx/Hsx,0050/0080,01/01,-
552,2010.12.16,11135,"N19E03(-47"",198"")",β/-,Bxo/---,0020/----,02/--,-
553,2010.12.17,11133,"N16W91(911"",261"")",α/α,Hsx/Hsx,0060/0050,01/01,-
554,2010.12.17,11135,"N19E03(-47"",198"")",β/β,Bxo/Bxo,0020/0020,02/02,-
555,2010.12.18,11135,"N19W12(187"",201"")",α/β,Axx/Bxo,0000/0020,01/02,-
556,2010.12.19,11135,"N19W25(380"",207"")",/α,/Axx,/0000,/01,-
557,2010.12.20,11135,"N19W38(554"",220"")",/,/,/,/,-
558,2010.12.21,11135,"N19W51(699"",237"")",/,/,/,/,-
559,2010.12.22,11135,"N19W64(808"",258"")",/,/,/,/,-
560,2010.12.23,11135,"N19W77(875"",282"")",/,/,/,/,-
561,2010.12.24,11135,"N19W90(897"",306"")",/,/,/,/,-
562,2010.12.25,11135,"N19W91(897"",308"")",/,/,/,/,-
563,2010.12.26,11136,"S22W71(832"",-388"")",β/-,Bxo/---,0010/----,03/--,-
564,2010.12.26,11137,"N18E09(-141"",181"")",β/-,Cro/---,0020/----,05/--,-
565,2010.12.27,11136,"S22W85(875"",-361"")",β/β,Bxo/Bxo,0010/0010,02/03,-
566,2010.12.27,11137,"N18W04(63"",182"")",β/β,Bxo/Cro,0010/0020,06/05,-
567,2010.12.27,11138,"N13W26(406"",111"")",β/-,Dao/---,0050/----,04/--,-
568,2010.12.28,11138,"N13W26(406"",111"")",β/β,Dao/Dao,0050/0050,04/04,-
569,2010.12.29,11138,"N13W40(595"",126"")",βγ/β,Dai/Dao,0060/0050,09/04,-
570,2010.12.29,11139,"S26E34(-478"",-499"")",βγ/-,Bxo/---,0010/----,02/--,-
571,2010.12.30,11138,"N13W53(740"",143"")",βγ/βγ,Dro/Dai,0040/0060,04/09,-
572,2010.12.30,11139,"S26E34(-478"",-501"")",β/-,Bxo/---,0010/----,02/--,-
573,2010.12.30,11137,"N18W40(582"",206"")",/,/,/,/,-
574,2010.12.31,11138,"N12W69(891"",220"")",α/βγ,Hrx/Dro,0020/0040,03/04,-
575,2010.12.31,11139,"S26E19(-286"",-385"")",α/β,Axx/Bxo,0000/0010,01/02,-
576,2010.12.31,11137,"N17W54(756"",313"")",/,/,/,/,-
