,Date,NOAA Number,Latest Position,Hale Class,McIntosh Class,Sunspot Area [millionths],Number of Spots,Recent Flares
33,2021.01.26,12798,"S16W35(539"",-192"")",/,/,/,/,-
34,2021.01.27,12797,"S17W54(755"",-229"")",α/α,Axx/Hrx,0010/0020,02/02,-
35,2021.01.27,12799,"N23W91(896"",376"")",α/β,Axx/Dro,0000/0020,01/04,-
36,2021.01.27,12798,"S16W49(708"",-206"")",/,/,/,/,-
37,2021.01.28,12797,"S18W63(826"",-257"")",α/α,Axx/Axx,0010/0010,02/02,-
38,2021.01.28,12800,"N19W27(419"",399"")",β/-,Bxo/---,0010/----,04/--,-
39,2021.01.28,12798,"S16W58(795"",-217"")",/,/,/,/,-
40,2021.01.28,12799,"N23W91(895"",376"")",/α,/Axx,/0000,/01,-
41,2021.01.29,12797,"S18W81(915"",-284"")",/α,/Axx,/0010,/02,-
42,2021.01.29,12798,"S16W77(912"",-245"")",/,/,/,/,-
43,2021.01.29,12800,"N18W47(679"",364"")",/β,/Bxo,/0010,/04,-
44,2021.01.30,12797,"S18W91(925"",-300"")",/,/,/,/,-
45,2021.01.30,12798,"S16W90(935"",-266"")",/,/,/,/,-
46,2021.01.30,12800,"N18W60(803"",347"")",/,/,/,/,-
47,2021.01.31,12800,"N18W62(818"",344"")",/,/,/,/,-
48,2021.02.01,12800,"N18W86(923"",305"")",/,/,/,/,-
49,2021.02.02,12800,"N18W91(925"",297"")",/,/,/,/,-
50,2021.02.03,12801,"N31W55(684"",551"")",β/-,Bxo/---,0010/----,02/--,-
51,2021.02.04,12801,"N30W71(797"",514"")",α/β,Axx/Bxo,0000/0010,01/02,-
52,2021.02.05,12801,"N30W84(837"",493"")",/α,/Axx,/0000,/01,-
53,2021.02.06,12801,"N30W91(841"",481"")",/,/,/,/,-
54,2021.02.07,12801,"N30W91(841"",481"")",/,/,/,/,-
55,2021.02.19,12802,"N19W50(704"",386"")",β/-,Bxo/---,0015/----,02/--,-
56,2021.02.20,12803,"N21E50(-695"",417"")",α/-,Axx/---,0030/----,02/--,-
57,2021.02.20,12802,"N18W66(843"",343"")",/β,/Bxo,/0015,/02,-
58,2021.02.21,12803,"N21E37(-546"",435"")",α/α,Axx/Axx,0010/0030,02/02,-
59,2021.02.21,12802,"N18W80(908"",317"")",/,/,/,/,-
60,2021.02.22,12803,"N20E26(-400"",431"")",α/α,Axx/Axx,0010/0010,01/02,-
61,2021.02.22,12802,"N18W91(921"",295"")",/,/,/,/,-
62,2021.02.23,12804,"N18W15(239"",409"")",β/-,Cro/---,0030/----,03/--,-
63,2021.02.23,12805,"S23W09(140"",-267"")",β/-,Bxo/---,0010/----,03/--,-
64,2021.02.23,12803,"N20E18(-282"",437"")",/α,/Axx,/0010,/01,-
65,2021.02.24,12804,"N19W32(487"",411"")",β/β,Cso/Cro,0050/0030,05/03,-
66,2021.02.24,12805,"S22W26(395"",-260"")",β/β,Cao/Bxo,0050/0010,06/03,-
67,2021.02.24,12803,"N20W01(15"",443"")",/,/,/,/,-
68,2021.02.25,12804,"N19W45(649"",394"")",β/β,Dai/Cso,0120/0050,10/05,-
69,2021.02.25,12805,"S22W40(579"",-275"")",β/β,Cso/Cao,0030/0050,03/06,-
70,2021.02.25,12803,"N20W15(236"",440"")",/,/,/,/,-
71,2021.02.26,12804,"N18W58(782"",358"")",β/β,Dsi/Dai,0190/0120,10/10,-
72,2021.02.26,12805,"S22W53(719"",-293"")",α/β,Axx/Cso,0010/0030,01/03,-
73,2021.02.26,12803,"N20W29(442"",429"")",/,/,/,/,-
74,2021.02.27,12804,"N18W59(791"",357"")",β/β,Dsi/Dsi,0170/0190,06/10,-
75,2021.02.27,12803,"N20W32(483"",426"")",/,/,/,/,-
76,2021.02.27,12805,"S22W56(746"",-297"")",/α,/Axx,/0010,/01,-
77,2021.02.28,12804,"N21W86(901"",352"")",β/β,Dso/Dsi,0190/0170,04/06,C3.9(06:40)/ C2.7(17:51)
78,2021.02.28,12803,"N20W57(764"",391"")",/,/,/,/,-
79,2021.02.28,12805,"S22W81(887"",-342"")",/,/,/,/,-
80,2021.03.01,12804,"N18W91(919"",294"")",β/β,Dso/Dso,0120/0190,03/04,- / C3.9(06:40)
81,2021.03.01,12803,"N20W71(860"",366"")",/,/,/,/,-
82,2021.03.01,12805,"S22W91(897"",-361"")",/,/,/,/,-
83,2021.03.02,12803,"N20W85(905"",338"")",/,/,/,/,-
84,2021.03.03,12806,"S31W13(187"",-393"")",β/-,Bxo/---,0010/----,04/--,-
85,2021.03.03,12807,"S17E31(-478"",-181"")",β/-,Bxo/---,0020/----,04/--,-
86,2021.03.03,12803,"N20W91(908"",326"")",/,/,/,/,-
87,2021.03.04,12806,"S31W26(364"",-401"")",β/β,Cro/Bxo,0030/0010,06/04,-
88,2021.03.04,12807,"S18E17(-270"",-186"")",β/β,Cro/Bxo,0030/0020,04/04,-
89,2021.03.05,12806,"S31W39(523"",-414"")",β/β,Bxo/Cro,0010/0030,06/06,-
90,2021.03.05,12807,"S18E04(-64"",-181"")",β/β,Cro/Cro,0030/0030,06/04,-
91,2021.03.06,12807,"S18W09(144"",-182"")",β/β,Bxo/Cro,0010/0030,04/06,-
92,2021.03.06,12806,"S32W53(656"",-447"")",/β,/Bxo,/0010,/06,-
93,2021.03.07,12806,"S31W67(763"",-453"")",α/,Axx/,0010/,01/,-
94,2021.03.07,12807,"S18W20(315"",-188"")",α/β,Axx/Bxo,0010/0010,02/04,-
95,2021.03.08,12806,"S30W71(792"",-445"")",β/α,Bxo/Axx,0010/0010,04/01,-
96,2021.03.09,12806,"S31W89(827"",-491"")",β/β,Cro/Bxo,0020/0010,02/04,-
97,2021.03.09,12807,"S18W48(684"",-219"")",/-,/---,/----,/--,-
98,2021.03.10,12807,"S18W62(812"",-242"")",β/,Bxo/,0010/,02/,-
99,2021.03.10,12808,"N19E56(-758"",376"")",α/-,Hsx/---,0020/----,01/--,-
100,2021.03.11,12808,"N19E43(-624"",396"")",α/α,Hsx/Hsx,0020/0020,01/01,-
101,2021.03.11,12807,"S18W76(891"",-268"")",/β,/Bxo,/0010,/02,-
102,2021.03.12,12808,"N19E30(-457"",412"")",α/α,Hsx/Hsx,0050/0020,01/01,-
103,2021.03.12,12809,"S21E01(-15"",-231"")",β/-,Bxo/---,0010/----,02/--,-
104,2021.03.12,12807,"S18W90(917"",-295"")",/,/,/,/,-
105,2021.03.13,12808,"N19E20(-313"",420"")",β/α,Cao/Hsx,0030/0050,05/01,-
106,2021.03.13,12809,"S21W13(203"",-234"")",/β,/Bxo,/0010,/02,-
107,2021.03.14,12808,"N19E06(-95"",426"")",α/β,Hax/Cao,0010/0030,02/05,-
108,2021.03.14,12809,"S21W27(410"",-243"")",/,/,/,/,-
109,2021.03.15,12808,"N19W08(127"",425"")",α/α,Axx/Hax,0010/0010,01/02,-
110,2021.03.15,12809,"S22W38(552"",-271"")",β/,Cso/,0020/,03/,-
111,2021.03.16,12808,"N19W11(174"",424"")",α/α,Axx/Axx,0010/0010,01/01,-
112,2021.03.16,12809,"S22W46(644"",-282"")",β/β,Bxo/Cso,0010/0020,03/03,-
113,2021.03.17,12808,"N19W31(470"",409"")",α/α,Axx/Axx,0010/0010,01/01,-
114,2021.03.17,12810,"N17E52(-728"",350"")",α/-,Hrx/---,0030/----,02/--,-
115,2021.03.17,12809,"S22W65(811"",-312"")",/β,/Bxo,/0010,/03,-
116,2021.03.18,12810,"N18E40(-590"",383"")",α/α,Hax/Hrx,0050/0030,02/02,-
117,2021.03.18,12808,"N19W44(634"",393"")",/α,/Axx,/0010,/01,-
118,2021.03.18,12809,"S22W79(877"",-337"")",/,/,/,/,-
119,2021.03.19,12810,"N17E26(-405"",382"")",α/α,Hax/Hax,0200/0050,02/02,-
120,2021.03.19,12808,"N19W58(773"",371"")",/,/,/,/,-
121,2021.03.19,12809,"S22W91(892"",-360"")",/,/,/,/,-
122,2021.03.20,12810,"N18E14(-222"",405"")",α/α,Hrx/Hax,0030/0200,04/02,-
123,2021.03.20,12808,"N19W72(866"",345"")",/,/,/,/,-
124,2021.03.21,12810,"N18E01(-16"",408"")",α/α,Axx/Hrx,0010/0030,02/04,-
125,2021.03.21,12808,"N19W86(907"",318"")",/,/,/,/,-
126,2021.03.22,12811,"N21E46(-648"",419"")",β/-,Bxo/---,0010/----,02/--,-
127,2021.03.22,12808,"N19W91(909"",308"")",/,/,/,/,-
128,2021.03.22,12810,"N18W13(206"",404"")",/α,/Axx,/0010,/02,-
129,2021.03.23,12811,"N20E35(-520"",417"")",β/β,Bxo/Bxo,0040/0010,02/02,-
130,2021.03.23,12810,"N18W27(416"",394"")",/,/,/,/,-
131,2021.03.24,12811,"N19E21(-327"",414"")",β/β,Cao/Bxo,0050/0040,05/02,-
132,2021.03.24,12812,"N21E41(-590"",424"")",α/-,Hsx/---,0030/----,01/--,-
133,2021.03.24,12810,"N18W41(601"",378"")",/,/,/,/,-
134,2021.03.25,12811,"N20E09(-141"",434"")",β/β,Bxo/Cao,0010/0050,05/05,-
135,2021.03.25,12812,"N21E29(-436"",437"")",α/α,Hsx/Hsx,0030/0030,01/01,-
136,2021.03.25,12810,"N18W55(750"",358"")",/,/,/,/,-
137,2021.03.26,12811,"N19W07(111"",419"")",β/β,Bxo/Bxo,0020/0010,03/05,-
138,2021.03.26,12812,"N21E15(-233"",446"")",α/α,Hsx/Hsx,0030/0030,01/01,-
139,2021.03.26,12810,"N18W69(854"",334"")",/,/,/,/,-
140,2021.03.27,12811,"N20W19(295"",428"")",β/β,Bxo/Bxo,0010/0020,03/03,-
141,2021.03.27,12812,"N21E03(-47"",449"")",α/α,Hax/Hsx,0030/0030,01/01,-
142,2021.03.27,12810,"N18W83(907"",308"")",/,/,/,/,-
143,2021.03.28,12812,"N21W13(202"",445"")",α/α,Hax/Hax,0030/0030,01/01,-
144,2021.03.28,12810,"N18W91(913"",292"")",/,/,/,/,-
145,2021.03.28,12811,"N20W35(519"",413"")",/β,/Bxo,/0010,/03,-
146,2021.03.29,12812,"N21W23(351"",439"")",α/α,Hrx/Hax,0010/0030,01/01,-
147,2021.03.29,12811,"N20W45(639"",401"")",/,/,/,/,-
148,2021.03.30,12812,"N22W29(433"",448"")",β/α,Bxo/Hrx,0020/0010,03/01,-
149,2021.03.30,12811,"N20W55(740"",386"")",/,/,/,/,-
150,2021.03.31,12811,"N20W73(863"",356"")",/,/,/,/,-
151,2021.03.31,12812,"N23W47(647"",442"")",/β,/Bxo,/0020,/03,-
152,2021.04.01,12811,"N20W87(900"",331"")",/,/,/,/,-
153,2021.04.01,12812,"N23W61(773"",421"")",/,/,/,/,-
154,2021.04.02,12811,"N20W91(901"",324"")",/,/,/,/,-
155,2021.04.02,12812,"N23W75(853"",398"")",/,/,/,/,-
156,2021.04.03,12812,"N23W79(867"",391"")",/,/,/,/,-
157,2021.04.04,12812,"N23W91(882"",370"")",/,/,/,/,-
158,2021.04.05,12813,"N21W48(666"",407"")",α/-,Axx/---,0010/----,01/--,-
159,2021.04.06,12813,"N20W61(788"",373"")",α/α,Axx/Axx,0005/0010,01/01,-
160,2021.04.07,12813,"N20W76(874"",349"")",α/α,Axx/Axx,0000/0005,01/01,-
161,2021.04.08,12813,"N20W90(899"",325"")",/α,/Axx,/0000,/01,-
162,2021.04.09,12813,"N20W91(899"",323"")",/,/,/,/,-
163,2021.04.13,12814,"S22W05(77"",-270"")",β/-,Bxo/---,0010/----,06/--,-
164,2021.04.14,12814,"S22W16(245"",-274"")",β/β,Bxo/Bxo,0030/0010,06/06,-
165,2021.04.15,12814,"S22W32(471"",-284"")",β/β,Cro/Bxo,0090/0030,07/06,-
166,2021.04.16,12814,"S22W45(628"",-297"")",β/β,Dro/Cro,0050/0090,12/07,-
167,2021.04.17,12814,"S22W58(752"",-313"")",β/β,Bxo/Dro,0020/0050,08/12,-
168,2021.04.17,12815,"S21W35(513"",-273"")",β/-,Bxo/---,0010/----,03/--,-
169,2021.04.17,12816,"S24E45(-618"",-330"")",β/-,Cao/---,0080/----,03/--,-
170,2021.04.18,12814,"S22W73(847"",-332"")",β/β,Bxo/Bxo,0010/0020,04/08,-
171,2021.04.18,12816,"S24E32(-463"",-319"")",β/β,Cao/Cao,0020/0080,04/03,-
172,2021.04.18,12815,"S21W49(674"",-287"")",/β,/Bxo,/0010,/03,-
173,2021.04.19,12816,"S25E23(-339"",-330"")",β/β,Cao/Cao,0050/0020,05/04,-
174,2021.04.19,12814,"S22W84(880"",-347"")",/β,/Bxo,/0010,/04,-
175,2021.04.19,12815,"S21W60(773"",-300"")",/,/,/,/,-
176,2021.04.20,12816,"S24E14(-211"",-311"")",β/β,Dai/Cao,0120/0050,08/05,- / M1.1(23:19)
177,2021.04.20,12817,"N18W53(726"",343"")",β/-,Bxo/---,0060/----,08/--,-
178,2021.04.20,12814,"S22W91(884"",-357"")",/,/,/,/,-
179,2021.04.20,12815,"S21W70(838"",-313"")",/,/,/,/,-
180,2021.04.21,12816,"S24W03(45"",-311"")",β/β,Cao/Dai,0110/0120,10/08,-
181,2021.04.21,12817,"N18W73(868"",317"")",β/β,Dai/Bxo,0140/0060,13/08,C1.5(01:18)  / -
182,2021.04.21,12818,"S17E55(-749"",-232"")",α/-,Hsx/---,0090/----,01/--,-
183,2021.04.21,12815,"S21W88(890"",-337"")",/,/,/,/,-
184,2021.04.22,12816,"S24W17(255"",-315"")",β/β,Cao/Cao,0100/0110,09/10,C3.9(03:54)  / -
185,2021.04.22,12817,"N18W90(907"",293"")",β/β,Dao/Dai,0180/0140,07/13,C1.0(16:05) C2.5(14:13)C2.8(12:18)C3.7(10:40)C1.4(10:03)C4.3(09:14)C2.3(07:16)C1.7(05:50)C2.7(05:00) / -
186,2021.04.22,12818,"S17E41(-600"",-219"")",α/α,Hsx/Hsx,0040/0090,01/01,-
187,2021.04.23,12816,"S24W32(463"",-325"")",β/β,Cro/Cao,0050/0100,06/09,C1.0(05:09)  / -
188,2021.04.23,12817,"N18W91(906"",292"")",β/β,Cso/Dao,0140/0180,05/07,C1.4(06:14)C1.4(02:37)C1.3(01:32)/ C8.5(20:02) C1.0(16:05)C2.5(14:13)
189,2021.04.23,12818,"S17E25(-386"",-208"")",α/α,Hsx/Hsx,0050/0040,01/01,-
190,2021.04.24,12816,"S24W45(617"",-336"")",β/β,Cro/Cro,0050/0050,08/06,- / C1.0(05:09)
191,2021.04.24,12818,"S17E11(-174"",-204"")",α/α,Hsx/Hsx,0050/0050,01/01,- / C2.4(23:08)
192,2021.04.25,12816,"S24W55(715"",-346"")",β/β,Cro/Cro,0030/0050,07/08,C2.6(01:17)  / -
193,2021.04.25,12818,"S16W00(0"",-187"")",α/α,Hsx/Hsx,0040/0050,01/01,-
194,2021.04.25,12819,"N24W38(537"",443"")",β/-,Bxo/---,0010/----,03/--,-
195,2021.04.25,12820,"S22W03(46"",-285"")",β/-,Dai/---,0070/----,11/--,-
196,2021.04.26,12816,"S22W76(858"",-339"")",α/β,Axx/Cro,0010/0030,01/07,C1.3(02:22)  / -
197,2021.04.26,12818,"S16W13(206"",-191"")",α/α,Hsx/Hsx,0040/0040,01/01,-
198,2021.04.26,12820,"S22W17(259"",-289"")",β/β,Dso/Dai,0080/0070,12/11,-
199,2021.04.26,12821,"S22W27(402"",-294"")",β/-,Cro/---,0030/----,03/--,-
200,2021.04.26,12819,"N24W51(678"",431"")",/β,/Bxo,/0010,/03,-
201,2021.04.27,12818,"S16W25(388"",-197"")",α/α,Hsx/Hsx,0040/0040,01/01,-
202,2021.04.27,12820,"S21W29(432"",-280"")",β/β,Dsi/Dso,0110/0080,15/12,-
203,2021.04.27,12821,"S21W39(561"",-287"")",β/β,Dsi/Cro,0070/0030,08/03,-
204,2021.04.27,12816,"S22W90(883"",-355"")",/α,/Axx,/0010,/01,-
205,2021.04.27,12819,"N24W65(790"",415"")",/,/,/,/,-
206,2021.04.28,12818,"S17W34(511"",-220"")",α/α,Hsx/Hsx,0010/0040,01/01,-
207,2021.04.28,12820,"S21W39(561"",-288"")",β/β,Esi/Dsi,0070/0110,11/15,-
208,2021.04.28,12821,"S23W50(673"",-328"")",β/β,Dai/Dsi,0060/0070,05/08,-
209,2021.04.28,12819,"N24W75(841"",403"")",/,/,/,/,-
210,2021.04.29,12818,"S17W50(699"",-234"")",α/α,Hsx/Hsx,0010/0010,01/01,-
211,2021.04.29,12820,"S22W55(725"",-318"")",β/β,Dao/Esi,0030/0070,06/11,-
212,2021.04.29,12821,"S22W67(814"",-330"")",β/β,Cao/Dai,0030/0060,05/05,-
213,2021.04.29,12819,"N24W91(869"",384"")",/,/,/,/,-
214,2021.04.30,12818,"S16W67(843"",-236"")",α/α,Hsx/Hsx,0020/0010,01/01,-
215,2021.04.30,12820,"S22W71(835"",-335"")",β/β,Cro/Dao,0030/0030,05/06,-
216,2021.04.30,12821,"S21W88(888"",-338"")",α/β,Hsx/Cao,0020/0030,01/05,-
217,2021.05.01,12818,"S16W81(904"",-251"")",α/α,Hsx/Hsx,0020/0020,01/01,-
218,2021.05.01,12820,"S22W85(879"",-350"")",β/β,Bxo/Cro,0020/0030,03/05,-
219,2021.05.01,12821,"S21W91(888"",-341"")",α/α,Hsx/Hsx,0030/0020,01/01,-
220,2021.05.02,12818,"S16W91(914"",-262"")",α/α,Axx/Hsx,0010/0020,01/01,-
221,2021.05.02,12820,"S20W91(893"",-325"")",/β,/Bxo,/0020,/03,-
222,2021.05.08,12822,"N18E56(-750"",323"")",β/-,Cso/---,0130/----,05/--,C8.6(18:22) C1.5(12:33) / -
223,2021.05.09,12822,"N18E43(-617"",331"")",β/β,Csi/Cso,0180/0130,07/05,C2.0(14:19)C4.0(13:38)C1.6(04:18)/ C8.6(18:22) C1.5(12:33)
224,2021.05.10,12822,"N18E34(-506"",335"")",βγ/β,Dsi/Csi,0180/0180,08/07,- / C2.0(14:20) C2.0(14:19)C4.0(13:38)C1.6(04:18)
225,2021.05.11,12822,"N18E22(-339"",338"")",βγ/βγ,Dao/Dsi,0130/0180,10/08,-
226,2021.05.11,12823,"S21E28(-417"",-299"")",β/-,Cao/---,0040/----,06/--,-
227,2021.05.12,12822,"N18E07(-110"",339"")",βδ/βγ,Dao/Dao,0190/0130,09/10,C1.5(09:15)  / -
228,2021.05.12,12823,"S22E13(-198"",-312"")",β/β,Cso/Cao,0040/0040,02/06,-
229,2021.05.13,12822,"N18W06(94"",338"")",βδ/βδ,Dao/Dao,0190/0190,09/09,- / C1.5(09:15)
230,2021.05.13,12823,"S22W00(0"",-313"")",β/β,Cso/Cso,0040/0040,02/02,-
231,2021.05.14,12822,"N18W24(368"",332"")",βδ/βδ,Dao/Dao,0100/0190,03/09,-
232,2021.05.14,12823,"S22W14(213"",-316"")",α/β,Hrx/Cso,0010/0040,01/02,-
233,2021.05.15,12822,"N17W36(535"",310"")",β/βδ,Cao/Dao,0060/0100,03/03,-
234,2021.05.15,12823,"S23W28(411"",-337"")",α/α,Axx/Hrx,0010/0010,01/01,-
235,2021.05.16,12822,"N16W49(689"",287"")",β/β,Cao/Cao,0050/0060,03/03,-
236,2021.05.16,12823,"S23W39(551"",-342"")",α/α,Axx/Axx,0010/0010,01/01,-
237,2021.05.17,12822,"N17W60(786"",296"")",α/β,Hsx/Cao,0050/0050,01/03,-
238,2021.05.17,12823,"S23W50(670"",-348"")",/α,/Axx,/0010,/01,-
239,2021.05.18,12822,"N17W75(876"",286"")",α/α,Hsx/Hsx,0040/0050,01/01,-
240,2021.05.18,12823,"S23W64(785"",-355"")",/,/,/,/,-
241,2021.05.19,12822,"N18W84(896"",296"")",α/α,Hsx/Hsx,0040/0040,01/01,-
242,2021.05.19,12824,"N19E58(-761"",326"")",β/-,Cao/---,0120/----,03/--,-
243,2021.05.19,12823,"S23W74(839"",-361"")",/,/,/,/,-
244,2021.05.20,12822,"N18W91(900"",292"")",α/α,Hsx/Hsx,0040/0040,01/01,-
245,2021.05.20,12824,"N19E41(-589"",332"")",α/β,Hsx/Cao,0130/0120,03/03,-
246,2021.05.20,12823,"S23W91(872"",-370"")",/,/,/,/,-
247,2021.05.21,12824,"N19E25(-380"",335"")",α/α,Hsx/Hsx,0150/0130,03/03,C4.8(19:15)  / -
248,2021.05.22,12824,"N20E13(-201"",351"")",α/α,Hsx/Hsx,0150/0150,03/03,C6.8(23:05)C1.8(21:53)M1.4(21:30) M1.1(17:03)C1.8(16:03)C3.2(15:12)C1.1(14:04)C2.5(11:17)C1.3(08:38)C1.3(07:10)C1.4(07:08)C1.3(06:45)C6.0(06:06)C6.1(02:47) / -
249,2021.05.23,12824,"N21W01(15"",365"")",βγ/α,Csi/Hsx,0190/0150,09/03,C2.2(17:00)M1.1(11:00) C2.4(09:10)C2.7(04:59)C1.0(04:47) / -
250,2021.05.24,12824,"N19W11(171"",333"")",βγ/βγ,Csi/Csi,0190/0190,09/09,C2.2(17:00)- / M1.1(11:00)
251,2021.05.24,12825,"N16E41(-599"",280"")",α/-,Axx/---,0010/----,01/--,-
252,2021.05.25,12824,"N19W24(365"",329"")",βγ/βγ,Csi/Csi,0180/0190,08/09,-
253,2021.05.25,12825,"N17E28(-426"",297"")",α/α,Axx/Axx,0010/0010,01/01,-
254,2021.05.26,12824,"N20W38(549"",340"")",β/βγ,Cso/Csi,0120/0180,08/08,C1.6(18:22)  / -
255,2021.05.26,12826,"N24W58(734"",396"")",β/-,Cri/---,0020/----,08/--,C1.2(17:03) C1.0(14:20)C1.2(09:46)C1.1(07:51) / -
256,2021.05.26,12825,"N17E14(-219"",297"")",/α,/Axx,/0010,/01,-
257,2021.05.27,12824,"N20W55(730"",334"")",β/β,Cso/Cso,0250/0120,05/08,-
258,2021.05.27,12826,"N24W74(831"",390"")",β/β,Dai/Cri,0240/0020,09/08,C1.4(03:07)/ C3.4(21:34)
259,2021.05.27,12825,"N17W03(47"",296"")",/,/,/,/,-
260,2021.05.28,12824,"N20W69(831"",329"")",β/β,Dho/Cso,0250/0250,05/05,- / C7.6(22:54) C1.0(21:44)
261,2021.05.28,12826,"N24W88(863"",385"")",β/β,Dko/Dai,0280/0240,09/09,C3.0(09:47)  / -
262,2021.05.28,12825,"N17W17(265"",293"")",/,/,/,/,-
263,2021.05.29,12824,"N19W82(886"",310"")",β/β,Dho/Dho,0250/0250,04/05,- / C9.4(22:19) C3.0(09:47)
264,2021.05.29,12826,"N23W91(870"",369"")",β/β,Dko/Dko,0280/0280,04/09,C1.7(05:39) C1.1(03:47)C1.0(03:19) / -
265,2021.05.29,12825,"N17W31(467"",290"")",/,/,/,/,-
266,2021.05.30,12824,"N18W91(899"",292"")",β/β,Cao/Dho,0120/0250,04/04,-
267,2021.05.30,12827,"N11E30(-466"",192"")",β/-,Bxo/---,0010/----,02/--,-
268,2021.05.30,12825,"N17W45(641"",286"")",/,/,/,/,-
269,2021.05.31,12827,"N11E17(-272"",192"")",β/β,Cro/Bxo,0060/0010,05/02,-
270,2021.05.31,12828,"S32E22(-301"",-493"")",α/-,Axx/---,0010/----,02/--,-
271,2021.05.31,12825,"N17W56(751"",283"")",/,/,/,/,-
272,2021.06.01,12827,"N12E03(-48"",206"")",βγ/β,Cai/Cro,0110/0060,10/05,C1.6(04:27)  / -
273,2021.06.01,12828,"S31E08(-113"",-480"")",α/α,Axx/Axx,0010/0010,01/02,-
274,2021.06.01,12825,"N17W70(851"",279"")",/,/,/,/,-
275,2021.06.02,12827,"N11W09(145"",188"")",β/βγ,Csi/Cai,0100/0110,10/10,- / C1.6(04:27)
276,2021.06.02,12825,"N17W84(899"",277"")",/,/,/,/,-
277,2021.06.02,12828,"S31W05(70"",-482"")",/α,/Axx,/0010,/01,-
278,2021.06.03,12827,"N12W28(435"",201"")",β/β,Csi/Csi,0070/0100,08/10,-
279,2021.06.03,12829,"S18E35(-517"",-289"")",α/-,Hrx/---,0010/----,02/--,-
280,2021.06.03,12825,"N17W91(903"",276"")",/,/,/,/,-
281,2021.06.03,12828,"S31W21(291"",-484"")",/,/,/,/,-
282,2021.06.04,12827,"N11W41(610"",183"")",β/β,Cso/Csi,0070/0070,04/08,-
283,2021.06.04,12829,"S18E21(-323"",-290"")",β/α,Cro/Hrx,0010/0010,04/02,-
284,2021.06.04,12828,"S31W35(466"",-486"")",/,/,/,/,-
285,2021.06.05,12827,"N11W55(761"",181"")",β/β,Dso/Cso,0050/0070,05/04,-
