,Date,NOAA Number,Latest Position,Hale Class,McIntosh Class,Sunspot Area [millionths],Number of Spots,Recent Flares
286,2021.06.05,12829,"S18E09(-141"",-292"")",β/β,Cao/Cro,0020/0010,05/04,-
287,2021.06.05,12828,"S31W49(612"",-487"")",/,/,/,/,-
288,2021.06.06,12827,"N12W70(869"",196"")",α/β,Hsx/Dso,0120/0050,03/05,-
289,2021.06.06,12829,"S18W04(62"",-294"")",β/β,Cro/Cao,0030/0020,07/05,-
290,2021.06.06,12828,"S31W63(722"",-487"")",/,/,/,/,-
291,2021.06.07,12827,"N12W86(922"",196"")",α/α,Hsx/Hsx,0100/0120,01/03,-
292,2021.06.07,12829,"S18W18(278"",-295"")",β/β,Bxo/Cro,0010/0030,05/07,-
293,2021.06.07,12830,"S27W73(805"",-430"")",β/-,Cao/---,0070/----,06/--,-
294,2021.06.07,12828,"S31W76(786"",-487"")",/,/,/,/,-
295,2021.06.08,12827,"N12W91(923"",196"")",α/α,Hsx/Hsx,0050/0100,01/01,-
296,2021.06.08,12829,"S18W31(464"",-296"")",β/β,Dso/Bxo,0060/0010,08/05,-
297,2021.06.08,12830,"S26W87(848"",-414"")",β/β,Cao/Cao,0050/0070,03/06,-
298,2021.06.08,12831,"N24W91(862"",384"")",α/-,Hrx/---,0010/----,01/--,C1.1(18:47) C2.4(17:16)C1.4(10:46) / -
299,2021.06.08,12828,"S31W90(809"",-486"")",/,/,/,/,-
300,2021.06.09,12829,"S17W40(582"",-281"")",β/β,Dso/Dso,0050/0060,12/08,-
301,2021.06.09,12830,"S25W91(855"",-399"")",β/β,Cao/Cao,0040/0050,02/03,-
302,2021.06.10,12829,"S20W53(710"",-328"")",β/β,Dso/Dso,0020/0050,03/12,-
303,2021.06.10,12832,"N15W14(221"",237"")",β/-,Bxo/---,0010/----,04/--,-
304,2021.06.11,12829,"S20W67(818"",-327"")",α/β,Axx/Dso,0010/0020,03/03,-
305,2021.06.11,12832,"N14W26(403"",219"")",β/β,Bxo/Bxo,0010/0010,06/04,-
306,2021.06.12,12832,"N14W40(590"",219"")",α/β,Axx/Bxo,0010/0010,03/06,-
307,2021.06.12,12829,"S20W81(876"",-325"")",/α,/Axx,/0010,/03,-
308,2021.06.13,12829,"S20W91(887"",-322"")",/,/,/,/,-
309,2021.06.13,12832,"N14W54(743"",220"")",/α,/Axx,/0010,/03,-
310,2021.06.14,12832,"N14W62(810"",221"")",α/,Axx/,0000/,01/,-
311,2021.06.14,12833,"N08E52(-738"",121"")",α/-,Hsx/---,0140/----,01/--,-
312,2021.06.15,12833,"N26E40(-547"",402"")",α/α,Hsx/Hsx,0100/0140,01/01,-
313,2021.06.15,12832,"N15W77(889"",240"")",/α,/Axx,/0000,/01,-
314,2021.06.16,12833,"N25E27(-389"",383"")",α/α,Hsx/Hsx,0060/0100,01/01,-
315,2021.06.16,12832,"N15W91(911"",244"")",/,/,/,/,-
316,2021.06.17,12833,"N24E11(-165"",365"")",α/α,Hsx/Hsx,0130/0060,01/01,-
317,2021.06.18,12833,"N24W03(45"",362"")",α/α,Hsx/Hsx,0130/0130,02/01,-
318,2021.06.19,12833,"N22W14(212"",330"")",α/α,Hsx/Hsx,0120/0130,02/02,-
319,2021.06.19,12834,"N20W85(883"",320"")",β/-,Bxo/---,0010/----,02/--,-
320,2021.06.20,12833,"N24W27(392"",361"")",β/α,Cso/Hsx,0120/0120,05/02,-
321,2021.06.20,12834,"N20W91(886"",323"")",/β,/Bxo,/0010,/02,-
322,2021.06.21,12833,"N25W41(562"",379"")",β/β,Cso/Cso,0090/0120,03/05,-
323,2021.06.22,12833,"N23W49(657"",350"")",α/β,Hsx/Cso,0120/0090,01/03,-
324,2021.06.23,12833,"N25W61(749"",384"")",α/α,Hsx/Hsx,0130/0120,02/01,-
325,2021.06.24,12833,"N24W79(846"",377"")",α/α,Hsx/Hsx,0140/0130,01/02,-
326,2021.06.25,12833,"N24W90(861"",383"")",α/α,Hsx/Hsx,0140/0140,01/01,C1.7(13:45)  / -
327,2021.06.26,12833,"N24W91(861"",384"")",α/α,Hsx/Hsx,0070/0140,01/01,- / C1.7(13:45)
328,2021.06.26,12835,"S18E51(-699"",-315"")",β/-,Dso/---,0150/----,04/--,-
329,2021.06.27,12835,"S18E37(-541"",-323"")",β/β,Dso/Dso,0130/0150,06/04,-
330,2021.06.28,12835,"S18E27(-408"",-329"")",β/β,Dso/Dso,0230/0130,07/06,C1.6(18:56)  / -
331,2021.06.28,12836,"S27E23(-329"",-464"")",β/-,Cro/---,0020/----,05/--,C2.0(09:15)  / -
332,2021.06.29,12835,"S18E15(-233"",-333"")",βγ/β,Dsi/Dso,0240/0230,12/07,- / C1.6(18:56)
333,2021.06.29,12836,"S28E10(-145"",-483"")",β/β,Cro/Cro,0020/0020,07/05,- / C2.0(09:15)
334,2021.06.29,12837,"N17E58(-766"",253"")",α/-,Hsx/---,0020/----,01/--,-
335,2021.06.30,12835,"S18E02(-31"",-337"")",βγδ/βγ,Eki/Dsi,0370/0240,16/12,C3.6(18:09) C1.4(17:23) / -
336,2021.06.30,12836,"S28W04(58"",-485"")",β/β,Cro/Cro,0020/0020,08/07,-
337,2021.06.30,12837,"N17E45(-639"",244"")",α/α,Hrx/Hsx,0020/0020,02/01,-
338,2021.07.01,12835,"S18W15(233"",-337"")",βγδ/βγδ,Eki/Eki,0500/0370,18/16,- / C3.6(18:09) C1.4(17:23)
339,2021.07.01,12836,"S27W20(288"",-470"")",β/β,Cro/Cro,0020/0020,03/08,-
340,2021.07.01,12837,"N17E28(-425"",235"")",α/α,Hrx/Hrx,0020/0020,02/02,-
341,2021.07.02,12835,"S18W30(450"",-334"")",βγ/βγδ,Ekc/Eki,0770/0500,20/18,-
342,2021.07.02,12836,"S26W36(499"",-451"")",α/β,Hsx/Cro,0020/0020,01/03,-
343,2021.07.02,12837,"N17E15(-234"",229"")",β/α,Bxo/Hrx,0020/0020,05/02,-
344,2021.07.03,12835,"S18W43(613"",-328"")",βδ/βγ,Dkc/Ekc,0560/0770,31/20,-
345,2021.07.03,12836,"S26W50(651"",-444"")",α/α,Axx/Hsx,0010/0020,02/01,-
346,2021.07.03,12837,"N17E01(-15"",226"")",β/β,Dro/Bxo,0030/0020,09/05,-
347,2021.07.04,12835,"S18W57(754"",-319"")",βδ/βδ,Dkc/Dkc,0620/0560,33/31,-
348,2021.07.04,12836,"S26W64(763"",-434"")",α/α,Axx/Axx,0010/0010,01/02,C1.7(17:57)  / -
349,2021.07.04,12837,"N17W13(203"",225"")",β/β,Bxo/Dro,0020/0030,04/09,-
350,2021.07.04,12838,"N24W91(861"",383"")",β/-,Cro/---,0030/----,03/--,M1.5(05:01) C2.1(03:26)C2.0(01:34) / -
351,2021.07.05,12835,"S18W67(827"",-312"")",β/βδ,Dkc/Dkc,0540/0620,17/33,-
352,2021.07.05,12837,"N17W23(353"",227"")",β/β,Bxo/Bxo,0020/0020,09/04,-
353,2021.07.05,12839,"N19E26(-392"",260"")",β/-,Cro/---,0030/----,04/--,-
354,2021.07.05,12836,"S26W75(819"",-426"")",/α,/Axx,/0010,/01,C1.7(18:37)C1.1(18:09)/ C1.7(17:57)
355,2021.07.06,12835,"S18W79(881"",-301"")",β/β,Cko/Dkc,0470/0540,07/17,-
356,2021.07.06,12837,"N17W35(519"",231"")",α/β,Axx/Bxo,0010/0020,01/09,-
357,2021.07.06,12839,"N19E12(-186"",254"")",β/β,Cao/Cro,0050/0030,05/04,-
358,2021.07.06,12836,"S26W89(847"",-413"")",/,/,/,/,- / C1.7(18:37) C1.1(18:09)
359,2021.07.07,12835,"S18W91(896"",-289"")",α/β,Hkx/Cko,0300/0470,03/07,- / C1.1(21:44) C1.2(19:06)
360,2021.07.07,12837,"N17W47(661"",237"")",α/α,Axx/Axx,0000/0010,01/01,-
361,2021.07.07,12839,"N19W01(15"",251"")",β/β,Cro/Cao,0020/0050,06/05,-
362,2021.07.07,12840,"N27W74(808"",413"")",β/-,Bxo/---,0010/----,02/--,-
363,2021.07.08,12839,"N19W14(216"",251"")",α/β,Axx/Cro,0010/0020,01/06,-
364,2021.07.08,12840,"N27W87(839"",424"")",β/β,Bxo/Bxo,0010/0010,04/02,-
365,2021.07.08,12837,"N17W61(790"",247"")",/α,/Axx,/0000,/01,-
366,2021.07.09,12839,"N19W28(420"",254"")",α/α,Axx/Axx,0010/0010,01/01,-
367,2021.07.09,12840,"N27W91(840"",428"")",β/β,Bxo/Bxo,0010/0010,02/04,C4.7(17:15) C7.0(10:31)C6.0(07:30) / -
368,2021.07.09,12837,"N17W78(883"",262"")",/,/,/,/,-
369,2021.07.10,12839,"N19W42(598"",261"")",α/α,Axx/Axx,0010/0010,01/01,-
370,2021.07.10,12841,"S18E47(-657"",-333"")",β/-,Bxo/---,0020/----,02/--,-
371,2021.07.10,12837,"N17W91(901"",276"")",/,/,/,/,-
372,2021.07.11,12841,"S18E31(-463"",-346"")",β/β,Bxo/Bxo,0020/0020,03/02,-
373,2021.07.11,12842,"N24E65(-782"",357"")",α/-,Hsx/---,0060/----,01/--,-
374,2021.07.11,12839,"N19W55(732"",271"")",/α,/Axx,/0010,/01,-
375,2021.07.12,12841,"S18E19(-293"",-352"")",β/β,Bxo/Bxo,0010/0020,02/03,-
376,2021.07.12,12842,"N24E53(-690"",346"")",α/α,Hsx/Hsx,0060/0060,01/01,-
377,2021.07.12,12839,"N19W65(809"",279"")",/,/,/,/,-
378,2021.07.13,12841,"S18E08(-125"",-356"")",α/β,Axx/Bxo,0010/0010,01/02,-
379,2021.07.13,12842,"N24E44(-600"",338"")",α/α,Hsx/Hsx,0060/0060,01/01,-
380,2021.07.13,12839,"N19W75(862"",289"")",/,/,/,/,-
381,2021.07.14,12842,"N23E30(-435"",312"")",α/α,Hsx/Hsx,0050/0060,01/01,-
382,2021.07.14,12839,"N19W89(892"",305"")",/,/,/,/,-
383,2021.07.14,12841,"S18W04(62"",-358"")",/α,/Axx,/0010,/01,-
384,2021.07.15,12842,"N24E14(-209"",319"")",α/α,Hsx/Hsx,0060/0050,01/01,-
385,2021.07.15,12843,"S17W55(740"",-315"")",α/-,Axx/---,0010/----,02/--,-
386,2021.07.15,12841,"S18W22(337"",-355"")",/,/,/,/,-
387,2021.07.16,12842,"N24E02(-30"",316"")",α/α,Hsx/Hsx,0030/0060,01/01,-
388,2021.07.16,12843,"S17W67(831"",-303"")",α/α,Axx/Axx,0000/0010,01/02,C1.7(08:27) C1.1(07:14) / -
389,2021.07.16,12841,"S18W36(529"",-348"")",/,/,/,/,-
390,2021.07.17,12842,"N25W14(207"",332"")",α/α,Hsx/Hsx,0020/0030,01/01,-
391,2021.07.17,12843,"S17W86(900"",-280"")",β/α,Bxo/Axx,0030/0000,03/01,- / C1.7(08:27)
392,2021.07.17,12844,"S43E46(-497"",-681"")",α/-,Axx/---,0020/----,01/--,-
393,2021.07.17,12841,"S18W53(718"",-334"")",/,/,/,/,-
394,2021.07.18,12842,"N26W29(412"",352"")",β/α,Cso/Hsx,0040/0020,05/01,-
395,2021.07.18,12843,"S18W91(897"",-289"")",α/β,Axx/Bxo,0010/0030,01/03,-
396,2021.07.18,12844,"S43E36(-406"",-688"")",α/α,Axx/Axx,0010/0020,01/01,-
397,2021.07.18,12845,"S15W20(313"",-314"")",β/-,Bxi/---,0030/----,06/--,-
398,2021.07.18,12841,"S18W67(827"",-319"")",/,/,/,/,-
399,2021.07.19,12842,"N26W38(523"",357"")",β/β,Dso/Cso,0040/0040,05/05,-
400,2021.07.19,12844,"S43E24(-281"",-695"")",α/α,Axx/Axx,0010/0010,01/01,-
401,2021.07.19,12845,"S15W30(457"",-310"")",β/β,Cso/Bxi,0030/0030,06/06,-
402,2021.07.19,12841,"S18W78(878"",-306"")",/,/,/,/,-
403,2021.07.20,12842,"N26W48(632"",365"")",β/β,Dsi/Dso,0090/0040,10/05,-
404,2021.07.20,12845,"S16W41(597"",-317"")",α/β,Hrx/Cso,0010/0030,04/06,-
405,2021.07.20,12846,"N25E69(-799"",372"")",α/-,Hsx/---,0030/----,01/--,-
406,2021.07.20,12841,"S18W88(897"",-293"")",/,/,/,/,-
407,2021.07.20,12844,"S43E16(-190"",-699"")",/α,/Axx,/0010,/01,-
408,2021.07.21,12842,"N25W65(776"",366"")",β/β,Dai/Dsi,0140/0090,10/10,-
409,2021.07.21,12845,"S15W62(806"",-280"")",α/α,Axx/Hrx,0000/0010,01/04,-
410,2021.07.21,12846,"N25E52(-675"",352"")",β/α,Cso/Hsx,0090/0030,05/01,-
411,2021.07.21,12847,"S29E63(-736"",-489"")",β/-,Cro/---,0020/----,03/--,-
412,2021.07.21,12844,"S43W02(24"",-703"")",/,/,/,/,-
413,2021.07.22,12842,"N25W80(843"",384"")",βγ/β,Dsi/Dai,0080/0140,07/10,-
414,2021.07.22,12845,"S15W75(881"",-264"")",β/α,Dso/Axx,0060/0000,04/01,- / C1.3(19:47)
415,2021.07.22,12846,"N25E35(-492"",336"")",β/β,Cso/Cso,0090/0090,07/05,-
416,2021.07.22,12847,"S28E48(-620"",-491"")",β/β,Cro/Cro,0020/0020,03/03,-
417,2021.07.22,12848,"N20E02(-31"",244"")",β/-,Bxo/---,0010/----,04/--,-
418,2021.07.22,12849,"S18E61(-786"",-329"")",α/-,Axx/---,0000/----,01/--,-
419,2021.07.22,12844,"S43W17(202"",-701"")",/,/,/,/,-
420,2021.07.23,12842,"N25W91(855"",398"")",β/βγ,Cso/Dsi,0080/0080,04/07,-
421,2021.07.23,12845,"S16W89(907"",-260"")",β/β,Cro/Dso,0040/0060,04/04,-
422,2021.07.23,12846,"N26E21(-305"",342"")",β/β,Cro/Cso,0100/0090,04/07,-
423,2021.07.23,12847,"S28E34(-467"",-504"")",α/β,Hrx/Cro,0040/0020,01/03,-
424,2021.07.23,12848,"N21W12(184"",260"")",β/β,Bxo/Bxo,0010/0010,02/04,-
425,2021.07.23,12849,"S18E47(-658"",-346"")",α/α,Axx/Axx,0020/0000,02/01,-
426,2021.07.23,12844,"S43W30(346"",-696"")",/,/,/,/,-
427,2021.07.24,12846,"N22E07(-107"",274"")",β/β,Cro/Cro,0040/0100,03/04,-
428,2021.07.24,12847,"S38E15(-193"",-646"")",α/α,Hrx/Hrx,0020/0040,01/01,-
429,2021.07.24,12848,"N21W24(359"",264"")",α/β,Axx/Bxo,0010/0010,01/02,-
430,2021.07.24,12849,"S20E32(-471"",-391"")",α/α,Axx/Axx,0010/0020,01/02,- / C4.3(23:54)
431,2021.07.24,12842,"N29W91(825"",457"")",/β,/Cso,/0080,/04,C1.5(01:58)  / -
432,2021.07.24,12844,"S43W43(471"",-688"")",/,/,/,/,-
433,2021.07.24,12845,"S12W91(923"",-193"")",/β,/Cro,/0040,/04,-
434,2021.07.25,12846,"N25W07(104"",320"")",β/β,Cro/Cro,0030/0040,03/03,-
435,2021.07.25,12847,"S27E10(-146"",-505"")",α/α,Hrx/Hrx,0010/0020,01/01,-
436,2021.07.25,12844,"S43W56(573"",-677"")",/,/,/,/,-
437,2021.07.25,12848,"N21W39(556"",274"")",/α,/Axx,/0010,/01,-
438,2021.07.25,12849,"S27E11(-161"",-505"")",/α,/Axx,/0010,/01,-
439,2021.07.26,12846,"N25W19(279"",322"")",β/β,Cro/Cro,0030/0030,03/03,-
440,2021.07.26,12847,"S27W01(14"",-507"")",α/α,Axx/Hrx,0000/0010,01/01,-
441,2021.07.26,12844,"S43W69(645"",-665"")",/,/,/,/,-
442,2021.07.26,12848,"N21W53(705"",287"")",/,/,/,/,-
443,2021.07.26,12849,"S27W03(44"",-507"")",/,/,/,/,-
444,2021.07.27,12846,"N24W27(393"",310"")",β/β,Bxo/Cro,0010/0030,04/03,-
445,2021.07.27,12847,"S28W07(102"",-521"")",α/α,Axx/Axx,0010/0000,01/01,-
446,2021.07.27,12844,"S43W75(667"",-658"")",/,/,/,/,-
447,2021.07.27,12848,"N21W60(765"",295"")",/,/,/,/,-
448,2021.07.27,12849,"S27W10(146"",-507"")",/,/,/,/,-
449,2021.07.28,12846,"N24W44(601"",323"")",β/β,Bxo/Bxo,0000/0010,04/04,-
450,2021.07.28,12847,"S28W25(353"",-516"")",α/α,Axx/Axx,0000/0010,01/01,-
451,2021.07.28,12844,"S43W91(690"",-639"")",/,/,/,/,-
452,2021.07.28,12848,"N21W78(863"",319"")",/,/,/,/,-
453,2021.07.28,12849,"S27W28(396"",-500"")",/,/,/,/,-
454,2021.07.29,12846,"N24W61(756"",342"")",/β,/Bxo,/0000,/04,-
455,2021.07.29,12847,"S28W41(548"",-504"")",/α,/Axx,/0000,/01,-
456,2021.07.29,12848,"N21W91(881"",338"")",/,/,/,/,-
457,2021.07.29,12849,"S27W45(596"",-486"")",/,/,/,/,-
458,2021.07.30,12846,"N24W75(834"",360"")",/,/,/,/,-
459,2021.07.30,12847,"S28W55(684"",-489"")",/,/,/,/,-
460,2021.07.30,12849,"S27W59(722"",-470"")",/,/,/,/,-
461,2021.07.31,12846,"N24W89(863"",380"")",/,/,/,/,-
462,2021.07.31,12847,"S28W69(779"",-471"")",/,/,/,/,-
463,2021.07.31,12849,"S27W73(805"",-451"")",/,/,/,/,-
464,2021.08.01,12846,"N24W91(863"",383"")",/,/,/,/,-
465,2021.08.01,12847,"S28W83(828"",-451"")",/,/,/,/,-
466,2021.08.01,12849,"S27W87(840"",-431"")",/,/,/,/,-
467,2021.08.02,12847,"S28W91(834"",-439"")",/,/,/,/,-
468,2021.08.02,12849,"S17W91(903"",-273"")",/,/,/,/,-
469,2021.08.03,12850,"S32W40(516"",-563"")",β/-,Cro/---,0020/----,03/--,-
470,2021.08.04,12850,"S32W55(657"",-547"")",β/β,Cso/Cro,0040/0020,05/03,-
471,2021.08.05,12850,"S31W68(752"",-517"")",β/β,Bxo/Cso,0010/0040,04/05,-
472,2021.08.06,12850,"S30W81(809"",-484"")",α/β,Axx/Bxo,0010/0010,01/04,-
473,2021.08.06,12851,"N15W21(328"",152"")",β/-,Bxo/---,0010/----,02/--,-
474,2021.08.06,12852,"S11E28(-437"",-268"")",β/-,Bxo/---,0010/----,03/--,-
475,2021.08.07,12850,"S30W91(818"",-468"")",/α,/Axx,/0010,/01,-
476,2021.08.07,12851,"N15W35(525"",162"")",/β,/Bxo,/0010,/02,-
477,2021.08.07,12852,"S11E14(-225"",-278"")",/β,/Bxo,/0010,/03,-
478,2021.08.08,12851,"N15W49(691"",177"")",/,/,/,/,-
479,2021.08.08,12852,"S11W00(0"",-282"")",/,/,/,/,-
480,2021.08.09,12851,"N15W63(815"",197"")",/,/,/,/,-
481,2021.08.09,12852,"S11W14(225"",-280"")",/,/,/,/,-
482,2021.08.10,12851,"N15W70(860"",208"")",/,/,/,/,-
483,2021.08.10,12852,"S11W21(334"",-277"")",/,/,/,/,-
484,2021.08.10,12853,"N23E41(-573"",295"")",/-,/---,/----,/--,-
485,2021.08.11,12851,"N15W89(914"",241"")",/,/,/,/,-
486,2021.08.11,12852,"S11W40(599"",-260"")",/,/,/,/,-
487,2021.08.11,12853,"N23E23(-341"",278"")",/,/,/,/,-
488,2021.08.12,12854,"S21W47(647"",-406"")",α/-,Axx/---,0010/----,01/--,-
489,2021.08.12,12855,"N13E47(-676"",140"")",α/-,Axx/---,0010/----,01/--,-
490,2021.08.12,12852,"S11W56(772"",-239"")",/,/,/,/,-
491,2021.08.12,12853,"N23E06(-91"",269"")",/,/,/,/,-
492,2021.08.13,12855,"N13E33(-504"",123"")",α/α,Axx/Axx,0010/0010,01/01,-
493,2021.08.13,12852,"S11W70(874"",-216"")",/,/,/,/,-
494,2021.08.13,12853,"N23W08(121"",269"")",/,/,/,/,C1.4(20:59)  / -
495,2021.08.13,12854,"S21W61(774"",-386"")",/α,/Axx,/0010,/01,-
496,2021.08.14,12852,"S11W84(924"",-190"")",/,/,/,/,-
497,2021.08.14,12853,"N23W22(327"",275"")",/,/,/,/,- / C1.4(20:59)
498,2021.08.14,12854,"S22W74(844"",-380"")",/,/,/,/,-
499,2021.08.14,12855,"N13E19(-301"",111"")",/α,/Axx,/0010,/01,-
500,2021.08.15,12853,"N22W37(530"",271"")",α/,Axx/,0010/,01/,-
501,2021.08.15,12855,"N13E08(-128"",105"")",α/,Axx/,0010/,01/,-
502,2021.08.15,12856,"N14W75(888"",200"")",β/-,Bxo/---,0010/----,03/--,-
503,2021.08.15,12857,"N18W14(218"",189"")",β/-,Bxo/---,0010/----,02/--,-
504,2021.08.15,12852,"S11W91(929"",-177"")",/,/,/,/,-
505,2021.08.15,12854,"S22W88(877"",-355"")",/,/,/,/,-
506,2021.08.16,12856,"N14W86(917"",220"")",α/β,Axx/Bxo,0010/0010,01/03,-
507,2021.08.16,12857,"N18W25(382"",195"")",β/β,Bxo/Bxo,0010/0010,02/02,-
508,2021.08.16,12853,"N22W47(644"",283"")",/α,/Axx,/0010,/01,-
509,2021.08.16,12854,"S22W91(877"",-350"")",/,/,/,/,-
510,2021.08.16,12855,"N13W04(64"",104"")",/α,/Axx,/0010,/01,-
511,2021.08.17,12857,"N17W41(596"",195"")",β/β,Dro/Bxo,0030/0010,04/02,-
512,2021.08.17,12853,"N22W64(791"",307"")",/,/,/,/,-
513,2021.08.17,12855,"N13W20(317"",109"")",/,/,/,/,-
514,2021.08.17,12856,"N14W91(919"",229"")",/α,/Axx,/0010,/01,-
515,2021.08.18,12857,"N17W52(716"",209"")",β/β,Bxo/Dro,0010/0030,03/04,-
516,2021.08.18,12853,"N22W75(849"",325"")",/,/,/,/,-
517,2021.08.18,12855,"N13W32(491"",119"")",/,/,/,/,-
518,2021.08.19,12858,"N12W14(225"",88"")",β/-,Cro/---,0020/----,06/--,-
519,2021.08.19,12853,"N22W91(878"",354"")",/,/,/,/,-
520,2021.08.19,12855,"N13W48(688"",138"")",/,/,/,/,-
521,2021.08.19,12857,"N17W67(835"",233"")",/β,/Bxo,/0010,/03,-
522,2021.08.20,12857,"N14W84(915"",216"")",α/,Axx/,0010/,01/,-
523,2021.08.20,12858,"N13W29(449"",115"")",β/β,Cro/Cro,0030/0020,04/06,-
524,2021.08.20,12855,"N13W62(817"",159"")",/,/,/,/,-
525,2021.08.21,12858,"N13W42(620"",129"")",β/β,Bxo/Cro,0010/0030,04/04,-
526,2021.08.21,12855,"N13W76(897"",184"")",/,/,/,/,-
527,2021.08.21,12857,"N14W91(919"",229"")",/α,/Axx,/0010,/01,-
528,2021.08.22,12858,"N13W56(768"",149"")",α/β,Axx/Bxo,0010/0010,02/04,-
529,2021.08.22,12859,"N20E58(-757"",265"")",β/-,Cao/---,0080/----,03/--,C1.9(10:16) C1.2(04:09)C1.0(00:43) / -
530,2021.08.22,12855,"N13W90(924"",211"")",/,/,/,/,-
531,2021.08.23,12859,"N19E45(-636"",229"")",β/β,Cao/Cao,0140/0080,06/03,- / C1.9(10:16) C1.2(04:09)
532,2021.08.23,12855,"N13W91(924"",213"")",/,/,/,/,-
533,2021.08.23,12858,"N13W70(869"",173"")",/α,/Axx,/0010,/02,-
534,2021.08.24,12859,"N19E32(-477"",214"")",β/β,Cao/Cao,0160/0140,04/06,C1.5(14:38) C1.5(14:18) / -
535,2021.08.24,12858,"N13W84(919"",200"")",/,/,/,/,-
536,2021.08.25,12859,"N19E18(-278"",202"")",α/β,Hsx/Cao,0150/0160,04/04,- / C1.5(14:38) C1.5(14:18)
537,2021.08.25,12860,"S28E28(-394"",-534"")",β/-,Bxo/---,0110/----,05/--,C1.1(01:16) C1.1(01:10) / -
538,2021.08.25,12858,"N13W91(924"",213"")",/,/,/,/,-
539,2021.08.26,12859,"N19E04(-62"",197"")",α/α,Hsx/Hsx,0070/0150,03/04,C3.0(17:48)  / -
540,2021.08.26,12860,"S27E14(-205"",-530"")",β/β,Dao/Bxo,0170/0110,06/05,C1.3(18:57)/ C1.1(01:16) C1.1(01:10)
541,2021.08.27,12859,"N16W08(127"",148"")",β/α,Dso/Hsx,0050/0070,04/03,-
542,2021.08.27,12860,"S30E01(-14"",-574"")",β/β,Dao/Dao,0150/0170,12/06,C7.3(20:32)C1.7(20:14)C1.1(13:06)/ C3.9(23:17)
543,2021.08.27,12861,"N15E39(-579"",156"")",β/-,Bxo/---,0010/----,01/--,-
544,2021.08.28,12859,"N17W21(326"",170"")",β/β,Cso/Dso,0050/0050,06/04,-
545,2021.08.28,12860,"S28W10(146"",-546"")",βγ/β,Eki/Dao,0330/0150,22/12,C1.4(16:26)C1.7(13:08)C1.7(12:36)C2.7(11:47)C4.2(08:38)M4.7(05:39)C7.0(05:01)C1.1(04:01)C1.0(02:26)/ C1.2(23:55) C7.3(20:32)C1.7(20:14)
546,2021.08.28,12861,"N15E24(-374"",140"")",α/β,Axx/Bxo,0010/0010,01/01,-
547,2021.08.28,12862,"S28W80(825"",-460"")",β/-,Bxo/---,0050/----,04/--,-
548,2021.08.29,12859,"N18W32(480"",196"")",β/β,Cao/Cso,0040/0050,07/06,-
549,2021.08.29,12860,"S29W23(325"",-553"")",βγ/βγ,Eki/Eki,0340/0330,27/22,C2.9(17:01)C8.1(09:54)C7.4(00:34)C7.4(00:20)C1.4(16:26)C1.7(13:08)C1.7(12:36)C2.7(11:47)C4.2(08:38)/ M4.7(05:39)
550,2021.08.29,12861,"N16E14(-221"",150"")",α/α,Axx/Axx,0010/0010,01/01,-
551,2021.08.29,12862,"S28W91(838"",-440"")",β/β,Bxo/Bxo,0010/0050,02/04,-
552,2021.08.30,12859,"N18W48(673"",216"")",α/β,Hrx/Cao,0010/0040,01/07,-
553,2021.08.30,12860,"S29W36(489"",-542"")",βγ/βγ,Ekc/Eki,0320/0340,23/27,C3.0(21:26)C1.7(19:29)C2.0(16:20)C1.1(13:30)C1.1(09:29)C1.3(03:48)C1.6(01:42)/ C2.9(17:01) C8.1(09:54)
554,2021.08.30,12861,"N16E01(-16"",146"")",/α,/Axx,/0010,/01,-
555,2021.08.31,12859,"N18W61(792"",237"")",α/α,Axx/Hrx,0000/0010,01/01,-
556,2021.08.31,12860,"S29W49(628"",-526"")",βγ/βγ,Eac/Ekc,0240/0320,20/23,- / C3.0(21:26)
557,2021.08.31,12861,"N16W12(190"",148"")",/,/,/,/,-
558,2021.09.01,12859,"N18W71(855"",254"")",α/α,Axx/Axx,0010/0000,01/01,-
559,2021.09.01,12860,"S27W62(748"",-478"")",β/βγ,Dai/Eac,0240/0240,16/20,C1.2(13:20)  / -
560,2021.09.01,12861,"N16W24(373"",155"")",/,/,/,/,-
561,2021.09.02,12859,"N18W87(903"",285"")",α/α,Axx/Axx,0010/0010,01/01,-
562,2021.09.02,12860,"S27W78(828"",-450"")",β/β,Dsi/Dai,0220/0240,14/16,- / C1.2(13:20)
563,2021.09.02,12861,"N16W39(577"",171"")",/,/,/,/,-
564,2021.09.03,12860,"S29W90(831"",-457"")",β/β,Dai/Dsi,0220/0220,06/14,-
565,2021.09.03,12863,"S16E14(-222"",-373"")",β/-,Cao/---,0070/----,07/--,-
566,2021.09.03,12859,"N18W91(904"",293"")",/α,/Axx,/0010,/01,-
567,2021.09.03,12861,"N16W52(722"",189"")",/,/,/,/,-
568,2021.09.04,12863,"S16E01(-16"",-376"")",β/β,Dso/Cao,0160/0070,09/07,-
569,2021.09.04,12864,"S23E08(-122"",-479"")",β/-,Cro/---,0030/----,04/--,-
570,2021.09.04,12861,"N16W65(830"",211"")",/,/,/,/,-
571,2021.09.05,12863,"S16W12(190"",-374"")",β/β,Cso/Dso,0090/0160,05/09,-
572,2021.09.05,12864,"N24W04(60"",275"")",β/β,Dao/Cro,0050/0030,07/04,-
573,2021.09.05,12865,"N22E11(-169"",245"")",β/-,Bxo/---,0010/----,03/--,-
574,2021.09.05,12866,"S18E49(-684"",-367"")",β/-,Bxo/---,0040/----,02/--,-
