,TOTUSJH,TOTPOT,TOTUSJZ,ABSNJZH,SAVNCPP,USFLUX,AREA_ACR,MEANPOT,R_VALUE,SHRGT45,MEANSHR,MEANGAM,TOTBSQ,TOTFZ,EPSZ,FLARE_CLASS
0,139.085,1.362996e+22,2698742000000.0,9.765,522616600000.0,1.958395e+21,104.438271,3780.177,0.0,8.361,26.182,34.38,3560000000,-233.51,-0.1244,No Flares
1,64.205,3.451338e+21,1200310000000.0,16.31,844061900000.0,7.577038e+20,83.513168,2413.01,0.0,4.457,22.381,33.088,2080100000,121.72,0.111,No Flares
2,50.958,2.658673e+21,1123229000000.0,3.743,228894200000.0,7.155764e+20,58.005363,1693.693,0.0,5.161,23.032,28.317,801140000,-70.807,-0.1676,No Flares
3,298.638,1.878875e+22,5949744000000.0,17.197,873567900000.0,7.284643e+21,94.467346,1270.331,2.479,1.832,17.819,23.882,8820800000,-2529.4,-0.5439,No Flares
4,34.045,1.087705e+21,696244400000.0,3.349,677239500000.0,4.299092e+20,70.948212,1256.177,0.0,1.84,17.962,29.503,1377500000,124.39,0.1713,No Flares
5,42.618,2.636979e+21,1034475000000.0,3.707,218978100000.0,7.239463e+20,45.735542,1580.9,0.0,2.468,22.84,26.787,818740000,-93.528,-0.2167,No Flares
6,63.689,6.240524e+21,1484000000000.0,37.447,989936500000.0,3.309536e+20,13.915862,5661.486,3.102,58.434,52.13,63.865,1020700000,115.82,0.2152,No Flares
7,512.049,4.535356e+22,10184930000000.0,31.057,1876546000000.0,1.100862e+22,240.278198,2017.405,3.434,4.389,22.116,27.156,9643400000,-2409.2,-0.4739,No Flares
8,101.281,6.757076e+21,2004474000000.0,2.794,354793200000.0,1.993967e+21,38.161613,1678.651,1.672,1.683,21.185,27.34,2128500000,-462.79,-0.4124,No Flares
9,37.066,2.363583e+21,966446500000.0,0.004,83065270000.0,8.319289e+20,30.561512,1147.484,0.0,2.386,21.788,25.508,931090000,-154.16,-0.3141,No Flares
10,165.123,1.132965e+22,3143393000000.0,56.914,3483081000000.0,1.490527e+21,95.809601,3827.311,3.125,15.657,30.148,43.369,1809500000,-189.74,-0.1989,No Flares
11,395.146,3.049771e+22,8261716000000.0,12.413,1156364000000.0,7.991164e+21,273.242401,1858.411,1.942,2.387,22.862,27.661,7428700000,-1484.9,-0.3792,No Flares
12,319.021,3.49916e+22,6583450000000.0,0.376,202766700000.0,9.746767e+21,137.213242,1687.69,3.001,6.476,19.458,28.277,9585500000,-2713.6,-0.537,No Flares
13,51.736,3.387659e+21,1359627000000.0,8.709,697172200000.0,7.129214e+20,22.501268,2026.102,0.0,11.041,27.563,32.191,1970800000,49.12,0.0473,No Flares
14,71.477,2.899649e+21,1491545000000.0,14.4,815449400000.0,7.656294e+20,63.73859,1703.118,1.197,9.75,24.397,34.611,959700000,-65.809,-0.1301,No Flares
15,322.632,2.32241e+22,7221955000000.0,5.913,1029225000000.0,5.300906e+21,272.185974,1991.735,0.0,4.715,24.71,29.565,5634300000,-723.45,-0.2436,No Flares
16,338.201,2.085244e+22,7731933000000.0,21.99,1084281000000.0,1.013922e+22,146.863449,943.8901,0.0,0.974,18.045,23.046,8059300000,-2540.9,-0.598,No Flares
17,722.848,9.194835e+22,12235470000000.0,290.93,10943050000000.0,7.146998e+21,187.685928,6415.482,4.148,20.358,33.318,40.802,8352800000,-1068.2,-0.2426,M
18,0.094,1.696869e+20,24504190000.0,0.04,51579600000.0,2.04054e+18,0.0,3116.39,0.0,60.976,49.498,82.474,680310000,-32.196,-0.0898,No Flares
19,28.294,1.269939e+21,617880100000.0,3.316,429957900000.0,3.711254e+20,28.476192,1607.138,0.0,2.353,21.27,26.636,661330000,3.8943,0.0112,No Flares
20,291.011,1.811953e+22,6336957000000.0,24.572,1169413000000.0,4.387187e+21,307.697083,1983.394,0.0,4.39,23.632,30.128,4720200000,-455.73,-0.1831,No Flares
21,315.208,2.36214e+22,7100121000000.0,43.939,2828324000000.0,7.283028e+21,188.382645,1489.291,0.0,2.805,22.362,26.38,6486600000,-1575.1,-0.4606,No Flares
22,789.497,1.262362e+23,13625230000000.0,302.253,13782450000000.0,1.071723e+22,262.920746,6040.171,4.039,18.816,31.19,38.533,11435000000,-1819.0,-0.3017,M
23,51.122,2.701769e+21,967541900000.0,13.764,522670800000.0,5.950175e+20,37.853371,2404.724,0.0,7.801,24.264,36.863,621260000,-112.08,-0.3422,No Flares
24,221.425,1.251978e+22,5201460000000.0,12.8,1107293000000.0,3.186662e+21,262.540924,1751.948,2.29,5.073,23.793,29.151,3445400000,-233.5,-0.1286,No Flares
25,294.904,1.9837e+22,6625637000000.0,40.897,2586063000000.0,4.887583e+21,229.511444,1837.721,0.0,5.463,24.955,29.264,4853400000,-789.68,-0.3086,No Flares
26,559.148,6.099611e+22,10416130000000.0,154.187,5939916000000.0,1.044246e+22,174.348846,2817.574,3.771,8.073,22.933,30.495,8873600000,-2082.7,-0.4452,C
27,222.339,1.421889e+22,5194644000000.0,28.959,2383623000000.0,3.078036e+21,252.661942,2000.119,2.528,10.013,26.769,32.908,3657100000,-291.56,-0.1512,No Flares
28,363.707,3.84347e+22,9547217000000.0,29.022,585730800000.0,7.127478e+21,80.95665,2419.599,3.376,10.902,22.913,31.859,7054000000,-1681.3,-0.4521,C
29,50.23,3.678125e+21,921289600000.0,0.942,69948190000.0,6.981055e+20,36.296425,2897.05,0.0,5.858,24.216,33.287,728750000,-128.44,-0.3343,No Flares
30,23.455,1.396458e+21,544956600000.0,0.083,150813900000.0,4.737366e+20,17.380228,1301.38,0.0,1.114,21.594,26.985,548960000,-112.99,-0.3904,No Flares
31,210.388,1.421532e+22,5034350000000.0,11.346,399641600000.0,5.195423e+21,171.312759,1199.053,0.0,0.963,21.014,25.049,4542000000,-848.72,-0.3545,No Flares
32,100.612,5.923299e+21,2563115000000.0,13.152,2106119000000.0,1.271506e+21,211.477509,1791.951,2.987,17.919,29.948,38.81,2293000000,-5.6393,-0.0047,No Flares
33,163.239,8.455449e+21,3962308000000.0,14.34,901502200000.0,4.973085e+21,78.676247,730.8969,0.0,0.0,16.962,22.099,4921900000,-1100.8,-0.4243,No Flares
34,87.567,4.078914e+21,2141185000000.0,7.335,1093247000000.0,1.130022e+21,132.736084,1513.735,2.457,8.034,24.256,31.187,1891600000,-2.5812,-0.0026,No Flares
35,94.021,5.066882e+21,2289986000000.0,16.108,1579724000000.0,1.346118e+21,92.75576,1608.473,2.977,5.565,23.453,28.391,2130000000,-104.26,-0.0928,No Flares
36,44.871,2.655514e+21,1053578000000.0,7.577,333075200000.0,9.288151e+20,33.360477,1290.043,1.73,1.742,21.274,25.228,2490500000,-286.14,-0.2179,No Flares
37,388.111,9.220335e+22,8017016000000.0,33.485,1508187000000.0,4.416043e+21,183.471237,9604.082,3.889,47.517,45.48,58.424,6756600000,-205.1,-0.0576,No Flares
38,585.784,1.72101e+23,12730460000000.0,115.966,2244522000000.0,6.850425e+21,305.433624,10802.75,3.629,55.052,49.743,61.088,10451000000,-281.48,-0.0511,No Flares
39,438.74,1.282423e+23,10204750000000.0,63.514,1525210000000.0,6.079081e+21,359.748413,9239.765,3.088,45.957,44.241,55.408,8648200000,-454.67,-0.0997,No Flares
40,323.017,1.074705e+23,7392743000000.0,55.689,1954848000000.0,5.247014e+21,304.817352,9586.998,0.0,42.329,41.799,50.542,7281300000,-408.59,-0.1064,No Flares
41,341.567,9.653024e+22,7564094000000.0,29.751,93625320000.0,5.88312e+21,248.792145,7728.444,2.757,36.31,38.894,45.762,7110100000,-627.88,-0.1675,No Flares
42,320.695,8.544635e+22,6517754000000.0,11.962,726544700000.0,6.454517e+21,211.820847,6720.28,3.345,25.402,33.254,39.575,7431000000,-1026.9,-0.2621,No Flares
43,270.242,6.882461e+22,4976906000000.0,3.752,829286400000.0,5.959743e+21,147.227036,5560.517,3.683,19.26,28.757,37.017,7065800000,-1186.3,-0.3185,No Flares
44,172.916,4.595035e+22,2802962000000.0,36.798,825829900000.0,3.533275e+21,86.723122,6278.354,3.324,25.984,33.771,41.783,5929800000,-997.78,-0.3192,No Flares
45,216.865,1.66935e+22,4625126000000.0,2.494,1692079000000.0,3.571796e+21,179.430283,2276.347,0.0,7.371,25.486,32.337,3387700000,-529.48,-0.2965,No Flares
46,139.933,1.302944e+22,2840724000000.0,3.816,423704400000.0,2.59603e+21,53.447433,2444.802,2.708,10.815,26.544,33.634,2051200000,-552.26,-0.5107,No Flares
47,132.488,9.75482e+21,2524072000000.0,13.702,878944500000.0,1.290217e+21,85.985107,3583.049,0.0,20.537,31.641,47.136,1622100000,-132.12,-0.1545,No Flares
48,158.308,1.062756e+22,3415544000000.0,0.656,468092800000.0,2.181249e+21,175.973022,2263.126,2.352,9.615,26.972,34.499,2406500000,-212.16,-0.1672,No Flares
49,67.199,3.194284e+21,1401844000000.0,2.909,212101300000.0,7.757489e+20,75.647507,1965.077,0.0,4.167,22.458,30.508,995180000,-56.433,-0.1076,No Flares
50,63.045,3.038672e+21,1361804000000.0,4.754,915010700000.0,7.9039e+20,139.560608,1745.293,0.0,1.449,21.612,33.159,1536300000,52.221,0.0645,No Flares
51,40.795,2.025842e+21,980645500000.0,5.147,614139900000.0,6.181502e+20,46.279755,1416.371,0.0,4.55,22.391,26.68,872120000,-60.529,-0.1317,No Flares
52,91.352,7.049481e+21,2355440000000.0,3.771,775487200000.0,8.104529e+20,60.028248,2766.11,3.042,36.425,40.971,54.875,1571700000,249.44,0.301,No Flares
53,46.304,1.939176e+21,1080466000000.0,0.303,153347900000.0,5.594447e+20,123.299767,1497.614,0.0,4.41,21.69,32.29,1419600000,116.11,0.1551,No Flares
54,77.238,4.5143e+21,1769859000000.0,6.521,855351900000.0,1.40793e+21,46.914177,1474.071,0.0,3.556,22.804,27.927,1377200000,-263.2,-0.3625,No Flares
55,214.505,2.701908e+22,4376248000000.0,11.913,778417100000.0,2.581336e+21,152.064957,5349.727,0.0,22.324,34.992,48.332,3788100000,-176.64,-0.0884,No Flares
56,72.619,3.370746e+21,1674891000000.0,6.828,503932600000.0,8.86741e+20,106.707321,1664.345,0.0,6.098,23.186,29.991,1443200000,34.467,0.0453,No Flares
57,69.265,3.539619e+21,1482693000000.0,1.22,154718500000.0,1.515497e+21,27.189039,1148.83,0.0,1.034,18.836,23.546,1424000000,-359.66,-0.4791,No Flares
58,671.318,1.477865e+23,14122570000000.0,27.35,2852900000000.0,8.185212e+21,326.623962,8854.332,3.96,43.873,44.622,55.057,11008000000,-1001.6,-0.1726,No Flares
59,72.572,4.262632e+21,1691894000000.0,5.043,391743700000.0,1.041905e+21,66.6744,1836.216,0.0,6.064,24.219,28.485,1511400000,-30.344,-0.0381,No Flares
60,694.368,1.587498e+23,14968400000000.0,64.585,3627957000000.0,1.073676e+22,377.274872,7329.029,3.147,35.34,39.482,47.784,12347000000,-1627.6,-0.25,No Flares
61,565.939,1.056423e+23,11990770000000.0,36.757,2379542000000.0,1.113696e+22,311.184662,4697.765,3.375,18.827,31.155,37.402,10289000000,-1959.9,-0.3613,No Flares
62,450.06,6.88774e+22,8724611000000.0,47.983,3431820000000.0,9.553389e+21,177.831955,3573.854,3.556,14.54,26.365,34.639,9381900000,-2327.5,-0.4706,No Flares
63,195.144,3.209513e+22,3629658000000.0,5.483,895460000000.0,4.861375e+21,65.131332,3359.357,3.162,15.527,27.17,35.649,7112600000,-1978.5,-0.5276,No Flares
64,88.148,7.141707e+21,2031357000000.0,10.83,1252286000000.0,1.002259e+21,40.177792,2905.246,2.597,30.578,37.035,46.571,2492700000,164.75,0.1254,No Flares
65,752.959,1.235093e+23,14340390000000.0,53.227,4815073000000.0,8.742326e+21,250.058395,6838.805,4.151,35.591,40.023,47.994,10983000000,-1384.3,-0.2391,No Flares
66,85.873,7.427316e+21,2047534000000.0,3.928,536344100000.0,1.101435e+21,56.578182,2838.919,2.012,24.772,35.087,44.514,2167700000,162.07,0.1418,No Flares
67,880.35,1.941399e+23,15403360000000.0,86.72,1253496000000.0,1.449216e+22,425.737457,7260.231,4.233,30.077,36.065,42.502,16523000000,-2837.9,-0.3258,No Flares
68,151.667,9.455706e+21,2979457000000.0,2.994,1141183000000.0,2.041514e+21,77.528069,2417.664,0.0,5.535,23.34,29.792,2843600000,-192.1,-0.1281,No Flares
69,2.225,6.858277e+20,210633700000.0,0.034,196628500000.0,1.785698e+19,0.16719,2885.023,0.0,72.067,61.805,76.695,1425800000,136.29,0.1813,No Flares
70,620.585,1.530148e+23,10355430000000.0,74.478,2294910000000.0,1.470144e+22,380.037689,5516.26,3.835,19.95,31.232,38.252,15506000000,-3063.3,-0.3747,No Flares
71,94.345,4.880218e+21,2123767000000.0,7.321,650812000000.0,1.893104e+21,41.049072,1203.649,0.0,0.524,19.904,23.117,2635800000,-335.61,-0.2415,No Flares
72,385.1,4.541329e+22,7486568000000.0,101.985,2488871000000.0,4.381752e+21,139.664185,5326.418,3.747,24.377,34.864,42.843,5001800000,-757.61,-0.2873,No Flares
73,1.987,1.783377e+20,98205980000.0,0.024,13530280000.0,3.396044e+19,1.197443,1049.109,2.986,46.875,40.769,44.005,2649900000,354.25,0.2536,No Flares
74,95.919,4.617162e+21,2364030000000.0,1.333,1679506000000.0,2.203744e+21,17.874746,920.2387,0.0,5.214,18.491,24.368,3218700000,-678.83,-0.4001,No Flares
75,412.115,6.354772e+22,8243807000000.0,78.508,2010220000000.0,7.70529e+21,190.169388,4228.579,3.332,19.424,31.016,38.019,7225400000,-1508.5,-0.396,No Flares
76,976.572,8.378899e+22,17279000000000.0,216.022,9204856000000.0,8.476453e+21,257.208618,5110.734,4.16,22.074,32.764,42.002,9772000000,-1426.9,-0.277,C
77,339.743,2.860169e+22,6607802000000.0,0.947,664627100000.0,8.619631e+21,105.36129,1685.319,3.088,2.238,18.934,27.16,6264800000,-1990.5,-0.6027,C
78,843.208,9.51198e+22,17057920000000.0,103.451,4004671000000.0,1.291805e+22,297.610352,3759.787,3.788,14.084,29.064,34.655,12095000000,-2433.5,-0.3816,C
79,768.236,1.358594e+23,13612290000000.0,5.441,508047500000.0,1.696614e+22,338.095551,4168.887,3.776,16.773,27.445,34.904,16561000000,-3516.2,-0.4027,C
80,313.635,2.608764e+22,6707460000000.0,30.688,2094758000000.0,5.885135e+21,225.007706,2114.949,2.471,5.674,25.887,30.378,6996500000,-483.55,-0.1311,No Flares
81,244.516,2.025542e+22,5329728000000.0,6.51,1343176000000.0,4.046187e+21,222.258316,2345.028,2.52,6.704,26.251,32.413,5645200000,7.2456,0.0024,No Flares
82,133.673,1.415937e+22,2422106000000.0,16.599,519230500000.0,1.308194e+21,72.798798,5481.652,2.857,23.959,33.93,49.37,2008400000,-104.78,-0.099,No Flares
83,245.938,1.977567e+22,5175267000000.0,11.987,2033744000000.0,3.396264e+21,213.276047,2673.876,2.589,12.57,28.609,36.913,5504600000,193.84,0.0668,No Flares
84,62.429,3.541551e+21,1314636000000.0,6.901,325737700000.0,8.278042e+20,59.966015,2078.52,0.0,5.222,22.855,31.785,1269400000,-49.584,-0.0741,No Flares
85,373.576,5.38723e+22,8064385000000.0,43.977,3227298000000.0,4.615381e+21,282.275055,5439.143,3.08,21.48,32.388,43.175,7440900000,142.64,0.0364,No Flares
86,371.544,3.817048e+22,7802548000000.0,73.162,2684014000000.0,5.058525e+21,263.560791,3747.797,3.144,13.913,28.865,37.907,7386400000,-142.48,-0.0366,No Flares
87,369.962,3.161932e+22,7487637000000.0,71.338,2491377000000.0,5.287173e+21,222.928635,2984.697,0.0,10.706,27.32,34.229,7612500000,-478.72,-0.1193,No Flares
88,284.505,2.695562e+22,5731589000000.0,41.729,1448553000000.0,5.046531e+21,117.500031,2732.529,0.0,3.487,24.212,29.043,7913800000,-777.59,-0.1864,No Flares
89,54.559,6.659997e+21,908274000000.0,10.86,214414600000.0,9.693415e+20,15.260904,4047.531,0.0,5.408,26.487,34.911,7575400000,-1182.2,-0.296,No Flares
90,287.01,1.500224e+23,4166642000000.0,50.625,2304981000000.0,4.382603e+21,164.262619,18158.63,3.953,57.113,49.091,57.643,8762300000,-196.95,-0.0426,No Flares
91,264.238,1.56371e+23,3984756000000.0,76.263,2419300000000.0,4.479505e+21,149.478149,19092.8,3.837,60.483,50.585,58.627,9382300000,-305.85,-0.0618,No Flares
92,234.47,1.700921e+23,4390147000000.0,81.933,2863656000000.0,4.55566e+21,139.11554,20099.98,3.899,62.775,52.471,60.621,9824600000,-269.07,-0.0519,No Flares
93,79.08,6.804472e+21,2043920000000.0,6.771,903900800000.0,9.511214e+20,63.725368,2627.527,2.867,26.872,36.478,46.669,1789900000,52.668,0.0558,No Flares
94,216.757,1.765053e+23,4189909000000.0,73.854,2506322000000.0,4.522006e+21,127.794594,20621.59,3.572,68.317,54.799,63.438,9738300000,-210.31,-0.041,No Flares
95,76.222,4.403626e+21,1661723000000.0,3.033,227018200000.0,1.156596e+21,74.658417,1839.086,1.746,2.385,22.129,28.773,1862500000,-44.178,-0.045,No Flares
96,225.448,1.898807e+23,4133723000000.0,57.223,1792218000000.0,4.408191e+21,126.360573,21552.25,3.508,75.068,57.701,66.625,9887500000,-48.841,-0.0094,No Flares
97,221.621,1.883712e+23,4005396000000.0,52.112,1705854000000.0,4.230172e+21,118.57621,22921.95,0.0,75.339,58.526,67.555,9591500000,23.484,0.0046,No Flares
98,209.417,1.872942e+23,4217338000000.0,47.292,1509581000000.0,4.290359e+21,123.663338,22950.37,0.0,73.653,57.022,66.493,9726300000,-15.93,-0.0031,No Flares
99,192.365,1.751561e+23,3789737000000.0,42.451,937893500000.0,4.171452e+21,119.863304,22802.59,3.412,72.337,56.314,65.915,9408200000,-57.078,-0.0115,No Flares
100,201.105,1.624442e+23,3728551000000.0,43.853,833519900000.0,4.14069e+21,125.596214,21162.34,3.756,70.415,55.311,65.009,9132900000,-153.63,-0.0319,No Flares
101,116.14,1.214479e+22,2475687000000.0,19.831,453154300000.0,1.418117e+21,47.546497,4046.399,3.217,25.442,34.746,44.057,1732600000,-197.56,-0.2163,No Flares
102,207.039,1.456605e+23,3887089000000.0,46.088,252909000000.0,4.169575e+21,144.542374,19931.03,3.71,65.164,52.329,61.213,8762600000,-327.03,-0.0708,No Flares
103,192.133,2.214824e+22,3737202000000.0,13.849,487099400000.0,3.670197e+21,99.878929,3260.475,3.206,7.175,24.973,31.789,3212500000,-743.4,-0.439,No Flares
104,257.168,1.391501e+23,3494669000000.0,52.101,1111770000000.0,4.190858e+21,146.055878,18600.78,3.879,62.027,51.521,59.847,8444600000,-440.47,-0.0989,No Flares
105,150.868,1.065776e+22,2954884000000.0,0.177,178930900000.0,3.386046e+21,38.97905,1599.592,0.0,1.615,20.408,26.017,2734700000,-841.42,-0.5836,No Flares
106,249.259,1.281857e+23,3233480000000.0,40.123,1047695000000.0,4.073203e+21,165.758942,17023.31,3.708,61.358,50.399,59.497,7969700000,-380.6,-0.0906,No Flares
107,939.82,7.71605e+22,18283400000000.0,95.179,6259274000000.0,2.253601e+22,326.262878,1724.879,3.065,3.191,19.317,24.957,28508000000,-6246.5,-0.4156,No Flares
108,1154.287,8.604204e+22,22451390000000.0,37.694,580972600000.0,2.76007e+22,405.732422,1585.428,3.074,2.501,19.003,23.842,29633000000,-7166.5,-0.4587,No Flares
109,2040.106,2.614408e+23,37846840000000.0,341.685,16160220000000.0,3.572547e+22,886.182495,3801.589,4.258,7.247,25.111,29.239,35687000000,-6861.2,-0.3647,No Flares
110,1683.092,2.183285e+23,35890150000000.0,193.283,13908400000000.0,2.814968e+22,990.352783,3667.317,4.062,13.266,28.964,33.354,28222000000,-4121.0,-0.277,No Flares
111,1430.919,1.680105e+23,32237030000000.0,231.488,14656290000000.0,2.089888e+22,1121.973633,3501.611,3.719,16.876,30.812,36.474,21218000000,-2165.7,-0.1936,C
112,38.875,2.822227e+21,831293100000.0,6.094,353117200000.0,6.440264e+20,33.30267,2104.059,1.71,5.149,23.875,31.312,948780000,-103.66,-0.2072,No Flares
113,1078.78,1.27131e+23,23655220000000.0,176.094,8237168000000.0,1.380202e+22,1170.138672,3975.744,3.487,18.997,30.811,38.837,16774000000,-907.17,-0.1026,C
114,35.416,1.919167e+21,808948200000.0,5.377,345083700000.0,5.303973e+20,43.355072,1632.89,0.0,4.407,22.487,29.879,683120000,-37.912,-0.1053,No Flares
115,684.166,8.646973e+22,15286270000000.0,106.796,5117209000000.0,8.996192e+21,1129.374023,4019.667,3.225,21.361,31.236,41.647,13913000000,-271.87,-0.0371,C
116,767.156,8.511748e+22,16209530000000.0,102.354,6135945000000.0,1.00455e+22,1043.456909,3884.62,1.923,16.728,28.926,39.103,14346000000,-293.72,-0.0388,No Flares
117,817.884,7.755383e+22,17698250000000.0,89.347,2824892000000.0,1.121426e+22,888.569275,3200.537,0.0,12.107,27.187,34.883,14783000000,-497.28,-0.0638,C
118,901.757,6.983598e+22,20169050000000.0,96.942,2489265000000.0,1.413371e+22,729.106628,2291.709,2.699,7.239,25.46,30.74,16171000000,-1459.8,-0.1712,No Flares
119,734.116,4.935057e+22,17005520000000.0,71.092,3433790000000.0,1.587049e+22,454.746582,1437.314,0.0,1.686,21.615,25.054,17445000000,-2792.6,-0.3037,No Flares
120,601.725,3.729105e+22,13815080000000.0,58.248,2342206000000.0,1.489181e+22,232.838531,1144.287,2.807,1.805,19.129,24.238,20484000000,-4731.5,-0.4381,No Flares
121,1240.307,1.978823e+23,22331680000000.0,78.828,7632534000000.0,2.437447e+22,541.969177,4394.971,3.94,12.586,25.248,32.234,30333000000,-5330.9,-0.3334,C
122,1826.724,3.553338e+23,34331110000000.0,170.085,12144550000000.0,3.245146e+22,861.096558,5859.1,4.418,16.947,29.898,35.81,36373000000,-5949.0,-0.3102,No Flares
123,2094.807,4.100302e+23,39976150000000.0,135.173,10955900000000.0,3.257373e+22,1110.778564,6548.887,4.669,23.426,33.318,39.2,36445000000,-4809.3,-0.2503,No Flares
124,1777.87,3.525602e+23,38067290000000.0,60.652,3494178000000.0,2.782185e+22,1147.666504,6042.407,4.491,28.173,35.886,42.186,30931000000,-3416.8,-0.2095,No Flares
125,1506.747,2.766715e+23,33931370000000.0,25.825,2783126000000.0,2.208686e+22,1130.205444,5558.727,4.125,28.764,36.301,43.638,25410000000,-2234.5,-0.1668,No Flares
126,138.808,8.758866e+21,2477903000000.0,35.339,1193657000000.0,2.879381e+21,28.150976,1648.415,2.755,1.975,18.284,25.824,4920500000,-1437.3,-0.5541,No Flares
127,1348.313,2.473505e+23,29870220000000.0,14.578,1118816000000.0,1.923604e+22,1071.33606,5693.506,3.764,29.64,36.673,44.468,23193000000,-1681.1,-0.1375,No Flares
128,147.513,1.03473e+22,3135250000000.0,0.049,110228200000.0,3.015936e+21,60.516266,1679.902,0.0,2.63,22.179,26.768,3810900000,-869.67,-0.4329,No Flares
129,1258.901,1.945997e+23,28423840000000.0,28.307,2241550000000.0,1.812123e+22,1057.714355,4776.264,3.649,26.891,35.095,42.731,21396000000,-1806.9,-0.1602,No Flares
130,149.164,1.059002e+22,3361283000000.0,2.597,754407200000.0,2.666144e+21,79.086555,1789.932,0.0,3.075,24.128,29.058,3006300000,-473.71,-0.2989,No Flares
131,1114.294,1.272223e+23,25392330000000.0,68.619,3155308000000.0,1.677516e+22,904.531006,3498.4,3.536,17.405,30.619,36.603,19390000000,-2237.3,-0.2189,C
132,80.382,5.001919e+21,2029300000000.0,3.313,363571900000.0,1.281471e+21,71.052162,1556.998,2.423,5.705,25.433,31.358,1701400000,-84.573,-0.0943,No Flares
133,1036.121,9.921093e+22,22329360000000.0,64.181,2700480000000.0,1.717131e+22,713.51947,2827.04,3.081,10.887,26.783,32.463,19838000000,-3417.4,-0.3268,C
134,1506.142,1.922416e+23,32180710000000.0,31.961,6882994000000.0,2.734438e+22,741.627258,3467.029,3.871,14.512,28.919,34.194,28032000000,-5985.1,-0.405,C
135,1117.826,3.48679e+23,20907440000000.0,88.113,3797981000000.0,2.377196e+22,475.597015,7826.821,4.177,21.028,30.251,36.57,33132000000,-4863.3,-0.2784,No Flares
136,1058.374,4.13876e+23,23382830000000.0,145.822,5561251000000.0,2.19872e+22,525.757141,9275.922,3.897,27.901,36.046,40.744,31824000000,-3025.2,-0.1803,No Flares
137,965.99,4.350969e+23,22154290000000.0,185.383,6929967000000.0,1.80559e+22,590.844604,11460.13,3.986,36.851,41.391,47.042,29125000000,-1475.6,-0.0961,C
138,881.095,4.32024e+23,18976860000000.0,192.646,7390428000000.0,1.469857e+22,643.43866,14057.66,3.144,44.117,44.287,51.627,26778000000,-630.72,-0.0447,No Flares
139,672.237,4.170557e+23,14256120000000.0,174.317,3556412000000.0,1.154171e+22,607.910034,17767.32,2.846,52.481,48.386,56.726,24455000000,69.156,0.0054,No Flares
140,530.624,3.946592e+23,10992290000000.0,199.445,4801385000000.0,9.799292e+21,613.859131,20443.94,2.525,58.262,51.222,59.645,22679000000,432.52,0.0362,No Flares
141,499.415,3.654004e+23,10347660000000.0,161.306,2741232000000.0,9.400043e+21,551.383972,20684.24,2.645,58.044,50.465,58.643,21670000000,412.41,0.0361,No Flares
142,269.213,2.869713e+22,6789771000000.0,12.244,1784972000000.0,2.833964e+21,98.798904,4066.346,3.36,34.72,40.524,49.448,3692800000,-299.97,-0.1541,No Flares
143,190.635,1.34806e+22,3661735000000.0,14.832,877533700000.0,3.544982e+21,52.156876,1917.037,3.285,3.116,20.505,26.716,7960400000,-1482.8,-0.3533,No Flares
144,615.754,3.431785e+23,12479750000000.0,186.266,4728379000000.0,1.074847e+22,527.480835,16987.17,3.081,48.823,45.16,53.063,21890000000,-57.834,-0.005,No Flares
145,844.618,2.235697e+23,16122060000000.0,163.867,3884600000000.0,1.674581e+22,348.622528,6650.011,3.837,21.383,31.444,37.194,27786000000,-4391.0,-0.2998,No Flares
146,308.703,4.718797e+22,6087255000000.0,8.829,170145100000.0,6.345443e+21,134.325958,3758.798,3.357,13.012,27.219,33.656,6520600000,-1314.7,-0.3824,No Flares
147,218.04,1.602869e+22,4768334000000.0,3.196,172540300000.0,4.117371e+21,112.285484,1822.346,0.0,3.08,23.609,27.698,6407000000,-802.08,-0.2375,No Flares
148,632.429,3.235359e+23,12948830000000.0,112.749,921177100000.0,1.129976e+22,444.264587,14845.72,3.63,44.01,43.034,48.928,21913000000,-488.96,-0.0423,No Flares
149,925.135,2.29602e+23,19292090000000.0,111.455,988993900000.0,1.605123e+22,477.740753,6613.137,3.69,20.151,32.28,37.107,23785000000,-2381.3,-0.1899,M
150,296.1,2.833272e+22,5438697000000.0,15.519,733288900000.0,6.771161e+21,88.667595,2087.492,3.152,5.558,20.652,29.402,6503300000,-1780.8,-0.5194,No Flares
151,257.188,2.480436e+22,5609012000000.0,2.659,976618100000.0,4.402498e+21,219.002563,2672.775,2.188,8.844,26.485,33.434,5825800000,-395.5,-0.1288,No Flares
152,568.02,2.967986e+23,10771060000000.0,95.659,1165943000000.0,1.183686e+22,377.021057,12944.42,3.737,36.681,39.089,45.39,22929000000,-1532.9,-0.1268,No Flares
153,844.009,2.319751e+23,18570980000000.0,149.49,2285971000000.0,1.368762e+22,632.960938,7582.003,3.751,25.836,34.661,41.033,20248000000,-946.9,-0.0887,M
154,223.227,2.570522e+22,4789755000000.0,15.779,783744800000.0,3.222392e+21,211.975952,3791.516,0.0,12.184,28.204,37.534,5020600000,-36.54,-0.0138,No Flares
155,5.887,2.459863e+20,128248400000.0,2.185,161916100000.0,7.584604e+19,14.033772,1505.89,0.0,0.0,19.008,30.628,1098100000,312.96,0.5406,No Flares
156,398.545,2.702727e+23,5817125000000.0,63.8,960422500000.0,8.010161e+21,292.663116,17911.61,3.83,53.362,46.589,56.255,22075000000,-1631.9,-0.1402,No Flares
